	gamma	gamma	gamma
	Rep1	Rep2	ave_Rep1_Rep2
hek_unique:TSS25400_+_34545431.23-CUFF.12421.2	-0.3664654214140182	-0.05342738572002127	-0.20994640356701974
hek_unique:TSS25400_+_34545449.23-CUFF.12421.2	-0.21214092088984177	-0.17965367072179939	-0.19589729580582058
hek_unique:TSS25400_+_34545688.23-CUFF.12421.2	-0.016131327505343233	0.23748709406632842	0.11067788328049259
hek_unique:TSS25400_+_34545708.23-CUFF.12421.2	0.08099854502443087	-0.08048014518675368	0.00025919991883859017
hek_unique:TSS25400_-_34545373.23-CUFF.12421.2	-0.03412874201964205	-0.13361717222677214	-0.0838729571232071
hek_unique:TSS25400_-_34545392.23-CUFF.12421.2	-0.09383737909742766	-0.13893954718300142	-0.11638846314021453
hek_unique:TSS25400_-_34545714.23-CUFF.12421.2	0.1961828955490571	-0.057242565415103426	0.06947016506697684
hek_unique:TSS25400_-_34545722.23-CUFF.12421.2	0.16301047421631806	-0.09616944820372317	0.03342051300629745
hek_unique:TSS25438_+_37809227.23-CUFF.12540.10	-0.29179203207703136	0.04878137259622052	-0.12150532974040543
hek_unique:TSS25438_+_37809230.23-CUFF.12540.10	0.023025780898312958	-0.052318969835385004	-0.014646594468536023
hek_unique:TSS25438_+_37809243.23-CUFF.12540.10	-0.10765779461742284	0.03184117684985789	-0.03790830888378247
hek_unique:TSS25438_+_37809674.23-CUFF.12540.10	-0.2816941024249124	-0.07177493713046258	-0.17673451977768748
hek_unique:TSS25438_-_37809247.23-CUFF.12540.10	-0.1538114489843019	0.020374863072639724	-0.0667182929558311
hek_unique:TSS25438_-_37809276.23-CUFF.12540.10	0.20066644586164117	-0.06702948728647143	0.06681847928758487
hek_unique:TSS25438_-_37809445.23-CUFF.12540.10	-0.07745533155563775	-0.0641497994560716	-0.07080256550585468
hek_unique:TSS25438_-_37809450.23-CUFF.12540.10	-0.1408983263630998	-0.04927686500455629	-0.09508759568382805
hek_unique:TSS25438_-_37809456.23-CUFF.12540.10	-0.12743348697372378	0.0943041128001864	-0.01656468708676869
hek_unique:TSS25438_-_37809733.23-CUFF.12540.10	0.19299154303522292	0.1392187306172391	0.16610513682623101
hek_unique:TSS25495_+_41707128.23-P1P2	-0.13492731044119116	-0.06951730674692563	-0.1022223085940584
hek_unique:TSS25495_+_41707169.23-P1P2	-0.20674592846922482	-0.1439438253357726	-0.17534487690249873
hek_unique:TSS25495_+_41707181.23-P1P2	-0.003524332167327656	0.19313358249418988	0.09480462516343112
hek_unique:TSS25495_+_41707462.23-P1P2	-0.2592014469597909	0.39771651957146764	0.06925753630583836
hek_unique:TSS25495_+_41707484.23-P1P2	0.009503482785861885	-0.062158640109955664	-0.02632757866204689
hek_unique:TSS25495_+_41707587.23-P1P2	-0.0313808474144556	0.08810220259653714	0.028360677591040773
hek_unique:TSS25495_-_41707085.23-P1P2	0.09893654160060174	-0.1971886342496794	-0.049126046324538826
hek_unique:TSS25495_-_41707165.23-P1P2	0.342248055268268	-0.18454166571753006	0.07885319477536898
hek_unique:TSS25495_-_41707294.23-P1P2	0.0016783101427517862	0.08217695203414643	0.04192763108844911
hek_unique:TSS25495_-_41707567.23-P1P2	-0.04130971030069663	-0.04525064447481377	-0.0432801773877552
hek_unique:TSS25560_+_44716494.23-P1P2	-0.12383566132575267	0.01604499754827556	-0.05389533188873856
hek_unique:TSS25560_+_44716497.23-P1P2	-0.19166975405817668	-0.1498034227617593	-0.17073658840996797
hek_unique:TSS25560_+_44716508.23-P1P2	0.11921183981793952	0.01726738664253502	0.06823961323023728
hek_unique:TSS25560_+_44716685.23-P1P2	-0.06578851238524082	0.0725559081852283	0.0033836978999937373
hek_unique:TSS25560_-_44716459.23-P1P2	0.16165830089194835	-0.19214890276332303	-0.015245300935687336
hek_unique:TSS25560_-_44716473.23-P1P2	0.0051947277993068895	-0.14198584001731762	-0.06839555610900537
hek_unique:TSS25560_-_44716514.23-P1P2	-0.6077898610189791	0.04414799956362398	-0.28182093072767755
hek_unique:TSS25560_-_44716632.23-P1P2	-0.10323099194137773	0.39804840595938634	0.1474087070090043
hek_unique:TSS25560_-_44716806.23-P1P2	-0.22920575795836812	-0.04139972684937515	-0.13530274240387163
hek_unique:TSS25560_-_44716939.23-P1P2	0.08664172250652881	0.04617030504340302	0.06640601377496591
hek_unique:TSS25590_+_45907658.23-CUFF.12587.2			
hek_unique:TSS25590_+_45907670.23-CUFF.12587.2			
hek_unique:TSS25590_+_45907856.23-CUFF.12587.2			
hek_unique:TSS25590_+_45907897.23-CUFF.12587.2			
hek_unique:TSS25590_+_45907935.23-CUFF.12587.2			
hek_unique:TSS25590_+_45907979.23-CUFF.12587.2			
hek_unique:TSS25590_+_45908014.23-CUFF.12587.2			
hek_unique:TSS25590_+_45908038.23-CUFF.12587.2			
hek_unique:TSS25590_-_45908032.23-CUFF.12587.2			
hek_unique:TSS25590_-_45908058.23-CUFF.12587.2			
hek_unique:TSS25595_+_45918571.23-P1P2	0.1523785418602748	0.2096723635484684	0.1810254527043716
hek_unique:TSS25595_+_45918576.23-P1P2	-0.09977999290895764	0.16597819726555102	0.03309910217829669
hek_unique:TSS25595_+_45918619.23-P1P2	0.010454105769940825	0.05946496680155783	0.034959536285749326
hek_unique:TSS25595_+_45918635.23-P1P2	-0.002659270228384014	0.07351005729657017	0.03542539353409308
hek_unique:TSS25595_+_45918665.23-P1P2	0.1971004408507425	-0.008036958545341187	0.09453174115270065
hek_unique:TSS25595_+_45918709.23-P1P2	-0.20286144120146063	-0.16170227249409969	-0.18228185684778014
hek_unique:TSS25595_+_45918751.23-P1P2	0.1378979089846283	-0.016213249474881817	0.06084232975487325
hek_unique:TSS25595_-_45918350.23-P1P2	-0.06915133320418038	-0.15742447836423962	-0.11328790578421
hek_unique:TSS25595_-_45918677.23-P1P2	-0.02348093489091989	-0.009033795097428665	-0.016257364994174277
hek_unique:TSS25595_-_45918706.23-P1P2	-0.40933005576182624	-0.27115908346131495	-0.34024456961157057
hek_unique:TSS25618_+_46626944.23-P1P2	0.20106581224162623	-0.0884073216917869	0.05632924527491966
hek_unique:TSS25618_+_46626947.23-P1P2	-0.035658057301874255	0.000315448588099883	-0.017671304356887185
hek_unique:TSS25618_+_46626962.23-P1P2	0.08934245018211771	-0.11167125999829668	-0.011164404908089481
hek_unique:TSS25618_+_46627182.23-P1P2	-0.25549718984242514	-0.1459240462471677	-0.20071061804479642
hek_unique:TSS25618_+_46627270.23-P1P2	-0.20893083619820907	-0.28749042755081394	-0.2482106318745115
hek_unique:TSS25618_+_46627392.23-P1P2	0.2239495796875864	0.18476641598635501	0.2043579978369707
hek_unique:TSS25618_-_46626991.23-P1P2	0.4585232701523986	0.557657955409309	0.5080906127808538
hek_unique:TSS25618_-_46627005.23-P1P2	0.447253512256806	0.2752048549595004	0.3612291836081532
hek_unique:TSS25618_-_46627012.23-P1P2	-0.04627703313201327	-0.03225039592425297	-0.03926371452813312
hek_unique:TSS25618_-_46627058.23-P1P2	0.3594914697428451	0.2643724865782992	0.31193197816057217
hek_unique:TSS25649_+_48651306.23-ENST00000422483	-0.033531857346064516	0.11700641880374772	0.0417372807288416
hek_unique:TSS25649_+_48651349.23-ENST00000422483	0.22091604435031062	-0.04202237346440357	0.08944683544295352
hek_unique:TSS25649_+_48651421.23-ENST00000422483	0.14204297042907962	0.14117051856201873	0.14160674449554916
hek_unique:TSS25649_+_48651511.23-ENST00000422483	0.28693242685398945	0.6399123291056776	0.46342237797983354
hek_unique:TSS25649_-_48651302.23-ENST00000422483	-0.14279071336283605	-0.05367530029327561	-0.09823300682805583
hek_unique:TSS25649_-_48651357.23-ENST00000422483	0.1606715677124224	-0.05408040999339164	0.05329557885951537
hek_unique:TSS25649_-_48651387.23-ENST00000422483	-0.038292762677139554	-0.05308500929544729	-0.04568888598629342
hek_unique:TSS25649_-_48651390.23-ENST00000422483	0.05499324603293848	-0.03387376951740321	0.010559738257767636
hek_unique:TSS25649_-_48651426.23-ENST00000422483	0.1937328618375982	0.09800115525701376	0.14586700854730597
hek_unique:TSS25649_-_48651450.23-ENST00000422483	0.03444913805903141	-0.03617337019668996	-0.0008621160688292752
hek_unique:TSS25667_+_50964488.23-CUFF.12722.3	-0.11898449065723435	0.01685057020018973	-0.05106696022852231
hek_unique:TSS25667_+_50964499.23-CUFF.12722.3	-0.06309778336168999	0.03733920081710797	-0.01287929127229101
hek_unique:TSS25667_+_50964521.23-CUFF.12722.3	-0.0796783558643298	0.010709811369716453	-0.03448427224730667
hek_unique:TSS25667_+_50964531.23-CUFF.12722.3	0.01972393961542326	-0.0023318807439775316	0.008696029435722865
hek_unique:TSS25667_+_50964547.23-CUFF.12722.3	-0.11160191215305845	-0.07609047882475828	-0.09384619548890837
hek_unique:TSS25667_+_50964617.23-CUFF.12722.3	0.05728800628516642	0.14967911495370712	0.10348356061943677
hek_unique:TSS25667_+_50964623.23-CUFF.12722.3	-0.09926248917561475	0.12286693945492781	0.011802225139656529
hek_unique:TSS25667_+_50964775.23-CUFF.12722.3	-0.020717252133041604	0.08519752282215963	0.03224013534455901
hek_unique:TSS25667_-_50964416.23-CUFF.12722.3	-0.20885155669133312	0.1789040826357977	-0.014973737027767706
hek_unique:TSS25667_-_50964855.23-CUFF.12722.3	0.008758265355801162	0.041073254765927436	0.0249157600608643
hek_unique:TSS25669_+_51287318.23-CUFF.12726.1	-0.034925331268122584	-0.010804479649768125	-0.022864905458945355
hek_unique:TSS25669_+_51287327.23-CUFF.12726.1	0.08463353995644506	0.028300100735423685	0.05646682034593437
hek_unique:TSS25669_+_51287336.23-CUFF.12726.1	0.14209458171593803	-0.11081381785992064	0.015640381928008693
hek_unique:TSS25669_+_51287346.23-CUFF.12726.1	-0.009218697334691916	-0.03340532502698134	-0.02131201118083663
hek_unique:TSS25669_+_51287523.23-CUFF.12726.1		0.019748328081139938	
hek_unique:TSS25669_+_51287712.23-CUFF.12726.1	0.09002352214321345	-0.11780983270398028	-0.013893155280383415
hek_unique:TSS25669_-_51287293.23-CUFF.12726.1	-0.31564749310371526	0.17290455865251442	-0.07137146722560042
hek_unique:TSS25669_-_51287299.23-CUFF.12726.1	-0.07658045402475033	0.05086451554410609	-0.01285796924032212
hek_unique:TSS25669_-_51287325.23-CUFF.12726.1	-0.2553661925190462	-0.11041772409745423	-0.18289195830825022
hek_unique:TSS25669_-_51287491.23-CUFF.12726.1	-0.059380261754361924	-0.11666245314008442	-0.08802135744722317
hek_unique:TSS25692_+_52378306.23-ENST00000456688			
hek_unique:TSS25692_+_52378324.23-ENST00000456688			
hek_unique:TSS25692_+_52378352.23-ENST00000456688			
hek_unique:TSS25692_+_52378361.23-ENST00000456688			
hek_unique:TSS25692_+_52378374.23-ENST00000456688			
hek_unique:TSS25692_+_52378405.23-ENST00000456688			
hek_unique:TSS25692_+_52378424.23-ENST00000456688			
hek_unique:TSS25692_-_52378340.23-ENST00000456688			
hek_unique:TSS25692_-_52378357.23-ENST00000456688			
hek_unique:TSS25692_-_52378391.23-ENST00000456688			
hek_unique:TSS25694_+_52505392.23-CUFF.12736.1	-0.18603721649121344	-0.05413906466438736	-0.1200881405778004
hek_unique:TSS25694_-_52505332.23-CUFF.12736.1	-0.046374241556362605	0.042665704056447824	-0.0018542687499573905
hek_unique:TSS25694_-_52505337.23-CUFF.12736.1	-0.2107192366924989	0.14601322446772966	-0.03235300611238462
hek_unique:TSS25694_-_52505381.23-CUFF.12736.1	-0.20074358794410113	0.13336705108816205	-0.03368826842796954
hek_unique:TSS25694_-_52505628.23-CUFF.12736.1	0.1438619933877948	-0.04327508400245065	0.050293454692672074
hek_unique:TSS25694_-_52505631.23-CUFF.12736.1	0.2507749613460668	0.11881579768577459	0.1847953795159207
hek_unique:TSS25694_-_52505642.23-CUFF.12736.1	0.47538309426989694	-0.07238081168509722	0.20150114129239988
hek_unique:TSS25694_-_52505645.23-CUFF.12736.1	-0.08230134238027266	0.10558337929127674	0.011641018455502042
hek_unique:TSS25694_-_52505690.23-CUFF.12736.1	-0.00593845110407413	0.06834249683896154	0.031202022867443707
hek_unique:TSS25694_-_52505814.23-CUFF.12736.1	0.008086263224737192	0.21897384878396017	0.11353005600434868
hek_unique:TSS25708_+_53173304.23-CUFF.12768.2	-0.16201605351439016	-0.20200129765135122	-0.1820086755828707
hek_unique:TSS25708_+_53173314.23-CUFF.12768.2	-0.030324038676847406	0.05658671464832836	0.013131337985740477
hek_unique:TSS25708_+_53173333.23-CUFF.12768.2	0.5450109453559412	-0.12690692426623856	0.2090520105448513
hek_unique:TSS25708_+_53173341.23-CUFF.12768.2	-0.08828795344039818	-0.12005208535250661	-0.1041700193964524
hek_unique:TSS25708_+_53173353.23-CUFF.12768.2	-0.048608824059477224	-0.0029945979695608035	-0.025801711014519012
hek_unique:TSS25708_+_53173527.23-CUFF.12768.2	0.28609435805059014	0.18620802312887677	0.23615119058973344
hek_unique:TSS25708_+_53173583.23-CUFF.12768.2	-0.22262008901352714	-0.006898051059978396	-0.11475907003675277
hek_unique:TSS25708_-_53173371.23-CUFF.12768.2	-0.14858941829685438	0.02653411462190285	-0.061027651837475765
hek_unique:TSS25708_-_53173484.23-CUFF.12768.2	-0.025291630796824345	0.04205003725939605	0.008379203231285853
hek_unique:TSS25708_-_53173762.23-CUFF.12768.2	-0.1581869240690208	-0.12790998841210688	-0.14304845624056384
hek_unique:TSS25911_+_67804689.23-CUFF.12901.1,CUFF.12901.3	-0.011656075809026108	-0.11693404857495096	-0.06429506219198854
hek_unique:TSS25911_+_67804696.23-CUFF.12901.1,CUFF.12901.3	-0.13947524208032566	0.002063952299045954	-0.06870564489063985
hek_unique:TSS25911_+_67804812.23-CUFF.12901.1,CUFF.12901.3	-0.03884099929988813	-0.3563020845501536	-0.19757154192502085
hek_unique:TSS25911_+_67804910.23-CUFF.12901.1,CUFF.12901.3	-0.1616286900533911	0.09745902823101289	-0.0320848309111891
hek_unique:TSS25911_-_67804703.23-CUFF.12901.1,CUFF.12901.3	0.0329591781622888	-0.04854763623694558	-0.00779422903732839
hek_unique:TSS25911_-_67804726.23-CUFF.12901.1,CUFF.12901.3	0.13087028504318585	-0.17708454415199534	-0.02310712955440475
hek_unique:TSS25911_-_67804856.23-CUFF.12901.1,CUFF.12901.3	0.18384752283365452	0.1176406376425207	0.1507440802380876
hek_unique:TSS25911_-_67804883.23-CUFF.12901.1,CUFF.12901.3	0.18176178457324066	-0.09967568437874438	0.04104305009724814
hek_unique:TSS25911_-_67804918.23-CUFF.12901.1,CUFF.12901.3	0.22634396085677977	-0.014907583032094733	0.10571818891234251
hek_unique:TSS25911_-_67805006.23-CUFF.12901.1,CUFF.12901.3	-0.031012431963782835	0.09465202617536743	0.031819797105792295
hek_unique:TSS26004_+_72441487.23-CUFF.12960.2	0.13574054936406713	-0.032622171306495786	0.051559189028785674
hek_unique:TSS26004_+_72441674.23-CUFF.12960.2	0.050055417957372866	-0.1665357452268989	-0.05824016363476302
hek_unique:TSS26004_+_72441698.23-CUFF.12960.2	-0.04264856409943418	0.17609063441253814	0.06672103515655198
hek_unique:TSS26004_-_72441495.23-CUFF.12960.2	0.19248791315660344	0.25871553562845534	0.2256017243925294
hek_unique:TSS26004_-_72441502.23-CUFF.12960.2	-0.14761654932879792	0.12075096340828369	-0.013432792960257116
hek_unique:TSS26004_-_72441532.23-CUFF.12960.2	-0.17495809385199848	0.081509160729776	-0.04672446656111124
hek_unique:TSS26004_-_72441549.23-CUFF.12960.2	-0.027167798516067355	-0.11505420693658622	-0.07111100272632678
hek_unique:TSS26004_-_72441557.23-CUFF.12960.2	0.06083792937335394	-0.04615757887391626	0.007340175249718837
hek_unique:TSS26004_-_72441591.23-CUFF.12960.2	-0.12983953528598433	0.06458406970405545	-0.03262773279096444
hek_unique:TSS26004_-_72441646.23-CUFF.12960.2	-0.2473667755785996	-0.053620120660352426	-0.15049344811947601
hek_unique:TSS26028_+_73591877.23-TUCPT_00000593	-0.09805946872779675	0.22142636791907577	0.06168344959563951
hek_unique:TSS26028_+_73591959.23-TUCPT_00000593	-0.15926668649915066	-0.11090839489238902	-0.13508754069576984
hek_unique:TSS26028_+_73591981.23-TUCPT_00000593	-0.015156065565631066	0.14894495738861316	0.06689444591149105
hek_unique:TSS26028_+_73592098.23-TUCPT_00000593	-0.059733875620021526	-0.01124893300827313	-0.03549140431414733
hek_unique:TSS26028_+_73592126.23-TUCPT_00000593	-0.15058466845543253	-0.21508675397673793	-0.18283571121608522
hek_unique:TSS26028_+_73592165.23-TUCPT_00000593	-0.18521690292106316	0.18002493722150917	-0.0025959828497769954
hek_unique:TSS26028_+_73592184.23-TUCPT_00000593	0.14970027181100887	0.05968534113597331	0.10469280647349109
hek_unique:TSS26028_+_73592303.23-TUCPT_00000593	-0.27402440884939855	-0.060392894919146116	-0.16720865188427234
hek_unique:TSS26028_-_73592113.23-TUCPT_00000593	-0.19299699645880208	-0.06429864130924069	-0.12864781888402138
hek_unique:TSS26028_-_73592157.23-TUCPT_00000593	-0.2119838040537682	-0.0645388491432654	-0.1382613265985168
hek_unique:TSS26076_+_75857556.23-CUFF.13022.1	0.13068525589772856	0.002321023711876672	0.06650313980480262
hek_unique:TSS26076_+_75857676.23-CUFF.13022.1	0.2838074335042118	-0.2362911983282803	0.02375811758796574
hek_unique:TSS26076_+_75857792.23-CUFF.13022.1	0.03724949367876543	0.09302680968252376	0.0651381516806446
hek_unique:TSS26076_+_75857881.23-CUFF.13022.1	0.01551875783102677	0.007621908259654116	0.011570333045340442
hek_unique:TSS26076_+_75858003.23-CUFF.13022.1	0.02934376383077313	-0.1771292921516915	-0.07389276416045917
hek_unique:TSS26076_-_75857761.23-CUFF.13022.1	-0.002823200341397337	-0.07322504331822066	-0.038024121829809
hek_unique:TSS26076_-_75857812.23-CUFF.13022.1	0.15604332528315298	0.059332277503783094	0.10768780139346804
hek_unique:TSS26076_-_75857829.23-CUFF.13022.1	-0.24290947840068733	-0.09937786529068773	-0.17114367184568752
hek_unique:TSS26076_-_75857853.23-CUFF.13022.1	-0.12005680560654315	-0.066189399423033	-0.09312310251478807
hek_unique:TSS26076_-_75857965.23-CUFF.13022.1	0.0503751902788817	0.006391087143395758	0.02838313871113873
hek_unique:TSS26079_+_76141016.23-ENST00000570285	0.1435172575306327	-0.06181821865601351	0.040849519437309606
hek_unique:TSS26079_+_76141019.23-ENST00000570285	-0.1706171964846687	0.015785820895046866	-0.07741568779481091
hek_unique:TSS26079_+_76141095.23-ENST00000570285	0.12569660008533853	-0.10698620531264771	0.00935519738634541
hek_unique:TSS26079_+_76141252.23-ENST00000570285	0.1458403916960731	0.13081099074329378	0.13832569121968344
hek_unique:TSS26079_-_76141053.23-ENST00000570285	0.09258786496021842	-0.024630024965143115	0.03397891999753765
hek_unique:TSS26079_-_76141056.23-ENST00000570285	0.049234978418018334	0.07154612510103443	0.06039055175952639
hek_unique:TSS26079_-_76141115.23-ENST00000570285	-0.0817842827212448	0.2301676744831935	0.07419169588097435
hek_unique:TSS26079_-_76141179.23-ENST00000570285	0.2656852165026966	0.2075043353450047	0.23659477592385064
hek_unique:TSS26079_-_76141394.23-ENST00000570285	0.028859749676007313	-0.2123956267197681	-0.0917679385218804
hek_unique:TSS26079_-_76141452.23-ENST00000570285	0.07503317282363207	0.16698752339647466	0.12101034811005337
hek_unique:TSS26124_+_78628961.23-P1P2	0.4081094669241507	0.07803127516058515	0.24307037104236792
hek_unique:TSS26124_+_78629030.23-P1P2	-0.27597931003019943	-0.028472027132982178	-0.1522256685815908
hek_unique:TSS26124_+_78629035.23-P1P2	-0.15897187097636037	0.029814424632273316	-0.06457872317204352
hek_unique:TSS26124_+_78629056.23-P1P2	-0.09878166316131363	-0.03888632122215962	-0.06883399219173662
hek_unique:TSS26124_+_78629078.23-P1P2	-0.19452919319307604	-0.09809135835605894	-0.14631027577456748
hek_unique:TSS26124_+_78629403.23-P1P2	-0.1657809656720396	-0.005851017057054803	-0.08581599136454719
hek_unique:TSS26124_-_78629001.23-P1P2	-0.016859147255234446	-0.2960330847280504	-0.15644611599164243
hek_unique:TSS26124_-_78629019.23-P1P2	-0.2615001432697789	0.1824794717635013	-0.039510335753138795
hek_unique:TSS26124_-_78629143.23-P1P2	0.019153336984781527	-0.05189716824534237	-0.016371915630280422
hek_unique:TSS26124_-_78629199.23-P1P2	0.1991076481778952	-0.010776476546806595	0.0941655858155443
hek_unique:TSS26145_+_79980528.23-P1P2			
hek_unique:TSS26145_+_79980607.23-P1P2			
hek_unique:TSS26145_+_79980621.23-P1P2			
hek_unique:TSS26145_+_79980649.23-P1P2			
hek_unique:TSS26145_+_79980703.23-P1P2			
hek_unique:TSS26145_+_79980753.23-P1P2			
hek_unique:TSS26145_-_79980437.23-P1P2			
hek_unique:TSS26145_-_79980441.23-P1P2			
hek_unique:TSS26145_-_79980444.23-P1P2			
hek_unique:TSS26145_-_79980456.23-P1P2			
hek_unique:TSS2635_+_148598377.23-ENST00000415104	0.14975398193560743	-0.04935032019296464	0.05020183087132139
hek_unique:TSS2635_+_148598442.23-ENST00000415104	-0.1552545081998684	0.3130761257698324	0.078910808784982
hek_unique:TSS2635_+_148598446.23-ENST00000415104	0.00884153566295785	0.17815752003118593	0.09349952784707188
hek_unique:TSS2635_+_148598622.23-ENST00000415104	0.03797632906219057	-0.18240079572194087	-0.07221223332987516
hek_unique:TSS2635_+_148598626.23-ENST00000415104	0.07405998859372367	-0.02240716053612292	0.025826414028800378
hek_unique:TSS2635_-_148598408.23-ENST00000415104	-0.1475334356160649	0.16818879699642975	0.010327680690182417
hek_unique:TSS2635_-_148598417.23-ENST00000415104	-0.03211954622105836	-0.1774677693507963	-0.10479365778592734
hek_unique:TSS2635_-_148598462.23-ENST00000415104	-0.03518989755395519	0.048992899121256595	0.006901500783650701
hek_unique:TSS2635_-_148598629.23-ENST00000415104	-0.10856376426879791	-0.016326340044993993	-0.06244505215689595
hek_unique:TSS2635_-_148598640.23-ENST00000415104	0.09842456298779932	-0.11349024775293079	-0.007532842382565734
hek_unique:TSS26375_+_95364343.23-CUFF.13252.5	-0.25682745499025306	0.028262056996678508	-0.11428269899678728
hek_unique:TSS26375_+_95364380.23-CUFF.13252.5	-0.11593233335212333	0.14863230635962305	0.016349986503749858
hek_unique:TSS26375_+_95364489.23-CUFF.13252.5	-0.04429717578122729	0.10037244381733826	0.028037634018055483
hek_unique:TSS26375_+_95364664.23-CUFF.13252.5	-0.10350799944245387	0.008073529623288165	-0.04771723490958285
hek_unique:TSS26375_-_95364320.23-CUFF.13252.5	0.10536258009670652	-0.2154730000754464	-0.05505520998936994
hek_unique:TSS26375_-_95364376.23-CUFF.13252.5	0.12348752318321236	-0.09235376065766088	0.015566881262775743
hek_unique:TSS26375_-_95364386.23-CUFF.13252.5	0.38789750323312777	-0.1050907061519216	0.14140339854060308
hek_unique:TSS26375_-_95364398.23-CUFF.13252.5	0.044587297898815666	-0.050951926188119924	-0.003182314144652129
hek_unique:TSS26375_-_95364531.23-CUFF.13252.5	0.3283714707167744	0.03553420622710777	0.1819528384719411
hek_unique:TSS26375_-_95364551.23-CUFF.13252.5	-0.059821335945088185	0.1934596826038453	0.06681917332937856
hek_unique:TSS26376_+_95365066.23-P1P2	-0.06378311145471888	-0.07444032646935127	-0.06911171896203508
hek_unique:TSS26376_+_95365079.23-P1P2	0.013061797387548752	-0.019843078470360882	-0.0033906405414060653
hek_unique:TSS26376_+_95365155.23-P1P2	0.15464909738377947	0.1642843634696826	0.15946673042673104
hek_unique:TSS26376_+_95365215.23-P1P2	0.21010883490059815	-0.16421751947368576	0.02294565771345619
hek_unique:TSS26376_+_95365235.23-P1P2	0.21128352054180502	0.01537830616988258	0.1133309133558438
hek_unique:TSS26376_+_95365408.23-P1P2	-0.18377155564668882	0.1828235112207879	-0.00047402221295045344
hek_unique:TSS26376_-_95365015.23-P1P2	0.14628286666103996	-0.16167702007338108	-0.007697076706170564
hek_unique:TSS26376_-_95365163.23-P1P2	0.07943663488953301	-0.09137061666362215	-0.005966990887044568
hek_unique:TSS26376_-_95365263.23-P1P2	-0.22229602861434133	-0.12745056830662713	-0.17487329846048422
hek_unique:TSS26376_-_95365507.23-P1P2	0.01866678325019792	0.1011145225777753	0.05989065291398661
hek_unique:TSS26439_+_99739865.23-P1	0.04895862947301394	0.02875912745857459	0.038858878465794264
hek_unique:TSS26439_+_99739906.23-P1	0.25070503443110226	-0.013665447931931625	0.11851979324958532
hek_unique:TSS26439_+_99739911.23-P1	-0.09020742584508265	0.03621824276996562	-0.026994591537558517
hek_unique:TSS26439_+_99739922.23-P1	-0.06562755901448336	-0.21044405730672985	-0.13803580816060662
hek_unique:TSS26439_+_99739938.23-P1	0.09338755262888658	-0.10626287996079288	-0.00643766366595315
hek_unique:TSS26439_+_99740085.23-P1	-0.2052487558949736	0.31075764764270103	0.052754445873863715
hek_unique:TSS26439_+_99740103.23-P1	-0.14512723749433423	-0.1404078326640941	-0.14276753507921416
hek_unique:TSS26439_+_99740106.23-P1	0.10612616289202652	0.25720023490865546	0.181663198900341
hek_unique:TSS26439_+_99740314.23-P2	-0.19562697953822025	1.0431333187775516	0.42375316961966564
hek_unique:TSS26439_+_99740317.23-P2	-0.3282011550648135	-0.12691514053792932	-0.2275581478013714
hek_unique:TSS26439_+_99740357.23-P2	0.12506656641422714	0.1555925846001886	0.14032957550720787
hek_unique:TSS26439_+_99740535.23-P2	-0.31978103004663877	-0.15896258304126593	-0.23937180654395235
hek_unique:TSS26439_+_99740540.23-P2	0.11376734231784473	-0.11568009584016233	-0.0009563767611587976
hek_unique:TSS26439_+_99740550.23-P2	-0.6738919199368957	0.11086366627357276	-0.28151412683166144
hek_unique:TSS26439_+_99740600.23-P2	0.4372455220464208	0.22827055247196812	0.33275803725919445
hek_unique:TSS26439_+_99740735.23-P2	0.2377792544477527	0.0948626893322401	0.1663209718899964
hek_unique:TSS26439_+_99740738.23-P2	0.015317467900528297	-0.11100730371004366	-0.047844917904757686
hek_unique:TSS26439_-_99739921.23-P1	0.021514107024035358	-0.11077056369151587	-0.04462822833374026
hek_unique:TSS26439_-_99739980.23-P1	-0.09736137520707433	0.054368026327057374	-0.021496674440008478
hek_unique:TSS26439_-_99740347.23-P2	-0.05375746404513207	0.060363023831896935	0.0033027798933824327
hek_unique:TSS26447_+_100623580.23-CUFF.13377.1	0.11732996145750683	-0.27031082331539424	-0.0764904309289437
hek_unique:TSS26447_+_100623592.23-CUFF.13377.1	-0.282480121071679	-0.21896678381453036	-0.2507234524431047
hek_unique:TSS26447_+_100623621.23-CUFF.13377.1	-0.24170321920597548	-0.009460924671353052	-0.12558207193866427
hek_unique:TSS26447_+_100623808.23-CUFF.13377.1	0.145325397652931	0.01009622925530019	0.0777108134541156
hek_unique:TSS26447_-_100623552.23-CUFF.13377.1	0.0033693132573240853	0.0011704737281689316	0.0022698934927465084
hek_unique:TSS26447_-_100623563.23-CUFF.13377.1	-0.03417683857485985	-0.15774305557386303	-0.09595994707436144
hek_unique:TSS26447_-_100623567.23-CUFF.13377.1	-0.06174216719534036	-0.2297843519919308	-0.1457632595936356
hek_unique:TSS26447_-_100623606.23-CUFF.13377.1	-0.1434013518003189	-0.24610601991241354	-0.1947536858563662
hek_unique:TSS26447_-_100623610.23-CUFF.13377.1	0.06793385626959678	0.09016555697551366	0.07904970662255523
hek_unique:TSS26447_-_100623666.23-CUFF.13377.1	-0.16593225094486067	-0.15535192420172653	-0.1606420875732936
hek_unique:TSS2646_+_148928331.23-P1P2	0.14704341541249996	-0.04004879310486236	0.0534973111538188
hek_unique:TSS2646_+_148928538.23-P1P2	0.1490321953192756	0.10134137906970167	0.12518678719448864
