	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma
	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene															
LH04105	CUFF.13022.1	0.44924802314476087	0.06564709346222582	10.0	10.0	CUFF.13022.1	0.19370214434642075	-0.1709327852568865	10.0	10.0	CUFF.13022.1	0.7319207219442679	-0.05219299098900252	10.0	10.0
LH04107	ENST00000570285	0.13076810841322867	0.08030280390470033	10.0	10.0	ENST00000570285	0.4541055961143524	0.07509212770281003	10.0	10.0	ENST00000570285	0.17367210190365878	0.16531027175119584	10.0	10.0
LH04114	P1P2	0.13622462649804593	-0.04312332879194255	10.0	10.0	P1P2	0.5677355772054875	-0.07054832377353602	10.0	10.0	P1P2	0.07375200440247306	-0.021867137843621775	10.0	10.0
LH04115															
LH04123	CUFF.13252.5	0.6672621174184354	0.1531471729865497	10.0	10.0	CUFF.13252.5	0.982627936146869	0.04220632962934065	10.0	10.0	CUFF.13252.5	0.7228756840245766	0.06969117933858564	10.0	10.0
LH04124	P1P2	0.43405706366775154	0.0663654422760206	10.0	10.0	P1P2	0.44331454434286344	0.06096345173892825	10.0	10.0	P1P2	0.9094846352640406	0.03264144844069688	10.0	10.0
LH04132	P2	0.5966028735914826	-0.18828251765176277	10.0	10.0	P2	0.5944864505048895	0.3708137627360846	10.0	10.0	P1	0.7776833660685096	-0.0330467147798266	10.0	10.0
LH04133	CUFF.13377.1	0.2444277548792777	-0.23003853040750508	10.0	10.0	CUFF.13377.1	0.007774032978726553	-0.24873373173991287	10.0	10.0	CUFF.13377.1	0.01109958937683694	-0.20203974195758814	10.0	10.0
LH04158	CUFF.13653.1	0.055346946278537305	0.11456491229618149	10.0	10.0	CUFF.13653.1	0.2949047773035912	-0.11339868847831218	10.0	10.0	CUFF.13653.1	0.2465701639708806	0.009512922786643683	10.0	10.0
LH04180	P2	0.6196416708016333	0.040486487744653986	9.0	9.0	P2	0.3512449053267397	-0.14165114059304304	9.0	9.0	P2	0.4625769119637564	-0.12585051009314643	9.0	9.0
LH04184	P1P2	0.3074854279962309	-0.13043001324823397	9.0	9.0	P1P2	0.7045583315844726	-0.10039502364482218	10.0	10.0	P1P2	0.5658411088081335	-0.0029828795528032553	9.0	9.0
LH04188	CUFF.12245.1	0.35089794056881607	-0.06422428883359325	10.0	10.0	CUFF.12245.1	0.477055775535734	-0.14546873213643544	10.0	10.0	CUFF.12245.1	0.2846743799541337	-0.06945725991947575	10.0	10.0
LH04196															
LH04201	CUFF.12419.3	0.8359717408135239	0.11625609064516275	10.0	10.0	CUFF.12419.3	0.5515651020794083	0.06819307212174826	10.0	10.0	CUFF.12419.3	0.44385236426220864	0.15849846713383045	10.0	10.0
LH04210	CUFF.12509.2	0.5555095323113036	-0.09936728264183999	10.0	10.0	CUFF.12509.2	0.3475760036252016	0.06274287536766299	10.0	10.0	CUFF.12509.2	0.7973790875531304	-0.008525177809761392	10.0	10.0
LH04228															
LH04229	CUFF.12606.1	0.3812321719763556	0.07319303880417717	10.0	10.0	CUFF.12606.1	0.47985183636547446	-0.0936580952288276	10.0	10.0	CUFF.12606.1	0.7273934551016381	-0.012298161010861905	10.0	10.0
LH04233	CUFF.12637.1	0.1899229153690296	-0.13379504082499483	10.0	10.0	CUFF.12637.1	0.7702277944261859	0.13610314976239377	10.0	10.0	CUFF.12637.1	0.23748056348848912	0.04589932943827665	10.0	10.0
LH04236	CUFF.12672.1	0.4429566993822982	0.16154065555491168	10.0	10.0	CUFF.12672.1	0.2792698036296525	0.10772692434830504	10.0	10.0	CUFF.12672.1	0.1575962712359127	0.16604367550544505	10.0	10.0
LH04237	CUFF.12672.5	0.4870984871835201	-0.09920254071688088	10.0	10.0	CUFF.12672.5	0.06773061731562197	-0.21774138983028615	10.0	10.0	CUFF.12672.5	0.03508461782803029	-0.060113233127709255	10.0	10.0
LH04238	CUFF.12686.1	0.4619814993930672	-0.14299628595817918	10.0	10.0	CUFF.12686.1	0.8528701360756779	-0.057219268122832345	10.0	10.0	CUFF.12686.1	0.6039341284666477	-0.06947726994004566	10.0	10.0
LH04240	CUFF.12754.2,ENST00000235290,CUFF.12754.4,ENST00000458725,ENST00000433070,ENST00000421758,CUFF.12754.9,ENST00000449579	0.07977219672463078	0.3284481726143611	10.0	10.0	CUFF.12754.2,ENST00000235290,CUFF.12754.4,ENST00000458725,ENST00000433070,ENST00000421758,CUFF.12754.9,ENST00000449579	0.20581175699687793	0.2365891791856256	10.0	10.0	CUFF.12754.2,ENST00000235290,CUFF.12754.4,ENST00000458725,ENST00000433070,ENST00000421758,CUFF.12754.9,ENST00000449579	0.03833628104003079	0.23813408987104445	10.0	10.0
LH04241	P1P2	0.5315354470347603	0.18999542154123714	10.0	10.0	P1P2	0.7360208837785907	0.06324501874995718	10.0	10.0	P1P2	0.6433382578286986	0.08505288112147473	10.0	10.0
LH04242	CUFF.12696.1	0.6293712929666186	0.14222019906465913	10.0	10.0	CUFF.12696.1	0.4247872651210436	-0.1350720228906955	10.0	10.0	CUFF.12696.1	0.8430341484051468	-0.07340534582224328	10.0	10.0
LH04246	ENST00000602881	0.8660714248979434	0.05039890122678627	10.0	10.0	ENST00000602881	0.013137277234654594	-0.3497839430129362	10.0	10.0	ENST00000602881	0.025000340752495995	-0.18865409202402103	10.0	10.0
LH04247	ENST00000602636	0.3370785854125141	-0.04377550773302277	10.0	10.0	ENST00000602636	0.21734047424865366	0.18421057265503596	10.0	10.0	ENST00000602636	0.31556082634044	0.10418906724684113	10.0	10.0
LH04250	ENST00000451298	0.10696866716042802	0.12068102658234303	10.0	10.0	ENST00000451298	0.18065254074447779	0.09925172573414089	10.0	10.0	ENST00000451298	0.09271702081936051	0.20825619155712224	10.0	10.0
LH04251															
LH04252	CUFF.12747.1	0.21274333270441326	-0.16940911271649287	10.0	10.0	CUFF.12747.1	0.9982027494562966	-0.0661246060606476	10.0	10.0	CUFF.12747.1	0.4131245570750395	-0.08596132868882782	10.0	10.0
LH04253	CUFF.12748.2	0.16989372435061967	0.4026520591375636	10.0	10.0	CUFF.12748.2	0.9037818728600898	0.15451819824698804	10.0	10.0	CUFF.12748.2	0.07375200440247306	0.21421379828777767	10.0	10.0
LH04260	CUFF.12794.1	0.6358015142017821	-0.1091580747957369	10.0	10.0	CUFF.12794.1	0.30258585487430933	-0.02500667082072387	10.0	10.0	CUFF.12794.1	0.4296462785877184	-0.10089260811983254	10.0	10.0
LH04269	CUFF.13056.3,CUFF.13056.1	0.8055275273160839	-0.08638217939021982	10.0	10.0	CUFF.13056.3,CUFF.13056.1	0.9049714257576685	-0.1139523757575875	10.0	10.0	CUFF.13056.3,CUFF.13056.1	0.7410031634307427	-0.009179603323843594	10.0	10.0
LH04271	CUFF.13088.1	0.5810311288693146	0.07969867195443264	10.0	10.0	CUFF.13088.1	0.5841295722819637	0.0719801687503877	10.0	10.0	CUFF.13088.1	0.5013647575256605	0.16406844015405675	10.0	10.0
LH04272	CUFF.13086.4	0.632019413735772	0.10868623987137395	9.0	9.0	CUFF.13086.4	0.019576720844818107	-0.21879535058792918	10.0	10.0	CUFF.13086.4	0.08788187568768659	-0.03168725412845455	9.0	9.0
LH04281	CUFF.13366.29	0.6219047556599167	0.19787093031060735	10.0	10.0	CUFF.13366.29	0.08929054949207083	0.1821563197978987	10.0	10.0	CUFF.13366.29	0.6219047556599167	0.1959243059506445	10.0	10.0
LH04282	CUFF.13368.1	0.8160350851355725	-0.07490904842685477	10.0	10.0	CUFF.13368.1	0.7405533551951968	0.13633700903959398	10.0	10.0	CUFF.13368.1	0.8607442771108368	-0.032154646999805775	10.0	10.0
LH04293	CUFF.13270.5	0.4649833275956404	0.053464974575778944	3.0	3.0	CUFF.13270.5	0.08497453146366751	0.2388462081340773	4.0	4.0	CUFF.13270.5	0.23982718592859986	0.06460109263414375	3.0	3.0
LH04294	CUFF.13287.12,CUFF.13287.13	0.4139846281550891	-0.07151738764274804	10.0	10.0	CUFF.13287.12,CUFF.13287.13	0.48265681121236625	0.09190413600220139	10.0	10.0	CUFF.13287.12,CUFF.13287.13	0.9357912347233246	-0.05843280739308057	10.0	10.0
LH04296	P1P2	0.5555095323113036	0.11194065280974146	10.0	10.0	P1P2	0.19733096585766563	-0.1698201977133049	10.0	10.0	P1P2	0.377151299322356	-0.069604617689167	10.0	10.0
LH04304	P1P2	0.23628673796415678	-0.06405886550055692	10.0	10.0	P1P2	0.026504853830243178	0.27631136133921336	10.0	10.0	P1P2	0.34702368138653683	0.1047794519649219	10.0	10.0
LH04322	P1P2	0.4384939036253299	0.09000545977211799	10.0	10.0	P1P2	0.07828565190933955	-0.025922990986292842	10.0	10.0	P1P2	0.81837466846804	-0.04739153707219895	10.0	10.0
LH04327															
LH04328	P1P2	0.08003146028576491	0.30907553316545394	10.0	10.0	P1P2	0.1466755689398701	-0.06201217535019473	10.0	10.0	P1P2	0.5354944207049157	0.14929054941513326	10.0	10.0
LH04346	ENST00000546734	0.5862005499334075	0.10603683234275785	10.0	10.0	ENST00000546734	0.3293907551750862	0.031210619182705773	10.0	10.0	ENST00000546734	0.37390607115281294	0.08406814977435939	10.0	10.0
LH04351	ENST00000551908	0.5945156953863393	0.08305241203010581	10.0	10.0	ENST00000551908	0.10057174440267275	-0.0915976492295509	10.0	10.0	ENST00000551908	0.185383689043089	-0.06625649409121602	10.0	10.0
LH04353	CUFF.13718.1	0.573317247990297	0.19702650297602467	10.0	10.0	CUFF.13718.1	0.22015258267855364	0.14234719265994158	10.0	10.0	CUFF.13718.1	0.10894917585134162	0.16866006534414055	10.0	10.0
LH04355	P1P2	0.8939844851230447	0.07662281739733563	10.0	10.0	P1P2	0.8835946610453075	0.18866483809537504	10.0	10.0	P1P2	0.8607442771108368	0.18348217364112526	10.0	10.0
LH04357	CUFF.13773.1	0.8916032849762654	-0.15013260884895333	10.0	10.0	CUFF.13773.1	0.9455257429534625	0.0984256170538352	10.0	10.0	CUFF.13773.1	0.48145397995341566	-0.0022265719351830943	10.0	10.0
LH04359															
LH04360	CUFF.13795.1	0.37309747160747786	0.26821148331219197	10.0	10.0	CUFF.13795.1	0.25157451449712853	0.19683002772782746	10.0	10.0	CUFF.13795.1	0.13000264260724984	0.24406236855970034	10.0	10.0
LH04361	ENST00000457443	0.10119792066004939	-0.16921059718873313	10.0	10.0	ENST00000457443	0.21902462281081114	-0.05031857430145951	10.0	10.0	ENST00000457443	0.07925571764411361	-0.1565231113083302	10.0	10.0
LH04363															
LH04364	P1P2	0.8066933384449628	-0.08842601158968526	10.0	10.0	P1P2	0.25344223170699676	0.24584073123751357	10.0	10.0	P1P2	0.5119656585449723	0.009751362780264755	10.0	10.0
LH04367															
LH04368	CUFF.13797.1,CUFF.13797.2	0.36987391485634924	-0.07689136138103454	10.0	10.0	CUFF.13797.1,CUFF.13797.2	0.8200313434556379	-0.015343277680134418	10.0	10.0	CUFF.13797.1,CUFF.13797.2	0.5197482189042093	-0.06135060279274487	10.0	10.0
LH04376	CUFF.13842.1,ENST00000558478	0.9705708528830281	-0.09063202291536539	10.0	10.0	CUFF.13842.1,ENST00000558478	0.29008542974079177	0.21247546671194226	10.0	10.0	CUFF.13842.1,ENST00000558478	0.6134190079219581	0.03659467259953288	10.0	10.0
LH04379	CUFF.13839.1	0.7546943966770674	0.1561726539532573	10.0	10.0	CUFF.13839.1	0.086222370443904	0.2473222153104355	10.0	10.0	CUFF.13839.1	0.08954547295069289	0.05992036437340609	10.0	10.0
LH04381	P1P2	0.23332076027510396	-0.09990449348071823	10.0	10.0	P1P2	0.24664094430097772	-0.05864039698558152	10.0	10.0	P1P2	0.13622462649804593	-0.19193935962421924	10.0	10.0
LH04395	CUFF.13969.1	0.9357912347233246	0.009431749631846403	10.0	10.0	CUFF.13969.1	0.9359669007855929	-0.03627373792210692	10.0	10.0	CUFF.13969.1	0.972972272295609	-0.007373035585016434	10.0	10.0
LH04396	P1P2	0.20944528066146528	0.07370852588357352	10.0	10.0	P1P2	0.7191069528748786	-0.08524552912229648	10.0	10.0	P1P2	0.37633836856625347	0.017532048481622747	10.0	10.0
LH04407	CUFF.14034.1	0.2597008706281545	-0.011202219932791519	10.0	10.0	CUFF.14034.1	0.1092567639334453	0.2938108317552016	10.0	10.0	CUFF.14034.1	0.9059043988267226	0.1118757121586581	10.0	10.0
LH04414	CUFF.14094.3	0.11611014217350554	-0.18042470233893082	10.0	10.0	CUFF.14094.3	0.41183503985723535	0.15632542671449148	10.0	10.0	CUFF.14094.3	0.43405706366775154	0.038935522141391336	10.0	10.0
LH04415	CUFF.14064.2	0.5090629520163157	0.09766858053187562	10.0	10.0	CUFF.14064.2	0.775974717051519	0.07526799707839035	10.0	10.0	CUFF.14064.2	0.9669692308030191	0.01403228364641925	10.0	10.0
LH04419	P1P2	0.5052061308053681	-0.3165456454533827	10.0	10.0	P1P2	0.6901170009251739	-0.12609209676827712	10.0	10.0	P1P2	0.20349532237478696	-0.1721286323139395	10.0	10.0
LH04425	CUFF.14165.1	0.23867864378500347	-0.13556691218926117	10.0	10.0	CUFF.14165.1	0.45320072304053216	0.16608473748160082	10.0	10.0	CUFF.14165.1	0.5903513822814919	-0.00023590429909843558	10.0	10.0
LH04427	CUFF.14170.1	0.2552712176720029	0.17220007515407376	10.0	10.0	CUFF.14170.1	0.3529981013638709	0.1165264696666285	10.0	10.0	CUFF.14170.1	0.17130332939739001	0.1504159259622774	10.0	10.0
LH04430	CUFF.14172.7	0.34747054692649615	-0.10167774630048061	9.0	9.0	CUFF.14172.7	0.0026114495962652573	0.25240892071076865	10.0	10.0	CUFF.14172.7	0.29559514435852186	0.12888688155808506	9.0	9.0
LH04442	CUFF.14232.2	0.19576624549772648	0.010317033755149474	9.0	9.0	CUFF.14232.2	0.6856958256787296	0.18043127108589554	10.0	10.0	CUFF.14232.2	0.3888647716102158	-0.021195090855151894	9.0	9.0
LH04444	ENST00000555969	0.19506194373862817	-0.21995097541220873	10.0	10.0	ENST00000555969	0.7079063553671234	0.08771799674677346	10.0	10.0	ENST00000555969	0.34779634737166454	-0.03559000892682573	10.0	10.0
LH04445	ENST00000555689	0.35074070771184307	0.0966207574004957	9.0	9.0	ENST00000555689	0.8646634976648855	-0.07275435254960423	10.0	10.0	ENST00000555689	0.3166081325766389	0.061228170214295274	9.0	9.0
LH04448															
LH04456															
LH04458	ENST00000556734	0.34625210874528733	-0.03919854308698046	10.0	10.0	ENST00000556734	0.6196788492055352	-0.00849731344492724	10.0	10.0	ENST00000556734	0.3836936554677075	-0.05622174052189122	10.0	10.0
LH04465	CUFF.14353.1	0.504244336212419	-0.03414174795958949	10.0	10.0	CUFF.14353.1	0.7202303850542966	-0.06871483452304249	10.0	10.0	CUFF.14353.1	0.7251333735916502	-0.04614322928581808	10.0	10.0
LH04467	P1P2	0.763865200951473	-0.0031042982268994213	10.0	10.0	P1P2	0.8729369874665804	0.004457298993075218	10.0	10.0	P1P2	0.7742220365080623	-0.0049198247386445975	10.0	10.0
LH04470	ENST00000553983	0.6683578814819684	0.055994227087635955	10.0	10.0	ENST00000553983	0.7921305393463745	0.15568721324745796	10.0	10.0	ENST00000553983	0.44474906244321544	0.09298497280678797	10.0	10.0
LH04471	CUFF.14411.3	0.3393571867096602	-0.16928001503824316	10.0	10.0	CUFF.14411.3	0.6228603760122893	0.07067746219243645	10.0	10.0	CUFF.14411.3	0.20349532237478696	0.030400539285574842	10.0	10.0
LH04475															
LH04481	CUFF.14475.1	0.6716494081279873	0.01454445996781717	10.0	10.0	CUFF.14475.1	0.8247047407315492	0.056933762484670324	10.0	10.0	CUFF.14475.1	0.8999416209456309	0.020800351875543115	10.0	10.0
LH04486															
LH04505	ENST00000553381	0.2687191230620102	-0.06142461905002016	10.0	10.0	ENST00000553381	0.011034795342187584	0.24548011275206394	10.0	10.0	ENST00000553381	0.5514774490412007	0.17247195082991892	10.0	10.0
LH04527	CUFF.14775.2	0.11095857532774128	-0.23434948167976563	10.0	10.0	CUFF.14775.2	0.7713761812820958	-0.04374415557518559	10.0	10.0	CUFF.14775.2	0.1819090337283843	-0.1527001216902699	10.0	10.0
LH04528	CUFF.14731.1	0.07497459095002723	0.06796014737525992	10.0	10.0	CUFF.14731.1	0.3916057392736787	0.3174518559446682	10.0	10.0	CUFF.14731.1	0.04416573857270442	0.18808578668831774	10.0	10.0
LH04533	P1P2	0.6678099085475597	0.09907107562163621	10.0	10.0	P1P2	0.4761257410455453	0.09591965588932379	10.0	10.0	P1P2	0.9381866611000598	0.06297079297262329	10.0	10.0
LH04534	P1P2	0.38616484440898213	0.11838554924490158	10.0	10.0	P1P2	0.9192619386519482	-0.0355086425418781	10.0	10.0	P1P2	0.7060210542384933	0.0716647618629816	10.0	10.0
LH04535	CUFF.14836.1	0.7455580458958848	0.011846387866055736	10.0	10.0	CUFF.14836.1	0.9061611919327648	0.0732680249378228	10.0	10.0	CUFF.14836.1	0.6672621174184354	-0.053744825573432804	10.0	10.0
LH04545															
LH04562	ENST00000557733,CUFF.15073.2	0.16100015528886746	0.3350731211360491	9.0	9.0	ENST00000557733,CUFF.15073.2	0.5951220981769753	0.232111642792596	9.0	9.0	ENST00000557733,CUFF.15073.2	0.10606351067580334	0.2035420435012485	9.0	9.0
LH04564															
LH04603	ENST00000560931	0.636875909354737	0.24711714909889618	10.0	10.0	ENST00000560931	0.40587172334668564	-0.03843071382064212	10.0	10.0	ENST00000560931	0.5484628561470671	-0.07838452691137045	10.0	10.0
LH04609	ENST00000602827	0.5717803226315044	-0.25785729126029416	10.0	10.0	ENST00000602827	0.8118683510564799	0.06033149885608397	10.0	10.0	ENST00000602827	0.42526164393640764	-0.02838774526045303	10.0	10.0
LH04610	ENST00000602669	0.6727479883750711	-0.11594178436294666	10.0	10.0	ENST00000602669	0.4968143757207446	0.022199011219105853	10.0	10.0	ENST00000602669	0.4908812573129716	-0.09661671825099967	10.0	10.0
LH04611	ENST00000602422	0.013614807716877545	0.4089560258749552	10.0	10.0	ENST00000602422	0.5525690900881621	0.051444087240092064	10.0	10.0	ENST00000602422	0.010539195812878597	0.21181968499020928	10.0	10.0
LH04612	ENST00000602383	0.17414877935651008	-0.18738247437702102	10.0	10.0	ENST00000602383	0.38090455826864755	0.08777700329425885	10.0	10.0	ENST00000602383	0.14766296445455548	-0.20399575968369768	10.0	10.0
LH04632	ENST00000550805	0.7285509813137634	0.06490730470708767	9.0	9.0	ENST00000550805	0.17821965836800702	-0.42078693144436424	10.0	10.0	ENST00000550805	0.2840167326106443	-0.07031390867411999	9.0	9.0
LH04635	ENST00000547577	0.15583329339659932	0.150323373698544	10.0	10.0	ENST00000547577	0.2873554504444805	0.2544744415586706	10.0	10.0	ENST00000547577	0.06971659924652651	0.20901787563013144	10.0	10.0
LH04638															
LH04640															
LH04642	P1P2	0.5769110154336206	0.11052932836109985	10.0	10.0	P1P2	0.369583201348887	0.08745570521457972	10.0	10.0	P1P2	0.5013647575256605	0.12204906203510611	10.0	10.0
LH04649	ENST00000555688	0.9250193185198563	0.19411140817431724	10.0	10.0	ENST00000555688	0.3384049545854022	0.12719945731464244	10.0	10.0	ENST00000555688	0.7398658525347734	0.20249519647617187	10.0	10.0
LH04653	CUFF.13790.1	0.42701235377679947	-0.1327114311934622	10.0	10.0	CUFF.13790.1	0.4541055961143524	-0.13756126667945665	10.0	10.0	CUFF.13790.1	0.2628973125517613	-0.16037919049387336	10.0	10.0
LH04656	P1P2	0.7719169697314419	-0.021782711603720372	10.0	10.0	P1P2	0.7236042990014568	0.08132522175413999	10.0	10.0	P1P2	0.9861838756385772	0.02617198466770164	10.0	10.0
LH04661															
LH04670	P1P2	0.926215555916683	0.005858802284372615	10.0	10.0	P1P2	0.5779560356592082	-0.05132157382470021	10.0	10.0	P1P2	0.6229690483895931	0.04686488958155207	10.0	10.0
LH04672	CUFF.13907.1	0.5893124061922617	-0.022922856328339892	10.0	10.0	CUFF.13907.1	0.8095397769180949	0.09718806944695546	10.0	10.0	CUFF.13907.1	0.6937514547126556	0.08656555107990087	10.0	10.0
LH04674	P1P2	0.5484628561470671	-0.12230344825930455	10.0	10.0	P1P2	0.19318776727956455	-0.16696746895332884	10.0	10.0	P1P2	0.22400732843840143	-0.1384136196476886	10.0	10.0
LH04675	CUFF.13928.2	0.6574323931981049	-0.07980917438645775	10.0	10.0	CUFF.13928.2	0.43443502979768955	0.04775770680775299	10.0	10.0	CUFF.13928.2	0.3812321719763556	0.04403540722281657	10.0	10.0
LH04678															
LH04680	CUFF.13983.1	0.1794568779832325	0.21458948710886835	10.0	10.0	CUFF.13983.1	0.46596123035766257	-0.07449746421572963	10.0	10.0	CUFF.13983.1	0.6123618908045287	0.047841200552762864	10.0	10.0
LH04689	P1P2	0.05001787534472068	-0.8153130595444446	10.0	10.0	P1P2	0.0015680301243061476	-0.7980819262999311	10.0	10.0	P1P2	0.002541173007428739	-0.8066974929221878	10.0	10.0
LH04690	P1P2	0.35167607009071933	-0.07896712481681087	10.0	10.0	P1P2	0.1636775325982791	0.234582125811717	10.0	10.0	P1P2	0.7753753181764402	0.054940342914266915	10.0	10.0
LH04692	CUFF.14143.16,CUFF.14143.17	0.4638168728833564	0.07860232501769147	10.0	10.0	CUFF.14143.16,CUFF.14143.17	0.5218690862475056	-0.06630630406163106	10.0	10.0	CUFF.14143.16,CUFF.14143.17	0.2597008706281545	0.054573424494340106	10.0	10.0
LH04697	ENST00000555043	0.9549691012151582	-0.10209000043631616	10.0	10.0	ENST00000555043	0.48359377877487486	0.8059853909968031	10.0	10.0	ENST00000555043	0.2921972166376057	0.2737478221806569	10.0	10.0
LH04699	CUFF.14167.2,CUFF.14167.3	0.08101994229991354	0.22749967583736982	9.0	9.0	CUFF.14167.2,CUFF.14167.3	0.6399464911248576	0.3380732138325053	10.0	10.0	CUFF.14167.2,CUFF.14167.3	0.8919765299709559	0.16165211018256306	9.0	9.0
LH04701	CUFF.14168.4,CUFF.14168.5	0.956168699948774	0.03676149300502757	10.0	10.0	CUFF.14168.4,CUFF.14168.5	0.13259849854758127	0.07856321105767274	10.0	10.0	CUFF.14168.4,CUFF.14168.5	0.20618441564592926	-0.009552771893246223	10.0	10.0
LH04702	CUFF.14168.1,CUFF.14168.2,CUFF.14168.3,CUFF.14168.6,CUFF.14168.7,CUFF.14168.8,CUFF.14168.9	0.7811491131822986	0.09339812671829144	10.0	10.0	CUFF.14168.1,CUFF.14168.2,CUFF.14168.3,CUFF.14168.6,CUFF.14168.7,CUFF.14168.8,CUFF.14168.9	0.16186822656931787	0.08951963718103922	10.0	10.0	CUFF.14168.1,CUFF.14168.2,CUFF.14168.3,CUFF.14168.6,CUFF.14168.7,CUFF.14168.8,CUFF.14168.9	0.6738472675667668	0.08151074573449257	10.0	10.0
LH04708	ENST00000602954	0.19043228478724705	0.2024471977573399	10.0	10.0	ENST00000602954	0.6528882310148502	-0.033374669774781	10.0	10.0	ENST00000602954	0.5325237977986806	0.11746719249688291	10.0	10.0
LH04713	CUFF.14219.1	0.02939461342747514	-0.2665849507187917	10.0	10.0	CUFF.14219.1	0.25910323221622655	-0.0673583727908749	10.0	10.0	CUFF.14219.1	0.02404211560567365	-0.18207866740351297	10.0	10.0
LH04733	ENST00000554160	0.14226418282373346	0.22614485042676602	10.0	10.0	ENST00000554160	0.5006267656252898	0.11953215223858077	10.0	10.0	ENST00000554160	0.13662100455105572	0.19167202430989794	10.0	10.0
LH04736	ENST00000563647	0.981379027140122	0.13408918100462305	10.0	10.0	ENST00000563647	0.2759468859748404	-0.0404486032461909	10.0	10.0	ENST00000563647	0.8371479070464195	-0.06801540340032965	10.0	10.0
LH04741	P1P2	0.597647712172144	0.21813543929814716	10.0	10.0	P1P2	0.2247060864417022	0.10056419626353515	10.0	10.0	P1P2	0.06948498139747057	0.1358377015238107	10.0	10.0
LH04747	CUFF.14364.3	0.04260389690109861	-0.4985803897827615	10.0	10.0	CUFF.14364.3	0.08112379965053126	-0.2577178963342016	10.0	10.0	CUFF.14364.3	0.023025007139920818	-0.40277921019295754	10.0	10.0
LH04755	CUFF.14368.1	0.7307880228981896	0.14477077369539215	10.0	10.0	CUFF.14368.1	0.19318776727956455	0.16875019870508798	10.0	10.0	CUFF.14368.1	0.23332076027510396	0.13503992539295587	10.0	10.0
