		gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma
		Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
		Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene	transcripts												
pseudo_686	pseudo_transcript_0	0.9722108424449756	0.06476125550798258	10	10	0.6656439996241195	0.035244539072769	10	10	0.8304434245086663	-0.0012863979239017206	10	10
pseudo_6860	pseudo_transcript_0	0.4220059950124073	0.4182963410511989	10	10	0.44396240668737985	-0.08221963290058167	10	10	0.8111690679310807	0.19324003510232604	10	10
pseudo_6861	pseudo_transcript_0	0.08435729731996676	0.07667206154273497	10	10	0.11065865967541631	0.13272852669522126	10	10	0.024304198084893307	0.11581455741961755	10	10
pseudo_6862	pseudo_transcript_0	0.7144265432205545	0.24146492883580553	10	10	0.3791157993118447	0.12194809858210905	10	10	0.24534279977395235	0.20376999420359923	10	10
pseudo_6863	pseudo_transcript_0	0.021204070800066917	-0.1410237564604816	10	10	0.12526260288413854	-0.2254778908075641	10	10	0.008470648416907254	-0.16478708730023403	10	10
pseudo_6864	pseudo_transcript_0	0.616209674309544	0.03292342695179241	10	10	0.45883892751665034	-0.2251912795950801	10	10	0.4792359504189193	-0.027817413315163114	10	10
pseudo_6865	pseudo_transcript_0	0.31960914800241835	0.12485248049359703	10	10	0.9657838663661987	0.017374630846680613	10	10	0.318260945525343	0.06139133330529483	10	10
pseudo_6866	pseudo_transcript_0	0.3974799308524338	0.0671634427295447	10	10	0.543352324783141	-0.09263714414193959	10	10	0.741407930727486	0.0866511667069395	10	10
pseudo_6867	pseudo_transcript_0	0.01342936901993711	-0.3117884003578785	10	10	0.6879659848172756	0.08571173741523781	10	10	0.18426426998713574	-0.19795839194174547	10	10
pseudo_6868	pseudo_transcript_0	0.11900477011647506	0.20471814273746727	10	10	0.9067219703735857	-0.04272100315244356	10	10	0.18713795132309718	0.10289885312461083	10	10
pseudo_6869	pseudo_transcript_0	0.15206093353550207	-0.2818732533256241	10	10	0.7075635305335066	-0.06036543411553299	10	10	0.43022628766996374	-0.08089811614526261	10	10
pseudo_687	pseudo_transcript_0	0.02979824511624911	-0.024815350485503984	10	10	0.5403010408784136	-0.0899209245385451	10	10	0.18123515879843743	-0.04549290542695375	10	10
pseudo_6870	pseudo_transcript_0	0.7807077684976376	-0.11743033053449413	10	10	0.7984411886064837	-0.07602739674764823	10	10	0.9148505844007266	-0.07084754194748115	10	10
pseudo_6871	pseudo_transcript_0	0.68796598520091	0.17546138353383678	10	10	0.1746426024441292	0.1347738856968447	10	10	0.1287362471066532	0.12034120223555878	10	10
pseudo_6872	pseudo_transcript_0	0.8880422893425498	-0.028910500922907076	10	10	0.4651483053212492	0.09412446574662099	10	10	0.4954957493666169	0.013367492139817643	10	10
pseudo_6873	pseudo_transcript_0	0.03581160126837613	0.20236705291242374	10	10	0.5523647869130184	-0.0964584722889884	10	10	0.6166497843487936	0.16941199295328446	10	10
pseudo_6874	pseudo_transcript_0	0.5475617995138278	-0.09870297446142125	10	10	0.8667058502290141	-0.03245414207031527	10	10	0.341426982333803	0.0382343534293564	10	10
pseudo_6875	pseudo_transcript_0	0.33208316842696906	-0.2759348812150262	10	10	0.5195582246352273	-0.030951834426585816	10	10	0.8471108532390661	-0.01835029500966458	10	10
pseudo_6876	pseudo_transcript_0	0.3852308705249158	0.05501224882780517	10	10	0.8721448630277908	0.03922475026818743	10	10	0.6842645106449217	0.10048242376044565	10	10
pseudo_6877	pseudo_transcript_0	0.5003317406795835	0.01696276046530673	10	10	0.38444353492811545	0.09229375584836735	10	10	0.1999734667794184	0.06485325686830637	10	10
pseudo_6878	pseudo_transcript_0	0.9680789815340218	0.06483380116165642	10	10	0.011813629912809912	0.1745795596830653	10	10	0.05570167007561546	0.056213757653777084	10	10
pseudo_6879	pseudo_transcript_0	0.27331967069997687	0.13922107821072927	10	10	0.4256763047172437	0.09256789314482616	10	10	0.14659466520911535	0.044152603317129356	10	10
pseudo_688	pseudo_transcript_0	0.20700117900799475	0.18729516445170732	10	10	0.27231241185143473	0.09385986525386524	10	10	0.10339339438880696	0.17100534373791185	10	10
pseudo_6880	pseudo_transcript_0	0.09365464228022283	0.1779362490586168	10	10	0.35510817620005086	-0.2873930502474618	10	10	0.6519653178991852	0.013927752187924585	10	10
pseudo_6881	pseudo_transcript_0	0.4157102509260676	0.10352678255838312	10	10	0.9956355524694301	0.009790127165223863	10	10	0.6264209995916339	0.05570769303667583	10	10
pseudo_6882	pseudo_transcript_0	0.7482061257752886	-0.06354703896091145	10	10	0.8077936681662686	0.030556678425097766	10	10	0.8701959252448903	-0.04301998387876873	10	10
pseudo_6883	pseudo_transcript_0	0.9630301040218645	-0.016309518414994895	10	10	0.3931679362610929	-0.06144752873388562	9	9	0.7219668918794323	-0.07068587554631861	9	9
pseudo_6884	pseudo_transcript_0	0.8499763455001235	0.08541201599383247	10	10	0.9869071797499978	-0.019358104569182234	10	10	0.4476085026544717	0.008248102974487326	10	10
pseudo_6885	pseudo_transcript_0	0.9240812705723546	-0.08341329923951069	10	10	0.12497913538106495	0.1050015118864256	10	10	0.3966622417417328	0.04595391280367472	10	10
pseudo_6886	pseudo_transcript_0	0.8499763455001235	-0.05851261467547528	10	10	0.7167973562892827	-0.010964749913780917	9	9	0.23610142340982765	-0.025629511790591076	9	9
pseudo_6887	pseudo_transcript_0	0.3170959033866142	0.16901604302820006	10	10	0.16410166316135677	0.14471571391112587	10	10	0.09130260735550143	0.11078662129865967	10	10
pseudo_6888	pseudo_transcript_0	0.06731154973265352	-0.06884978738441892	10	10	0.3338082238615411	-0.11993452834572772	10	10	0.01829974629080237	-0.15534856947542777	10	10
pseudo_6889	pseudo_transcript_0	0.5342242979752516	-0.09939841056763941	10	10	0.6752959753643246	0.0590253049208489	10	10	0.8788257065997902	-0.058090279100373364	10	10
pseudo_689	pseudo_transcript_0	0.05906040537734586	0.14795362314610697	10	10	0.3162610425701565	-0.11169821763060624	10	10	0.6154330951720899	-0.023688605668822884	10	10
pseudo_6890	pseudo_transcript_0	0.18113010299544074	-0.034043030053457136	10	10	0.4550069320474709	-0.03336707718189521	10	10	0.17002543454923447	-0.04376623824204961	10	10
pseudo_6891	pseudo_transcript_0	0.5043671678552271	0.053350699098864224	10	10	0.5645592525636429	-0.0953072235375287	10	10	0.6678283371036864	0.00438166461832822	10	10
pseudo_6892	pseudo_transcript_0	0.8689713540881633	-0.015934352169307154	10	10	0.2763567161864142	-0.1675271650432916	10	10	0.4145600076664355	-0.012084894301956486	10	10
pseudo_6893	pseudo_transcript_0	0.7299522789640115	0.11539734124672003	10	10	0.11710868855666101	-0.1721081703767917	10	10	0.26507720748832175	-0.03959415807611726	10	10
pseudo_6894	pseudo_transcript_0	0.23093991558935345	0.14097897167039183	10	10	0.26681792563864914	-0.043607062240747146	10	10	0.9034277842990714	-0.007809897621617624	10	10
pseudo_6895	pseudo_transcript_0	0.46867425236962346	-0.0878440454323981	10	10	0.37755750476410654	0.19246443782665054	10	10	0.950592229195473	0.049063823732628346	10	10
pseudo_6896	pseudo_transcript_0	0.42100823040889424	0.17418778531792675	10	10	0.34105804228562386	-0.07754894931761479	10	10	0.9813756891899854	0.06834053516509352	10	10
pseudo_6897	pseudo_transcript_0	0.3646241865074705	0.08835833544684407	10	10	0.6465066426208451	-0.129943131296412	10	10	0.8879252469251563	0.06261170855418256	10	10
pseudo_6898	pseudo_transcript_0	0.896691639948265	0.07906635509585631	10	10	0.8998813960013146	-0.08247419132006185	10	10	0.8268493932212944	-0.002885691055661952	10	10
pseudo_6899	pseudo_transcript_0	0.338146102920056	-0.19269716365746828	10	10	0.9694561787572735	0.036655598554351056	10	10	0.43056330451564295	-0.09929879265945844	10	10
pseudo_69	pseudo_transcript_0	0.8866777931939267	0.047085736544081824	10	10	0.3634070473469676	-0.15222138803663668	10	10	0.626829576177518	-0.054499225428158236	10	10
pseudo_690	pseudo_transcript_0	0.7908911932795932	0.013084578732872826	10	10	0.29906245804780407	-0.07703728221973909	10	10	0.2940227464716224	-0.10542465620226217	10	10
pseudo_6900	pseudo_transcript_0	0.7652922431970055	0.12497252360886912	8	8	0.742298589725807	-0.04288718648428901	8	8	0.8017062627881029	-0.027430069934858702	8	8
pseudo_6901	pseudo_transcript_0	0.9383011465409707	0.11503380165526152	9	9	0.8912273972314592	-0.037082407542786223	10	10	0.8996481046094251	-0.01150789652254842	9	9
pseudo_6902	pseudo_transcript_0	0.5992962576581743	0.19014066274869354	10	10	0.9053532852851377	0.013695384260240242	10	10	0.34878968500529595	0.09857652473369889	10	10
pseudo_6903	pseudo_transcript_0	0.7745274053736628	0.13249012857004325	10	10	0.8930482506603273	-0.030803085906892836	10	10	0.45071686748103135	0.03313651305613927	10	10
pseudo_6904	pseudo_transcript_0	0.7182972043059119	0.13544523639595213	10	10	0.8794062496460407	0.04646705144701363	10	10	0.6678283371036864	0.04036978917714009	10	10
pseudo_6905	pseudo_transcript_0	0.33208316842696906	0.18816543434003216	10	10	0.26793554734303715	-0.23978539472460683	10	10	0.8058100100579437	0.10347838066904058	10	10
pseudo_6906	pseudo_transcript_0	0.14928031456045945	0.0065116085442994505	10	10	0.487606523705266	-0.15648418778621448	10	10	0.6661513832316734	-0.00839971872195753	10	10
pseudo_6907	pseudo_transcript_0	0.24654296352008154	-0.10994208485883743	10	10	0.46550023498043847	0.11678586040594045	10	10	0.6851115192288728	-0.02047950109278124	10	10
pseudo_6908	pseudo_transcript_0	0.9687644498785992	-0.006121360588328693	9	9	0.9901227691456764	-0.2430875476382007	10	10	0.6791915765789047	-0.08727200655081202	9	9
pseudo_6909	pseudo_transcript_0	0.25389593571915703	-0.15929328187873967	10	10	0.09309248487046179	-0.20021007185413123	10	10	0.08147845743263267	-0.21870260176514034	10	10
pseudo_691	pseudo_transcript_0	0.6883898555299331	0.1334746867155258	10	10	0.18301613075503897	-0.05521873051242828	10	10	0.9102792194536805	-0.056091620379657224	10	10
pseudo_6910	pseudo_transcript_0	0.9683085079066691	0.09303669208510434	10	10	0.5877421441483022	0.1019230376344397	10	10	0.41423038976436355	0.024507850220572558	10	10
pseudo_6911	pseudo_transcript_0	0.032780668067995906	-0.23125154383392735	10	10	0.6795093160799346	0.05535845209355642	10	10	0.11261614449122305	-0.11888157559208112	10	10
pseudo_6912	pseudo_transcript_0	0.03705250679318448	-0.20307213956431844	7	7	0.4169697035911889	-0.10020743684403782	7	7	0.04611903780896605	-0.12689172119432765	7	7
pseudo_6913	pseudo_transcript_0	0.3353945938168431	0.1750780269009656	10	10	0.6037056123322325	0.059312883063919054	10	10	0.3479008728581874	0.05752254282117347	10	10
pseudo_6914	pseudo_transcript_0	0.5700202887597798	0.06326902803100877	10	10	0.10085400962939081	-0.1324707903788753	10	10	0.5307668330487646	-0.03586598248633685	10	10
pseudo_6915	pseudo_transcript_0	0.7573869952856538	0.09018735129366584	10	10	0.8812232068409631	0.030352855355689257	10	10	0.70898507410689	-0.038544796677248944	10	10
pseudo_6916	pseudo_transcript_0	0.6374350240944298	-0.061012631788729926	10	10	0.24187904233983593	-0.10884365855311573	10	10	0.21195931878630137	-0.07431598826178847	10	10
pseudo_6917	pseudo_transcript_0	0.37662442624893444	-0.09186242164839703	10	10	0.9401023454389472	-0.10833000325987514	10	10	0.3241657188965812	-0.0651558110864011	10	10
pseudo_6918	pseudo_transcript_0	0.5806228503209236	-0.02667532024745603	10	10	0.15824895480652446	-0.22455258599621483	10	10	0.24698607873604583	-0.08648222369210734	10	10
pseudo_6919	pseudo_transcript_0	0.34604507202735413	0.10201719666965836	10	10	0.4915869567181268	-0.08655054884829426	10	10	0.7835813237500427	0.002224190504404977	10	10
pseudo_692	pseudo_transcript_0	0.8789521093247461	0.05415580059667635	10	10	0.505286697574086	-0.17277943867863002	10	10	0.46011492851360647	-0.043456150046372065	10	10
pseudo_6920	pseudo_transcript_0	0.5614500059462761	-0.0122555503059327	10	10	0.6477478024639012	0.023874988760171422	10	10	0.9767782639787246	-0.02655099899142065	10	10
pseudo_6921	pseudo_transcript_0	0.14936153942209882	-0.0798126544620903	10	10	0.15757092625810565	0.18415401293104516	10	10	0.9574792769845294	-0.02370818967851901	10	10
pseudo_6922	pseudo_transcript_0	0.48724553132021275	-0.09702122682479396	10	10	0.8935035525020206	0.09817605057282358	10	10	0.5521393509009316	-0.03246384820053568	10	10
pseudo_6923	pseudo_transcript_0	0.6774013845521463	0.169493998773495	10	10	0.0980165234940719	-0.23774639579793475	10	10	0.8290952427806773	-0.07442982290362034	10	10
pseudo_6924	pseudo_transcript_0	0.1264014870302098	0.1098758052903888	10	10	0.14438905469677768	-0.1678419245966459	10	10	0.5228617831970732	0.004540536220048602	10	10
pseudo_6925	pseudo_transcript_0	0.9499563136053102	-0.16543704308361654	10	10	0.1757422517076198	0.28000228055885756	10	10	0.28666018904353374	0.037080493670465654	10	10
pseudo_6926	pseudo_transcript_0	0.3454559632009384	0.1723905537518846	10	10	0.005529216136460087	0.15160920359697852	10	10	0.017961373104459066	0.14953600740345097	10	10
pseudo_6927	pseudo_transcript_0	0.9584414960861017	0.07329241597073292	10	10	0.49449273677448247	0.09833219914986184	10	10	0.4079971570403108	0.10491653780529413	10	10
pseudo_6928	pseudo_transcript_0	0.46479652421724904	0.09956426645009253	10	10	0.19602927469647102	-0.060978255453194	10	10	0.20590304005037185	-0.02750236615072153	10	10
pseudo_6929	pseudo_transcript_0	0.11907292940065475	-0.24152750202960963	10	10	0.5964979230975281	0.0296140004280324	10	10	0.15595425553837713	-0.13014645490827004	10	10
pseudo_693	pseudo_transcript_0	0.010016984017097504	0.28188748942350095	10	10	0.7342850206098772	-0.049434627121401654	10	10	0.06946640820631317	0.16001279768828708	10	10
pseudo_6930	pseudo_transcript_0	0.1242726551663019	-0.240856840669618	10	10	0.20268251738749588	0.06316442209204362	10	10	0.8255025617341316	-0.1502489748119951	10	10
pseudo_6931	pseudo_transcript_0	0.8051186637344402	0.12188275872675748	10	10	0.9217949044148026	0.010005896431464989	10	10	0.8169847084702423	0.04669922159176052	10	10
pseudo_6932	pseudo_transcript_0	0.07110145191631072	0.19847589545368172	10	10	0.8581070727189529	-0.11248836519566709	10	10	0.2887509571183453	0.038564428673754446	10	10
pseudo_6933	pseudo_transcript_0	0.7962186101279868	-0.015943267367586573	10	10	0.8118103829587452	-0.018306415839325046	10	10	0.9983903465644786	-0.04259492301005131	10	10
pseudo_6934	pseudo_transcript_0	0.6318950097361822	-0.1692600227025983	10	10	0.225824714913483	-0.12242114463269481	10	10	0.23157176707244842	-0.20500101128381987	10	10
pseudo_6935	pseudo_transcript_0	0.4251747136439036	-0.0033852258526065604	10	10	0.9846104573481769	0.04407872932184326	10	10	0.6211199719907409	0.1178546316919619	10	10
pseudo_6936	pseudo_transcript_0	0.9740474710934333	-0.1610925199946804	10	10	0.7815918193959573	-0.09323875478939432	10	10	0.405389446064637	-0.05644804476411216	10	10
pseudo_6937	pseudo_transcript_0	0.9048971193094087	0.09717654291351417	10	10	0.5087889512784514	-0.061325392650187195	10	10	0.844854323259523	0.028826794541637533	10	10
pseudo_6938	pseudo_transcript_0	0.8540397714239615	0.01361802684345161	10	10	0.21949107355966802	-0.14956560554708728	10	10	0.4587157418098261	-0.1541087058100844	10	10
pseudo_6939	pseudo_transcript_0	0.27711955988317805	0.039350082029238634	10	10	0.8006654019593992	-0.15653046078853686	10	10	0.649474730479053	0.015127077489153332	10	10
pseudo_694	pseudo_transcript_0	0.3495931535560062	0.035671193426230687	10	10	0.907634581268272	-0.01242692769728653	10	10	0.6787686729567339	0.09938951954677892	10	10
pseudo_6940	pseudo_transcript_0	0.4715056267900184	-0.23330701462969508	10	10	0.6198610657660422	-0.12064789262336816	10	10	0.2623681753078725	-0.07524478058717719	10	10
pseudo_6941	pseudo_transcript_0	0.38255795060105646	0.1382180491664559	10	10	0.49996573415079704	0.08062251911364281	10	10	0.24022819314807864	0.150407471373503	10	10
pseudo_6942	pseudo_transcript_0	0.7771744084055946	0.07894509788611552	10	10	0.5308213572064255	-0.01137060607530703	10	10	0.5961115639276244	0.06881677068894541	10	10
pseudo_6943	pseudo_transcript_0	0.43611961219455153	-0.02720546389888494	10	10	0.9213377081370266	0.02500414156849963	10	10	0.5660984185105966	-0.008279779464021739	10	10
pseudo_6944	pseudo_transcript_0	0.42433949613132893	0.06038118599656406	10	10	0.22079090723898676	-0.07839119446898246	10	10	0.7244864994173854	0.04039432330423086	10	10
pseudo_6945	pseudo_transcript_0	0.14701967038111852	0.17105342806297288	10	10	0.09087088516253952	-0.15789943039213408	10	10	0.9832148410471357	0.007969876360381179	10	10
pseudo_6946	pseudo_transcript_0	0.8351119742983543	-0.07569539795970136	10	10	0.5696293802671601	-0.0562189915467786	10	10	0.6842645106449217	0.017815201222823346	10	10
pseudo_6947	pseudo_transcript_0	0.3904519618662905	-0.058572288514886696	10	10	0.10523253274085488	-0.3002959028753824	10	10	0.07271364757707738	-0.18235423665370779	10	10
pseudo_6948	pseudo_transcript_0	0.027778526810859915	-0.38543466997359105	10	10	0.20146075651355044	-0.21315591010738855	10	10	0.039145871004756055	-0.29929529004048977	10	10
pseudo_6949	pseudo_transcript_0	0.6271919705597968	0.07652223443653212	10	10	0.2560589724796598	-0.09105116786543786	10	10	0.7995693001105333	-0.036436636231661906	10	10
pseudo_695	pseudo_transcript_0	0.007856930086346739	0.2916005253371737	10	10	0.3664546634873783	-0.11563536045712781	10	10	0.07225534662919286	0.14306855348872408	10	10
pseudo_6950	pseudo_transcript_0	0.45918818597653766	-0.3390652896568728	10	10	0.6731931041112125	0.038131876228340134	10	10	0.4063661683897559	-0.13611708820907756	10	10
pseudo_6951	pseudo_transcript_0	0.2141342359239804	-0.14613022774473003	10	10	0.17282128125059104	0.0524302591370489	10	10	0.9107362248509036	-0.03507323932568978	10	10
pseudo_6952	pseudo_transcript_0	0.7290867588965029	-0.20108073580314242	10	10	0.14054974542101306	-0.10750727513653995	10	10	0.0953523193613887	-0.13420820759910193	10	10
pseudo_6953	pseudo_transcript_0	0.45050153826448835	0.1334212004681403	10	10	0.565337856972884	0.13332702112447356	10	10	0.7632853115279327	0.061598042011541655	10	10
pseudo_6954	pseudo_transcript_0	0.9483516176338417	0.056770211710286865	10	10	0.4364589333229586	0.0718574719172949	10	10	0.5945139856918338	0.047427257050138276	10	10
pseudo_6955	pseudo_transcript_0	0.16219055841087238	-0.17046669017263896	10	10	0.17851395566410455	0.14197913745520324	10	10	0.8299939749320578	-0.09806804023837441	10	10
pseudo_6956	pseudo_transcript_0	0.43986050795972	-0.018955637016581744	10	10	0.4170310408734348	-0.01407168496513847	10	10	0.4410865758139907	-0.057694047817284155	10	10
pseudo_6957	pseudo_transcript_0	0.02919651147041663	0.1402013269868813	10	10	0.6415518611474598	0.11219106109463094	10	10	0.06162565662521655	0.11177767633997417	10	10
pseudo_6958	pseudo_transcript_0	0.1102730604881673	0.25064288480814473	10	10	0.8432128672905397	0.061466628813573364	10	10	0.4083238221819866	0.13778581050589653	10	10
pseudo_6959	pseudo_transcript_0	0.1207868834244734	-0.062178502152717204	10	10	0.3777131559368413	0.1443023560282656	10	10	0.5953125302547233	-0.03754544302739898	10	10
pseudo_696	pseudo_transcript_0	0.6673186863686336	0.07322452942301175	10	10	0.2541356421688964	0.014736127949312663	10	10	0.44657509475809276	-0.01419466256882714	10	10
pseudo_6960	pseudo_transcript_0	0.8780439479871603	-0.10808079606205451	10	10	0.360677793283561	-0.08663103677241353	10	10	0.8943037990320267	-0.10794848098889208	10	10
pseudo_6961	pseudo_transcript_0	0.7904476787815549	-0.2963465315880031	10	10	0.06385431047737358	0.21196218515496082	10	10	0.6569581328895586	0.0523066547668492	10	10
pseudo_6962	pseudo_transcript_0	0.6362021435437175	-0.04004364222655136	10	10	0.4170310408734348	-0.04417869946045674	10	10	0.29508480099277945	0.03673692115838947	10	10
pseudo_6963	pseudo_transcript_0	0.5195582251771884	0.09780241872582962	10	10	0.9217949044148026	0.04443315439843971	10	10	0.45244900452437486	-0.04544835579825382	10	10
pseudo_6964	pseudo_transcript_0	0.29479586953473325	-0.06370526948711376	10	10	0.8549432848169665	0.017958479361631544	10	10	0.5606498028971649	-0.01961087882382852	10	10
pseudo_6965	pseudo_transcript_0	0.8912273973717408	-0.09212727352446522	10	10	0.09501493126857494	-0.05963147684957041	10	10	0.34494857828862924	-0.1397016043838009	10	10
pseudo_6966	pseudo_transcript_0	0.1264014873583059	0.07523228748430195	10	10	0.8127036632719387	-0.03966196958370968	10	10	0.35415281087710493	0.08394990407417534	10	10
pseudo_6967	pseudo_transcript_0	0.9790988802011162	0.06813758343585304	10	10	0.7381917392473176	0.0936677054312524	10	10	0.945544042844431	0.03351183708300532	10	10
pseudo_6968	pseudo_transcript_0	0.6081294884502624	-0.06938034598323664	10	10	0.07544219655710711	0.09718470991766685	10	10	0.519492508731358	0.034165744493139076	10	10
pseudo_6969	pseudo_transcript_0	0.759797235489638	0.13280920812269645	10	10	0.7379745205625148	-0.034589616040318766	10	10	0.759332828004549	-0.02614194661651321	10	10
pseudo_697	pseudo_transcript_0	0.7058514578821142	0.006086715255509088	10	10	0.7364545781650509	-0.09096267037078327	10	10	0.8201204077675012	-0.0470670308278738	10	10
pseudo_6970	pseudo_transcript_0	0.2598141439988043	-0.16050299388778563	10	10	0.4897755096818275	-0.12662482837772604	10	10	0.2589480567043604	-0.16058570124683133	10	10
pseudo_6971	pseudo_transcript_0	0.4955847678805314	-0.008358718629314385	10	10	0.5833866633636986	-0.12730537480425483	10	10	0.44382599047337057	-0.10214435877365395	10	10
pseudo_6972	pseudo_transcript_0	0.0032185584776863356	-0.1842849056085348	10	10	0.9511026496754098	0.068166305368786	10	10	0.030017393865511072	-0.10704936409803294	10	10
pseudo_6973	pseudo_transcript_0	0.027212143673013965	-0.22371056995602567	10	10	0.1388517220037669	-0.08979708155300618	10	10	0.013592347038597297	-0.16424355784385142	10	10
pseudo_6974	pseudo_transcript_0	0.6265483507196672	-0.009780948347530386	9	9	0.0948331048729721	-0.17144565824291982	9	9	0.05537808909547127	-0.11537408881138693	9	9
pseudo_6975	pseudo_transcript_0	0.6053126216125816	-0.01823959406088757	10	10	0.9428514327781821	-0.017053545141539016	10	10	0.8067025605989453	0.01774770891825792	10	10
pseudo_6976	pseudo_transcript_0	0.9942573268264036	-0.012682798724511243	10	10	0.900337208634162	-0.10092661036541956	10	10	0.9933315088737138	0.0456790197457748	10	10
pseudo_6977	pseudo_transcript_0	0.22079090783810362	0.10264104723333223	10	10	0.47898266272300805	0.07144058533268594	10	10	0.242079286319985	0.0810353889881593	10	10
pseudo_6978	pseudo_transcript_0	0.18644759364604335	-0.11209699294291475	10	10	0.959817940777313	-0.03619696089580963	10	10	0.3244486670006369	-0.06976973573815265	10	10
pseudo_6979	pseudo_transcript_0	0.7714425464404499	0.04179763018291945	10	10	0.9222521265374802	-0.22925402842241308	10	10	0.613812486696016	-0.13060972798404327	10	10
pseudo_698	pseudo_transcript_0	0.9915205760611513	-0.04920640879594871	8	8	0.18940363762023582	-0.10245678749858363	8	8	0.48964384849413756	-0.08516555225904361	8	8
pseudo_6980	pseudo_transcript_0	0.1292839722660469	-0.06834689622380558	10	10	0.10899538958223641	-0.21771311557792364	10	10	0.03633135118965269	-0.16385082449987973	10	10
pseudo_6981	pseudo_transcript_0	0.37724632082648457	0.07706892158369866	10	10	0.02265019376474846	-0.16128644633842606	10	10	0.40117322099183417	-0.08398909057075116	10	10
pseudo_6982	pseudo_transcript_0	0.18169439026555168	0.01712922648749361	10	10	0.4697349130468389	-0.20475174179680575	10	10	0.9253751715997652	0.043445384825612526	10	10
pseudo_6983	pseudo_transcript_0	0.7412349857161555	0.10597826149112571	10	10	0.007285774095246756	0.25432372672311326	10	10	0.07298976833450194	0.20444682380543233	10	10
pseudo_6984	pseudo_transcript_0	0.5069440761598072	-0.01689489144815866	10	10	0.07497036993383298	-0.19782737203214953	10	10	0.128301627307378	-0.06259167609833319	10	10
pseudo_6985	pseudo_transcript_0	0.885313632899486	-0.07275900838236653	10	10	0.8894071172129859	-0.04023773817927611	10	10	0.7946748271453772	-0.04219487887744978	10	10
pseudo_6986	pseudo_transcript_0	0.7262762072785938	0.2815459829875457	10	10	0.4153804390804824	-0.15902176689572609	10	10	0.8241562436189986	0.0622579490843691	10	10
pseudo_6987	pseudo_transcript_0	0.9076345813876022	0.0013760003162396385	10	10	0.6325095545420292	0.05732418764859006	10	10	0.8911136421887252	0.006738771800788829	10	10
pseudo_6988	pseudo_transcript_0	0.319049526087409	0.10636669250881547	10	10	0.8998813960013146	0.06399206873018386	10	10	0.6540437784153283	-0.04603774715958623	10	10
pseudo_6989	pseudo_transcript_0	0.5437343380921704	0.18030536283131302	10	10	0.7468974480072094	-0.02925518260694024	10	10	0.5217374463865561	0.06116040299357769	10	10
pseudo_699	pseudo_transcript_0	0.06351035280932112	0.22353839721880187	9	9	0.22664747735552782	0.10955298429616538	9	9	0.03195159812397807	0.14850777568292298	9	9
pseudo_6990	pseudo_transcript_0	0.9547715935888567	0.008357186537915237	10	10	0.8788855391783862	0.09414449185046976	9	9	0.8374846282439588	0.09791377934611596	9	9
pseudo_6991	pseudo_transcript_0	0.09731721064738563	-0.12224121544964402	10	10	0.3758479469817554	0.04092085841519214	10	10	0.0375837358732608	-0.04440700174526684	10	10
pseudo_6992	pseudo_transcript_0	0.8490738988887869	0.012480913044636138	10	10	0.5452637236961365	0.1105833089733632	10	10	0.4618672652839003	-0.012938443782122925	10	10
pseudo_6993	pseudo_transcript_0	0.7617709882385932	-0.04531765303791607	10	10	0.6947595906892908	0.020102111808006584	10	10	0.8026880821532745	-0.02737939692492407	10	10
pseudo_6994	pseudo_transcript_0	0.42919710248209075	0.10695381647906273	10	10	0.11365040397002553	0.08312018280729418	10	10	0.10887752725772261	0.083071956449992	10	10
pseudo_6995	pseudo_transcript_0	0.6896620533869777	0.033192552571328644	10	10	0.21349780652010109	-0.12209254193639314	10	10	0.8380924388900273	-0.09064066996743943	10	10
pseudo_6996	pseudo_transcript_0	0.61438752545992	0.06460885766742354	10	10	0.9323172478591794	-0.03637920973050585	10	10	0.649474730479053	0.04317229200524589	10	10
pseudo_6997	pseudo_transcript_0	0.12497913587072647	-0.09677517515035845	10	10	0.5841774491456426	0.08195240092780755	10	10	0.2895376387256232	-0.0018699072550397617	10	10
pseudo_6998	pseudo_transcript_0	0.4793403203156811	0.04342577471652686	10	10	0.277883835796385	-0.16274013386886854	10	10	0.6113851093762299	0.062486309236709135	10	10
pseudo_6999	pseudo_transcript_0	0.03632218883832249	-0.017927974131180784	10	10	0.9030727700890815	-0.023140534519810702	10	10	0.29164250623992793	-0.04307002277705548	10	10
pseudo_7	pseudo_transcript_0	0.8015555413832167	0.14594038293794676	10	10	0.7587013808028421	-0.015868250361811238	10	10	0.8403450980967899	0.06859013049993105	10	10
pseudo_70	pseudo_transcript_0	0.1597825940220522	-0.16960968043036742	10	10	0.13671350462234078	-0.13946728191093818	10	10	0.023906627398421885	-0.09078738457521435	10	10
pseudo_700	pseudo_transcript_0	0.20370476828294948	0.16443276736272971	10	10	0.6604213741794634	-0.1656795077174623	10	10	0.6590430170735181	0.08778242376019557	10	10
pseudo_7000	pseudo_transcript_0	0.9811656188372441	0.05927220301111815	10	10	0.8540397712366691	0.09791547511706855	10	10	0.6350250178067575	0.014192101439807286	10	10
