	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho
	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene															
LH08656	CUFF.24717.1	0.2608087911544801	0.2199949705796552	10.0	10.0	CUFF.24717.1	0.7534480601421967	0.10528216189360451	10.0	10.0	CUFF.24717.1	0.2945305719367326	0.20295532272211603	10.0	10.0
LH08657	CUFF.24770.24,CUFF.24770.26,CUFF.24770.27,CUFF.24770.29	0.9727129976155445	0.015736345698206505	10.0	10.0	CUFF.24770.24,CUFF.24770.26,CUFF.24770.27,CUFF.24770.29	0.1830161332171566	-0.39346220812116695	10.0	10.0	CUFF.24770.24,CUFF.24770.26,CUFF.24770.27,CUFF.24770.29	0.28456767437873587	-0.08935906410234302	10.0	10.0
LH08659	CUFF.24773.4,CUFF.24773.3	0.6305917805413976	-0.251420688733768	10.0	10.0	CUFF.24773.4,CUFF.24773.3	0.42902906496520843	-0.11275634032403868	10.0	10.0	CUFF.24773.4,CUFF.24773.3	0.4700887648460642	-0.18208851452890332	10.0	10.0
LH08660	ENST00000431999	0.09866372016086242	-0.37472710177720897	10.0	10.0	ENST00000431999	0.0005082668949003951	-0.35208616913880486	10.0	10.0	ENST00000431999	0.002866025610923233	-0.4174964869015722	10.0	10.0
LH08661	CUFF.24720.1	0.4612930174042049	-0.16066660847459308	10.0	10.0	CUFF.24720.1	0.2572661787248314	-0.4976306750233404	10.0	10.0	CUFF.24720.1	0.09342945571686158	-0.32070175598498046	10.0	10.0
LH08662	CUFF.24721.1	0.4901344025943317	-0.04566241156545341	9.0	9.0	CUFF.24721.1	0.3334887585337044	-0.073363439133443	9.0	9.0	CUFF.24721.1	0.31384867326642196	-0.044395222858830956	9.0	9.0
LH08663	CUFF.24728.1	0.15873503558205604	-0.11639773348411876	10.0	10.0	CUFF.24728.1	0.6868639827094151	-0.2249706288657728	9.0	9.0	CUFF.24728.1	0.5931698586908203	0.04909769758304222	9.0	9.0
LH08664	P1P2	0.6215149722419253	0.06459344615013281	9.0	9.0	P1P2	0.9786891167893219	-0.15013974014686712	9.0	9.0	P1P2	0.6593905734085195	-0.035672045694515826	9.0	9.0
LH08665	CUFF.24755.1,CUFF.24755.2	0.4494899773860377	0.058858134811707846	10.0	10.0	CUFF.24755.1,CUFF.24755.2	0.9667018796671761	0.03481320952852949	10.0	10.0	CUFF.24755.1,CUFF.24755.2	0.6109521850994208	0.03404257678275053	10.0	10.0
LH08666	CUFF.24757.1	0.04833015032160153	0.3876969358977287	10.0	10.0	CUFF.24757.1	0.5672866247286441	0.1457218761854219	10.0	10.0	CUFF.24757.1	0.0506379088185045	0.23643305430319947	10.0	10.0
LH08668	ENST00000366187	0.5574229880364483	-0.023349931703119647	10.0	10.0	ENST00000366187	0.970603913033708	-0.06828533134520486	10.0	10.0	ENST00000366187	0.5921126084098978	-0.04502007283917795	10.0	10.0
LH08676	CUFF.24822.1	0.9795903203499319	0.017258507203822545	10.0	10.0	CUFF.24822.1	0.6255596639055216	0.029777686891769573	10.0	10.0	CUFF.24822.1	0.5925106616311554	-0.021330825484087268	10.0	10.0
LH08677	CUFF.24807.1	0.0835050553924493	-0.19487443151736883	10.0	10.0	CUFF.24807.1	0.2909646748373791	-0.000575503791868423	10.0	10.0	CUFF.24807.1	0.516575689423278	-0.1305539999276454	10.0	10.0
LH08678	ENST00000423354	0.6892781775552128	0.08623032461049666	10.0	10.0	ENST00000423354	0.8853136333921687	-0.1403335703375486	10.0	10.0	ENST00000423354	0.6774013865274118	-0.05081330014278528	10.0	10.0
LH08680	CUFF.24809.1	0.8786878187307743	0.11763647579869736	10.0	10.0	CUFF.24809.1	0.10085401154555058	0.004842348914649981	10.0	10.0	CUFF.24809.1	0.21159671629878063	0.01903284365721412	10.0	10.0
LH08683	CUFF.24887.11	0.0254631130539832	0.3751962528876906	10.0	10.0	CUFF.24887.11	0.2953269533563172	0.043995115539053505	10.0	10.0	CUFF.24887.11	0.008597951060935473	0.13243995697280908	10.0	10.0
LH08686	CUFF.24874.1	0.21400748925260082	-0.30518357767947746	10.0	10.0	CUFF.24874.1	0.26533276005821504	-0.5678908233901971	10.0	10.0	CUFF.24874.1	0.16201766063132228	-0.47406421988888664	10.0	10.0
LH08691	CUFF.24898.1	0.9388243442110712	0.08552877723874079	10.0	10.0	CUFF.24898.1	0.27180973929847396	0.1447236783165281	10.0	10.0	CUFF.24898.1	0.49194968060265565	0.0851170238009454	10.0	10.0
LH08692	P1P2	0.7634495447119973	-0.08385181286901433	10.0	10.0	P1P2	0.30553925320911257	-0.14782332842185306	10.0	10.0	P1P2	0.42467347114031906	-0.09273981736306895	10.0	10.0
LH08693	P1P2	0.45086961861844044	-0.0938672951967436	10.0	10.0	P1P2	0.802445939064649	0.23894046974794483	10.0	10.0	P1P2	0.7512625247930663	0.10229136322667319	10.0	10.0
LH08694	ENST00000418539	0.8927610625164359	-0.2160713299733199	10.0	10.0	ENST00000418539	0.9552302807600953	0.19398105818074737	10.0	10.0	ENST00000418539	0.9515612129557461	-0.06423036680559269	10.0	10.0
LH08695	ENST00000439182	0.11461593139229248	0.19263066659532901	10.0	10.0	ENST00000439182	0.4782677884957751	-0.018402099992519405	10.0	10.0	ENST00000439182	0.11325660424336764	0.09593031115544078	10.0	10.0
LH08696	P1P2	0.7260427050873425	-0.08778301450531695	10.0	10.0	P1P2	0.04618598060176851	-0.29554611720604423	10.0	10.0	P1P2	0.10498539017092658	-0.05927898845682322	10.0	10.0
LH08697	CUFF.24955.1	0.6244754355735679	0.10851899723516582	10.0	10.0	CUFF.24955.1	0.5490965079708423	-0.020879914772275115	10.0	10.0	CUFF.24955.1	0.36767816377152895	0.05082087770177821	10.0	10.0
LH08699	ENST00000606436	0.1621608340388323	0.07195369524057023	10.0	10.0	ENST00000606436	0.0713722660525735	0.3004155268947464	10.0	10.0	ENST00000606436	0.042010159394731884	0.2217097005965117	10.0	10.0
LH08700	P1P2	0.0001386034353560718	-0.539067376085848	10.0	10.0	P1P2	0.0002504813054509909	-0.8076540871234478	10.0	10.0	P1P2	1.8967033949440393e-05	-0.6426726582112675	10.0	10.0
LH08703	CUFF.25031.1	0.9704209822132548	0.11802997996587454	10.0	10.0	CUFF.25031.1	0.644027276341602	0.07745798946818493	10.0	10.0	CUFF.25031.1	0.7842456640190152	0.15891156528754882	10.0	10.0
LH08711	P1P2	0.5021045214983024	0.04981034492082565	10.0	10.0	P1P2	0.7071353748090883	-0.07808453611230542	10.0	10.0	P1P2	0.8104709234525318	0.008155152988082634	10.0	10.0
LH08712	CUFF.25080.1	0.9562166702978199	-0.007286735715264346	10.0	10.0	CUFF.25080.1	0.1059767416534079	-0.31785350031305704	10.0	10.0	CUFF.25080.1	0.37849201094476825	-0.08601573616741022	10.0	10.0
LH08713	CUFF.25081.1	0.0876909537059228	0.24237450582520093	10.0	10.0	CUFF.25081.1	0.4890519404007746	-0.1381454196943442	10.0	10.0	CUFF.25081.1	0.46303984023829925	0.03130116063536537	10.0	10.0
LH08714	ENST00000609422	0.0426272792581756	0.3487119687470266	10.0	10.0	ENST00000609422	0.04494107678132468	0.33458410256675997	10.0	10.0	ENST00000609422	0.004509825226587414	0.27595920072224467	10.0	10.0
LH08715	CUFF.25108.3,CUFF.25108.7	0.21741802889420137	0.2162404096362713	10.0	10.0	CUFF.25108.3,CUFF.25108.7	0.13081758063325788	0.2534126665624557	10.0	10.0	CUFF.25108.3,CUFF.25108.7	0.025269948266933583	0.2191841473483477	10.0	10.0
LH08716	ENST00000603652	0.1997414962389118	-0.3760171971663436	10.0	10.0	ENST00000603652	0.17400351924599644	-0.3896985424924433	10.0	10.0	ENST00000603652	0.16761979357134793	-0.3326886618914718	10.0	10.0
LH08717	ENST00000605437	0.5729732936945156	0.10184329578316413	10.0	10.0	ENST00000605437	0.4570948757396679	0.10131193445139575	10.0	10.0	ENST00000605437	0.41274752265385395	0.08388787548121159	10.0	10.0
LH08718	P1P2	0.5299610391303078	0.06766093991553196	10.0	10.0	P1P2	0.5778651860017874	-0.41522973573153504	10.0	10.0	P1P2	0.8109173489789442	-0.1272451350409549	10.0	10.0
LH08720	CUFF.25130.1	0.11186779746942088	0.04437450076746213	10.0	10.0	CUFF.25130.1	0.0065441775482820205	0.2840554220049478	10.0	10.0	CUFF.25130.1	0.009688351340219154	0.2061415337581652	10.0	10.0
LH08721	CUFF.25131.1	0.7286325626924633	-0.13344162419692746	10.0	10.0	CUFF.25131.1	0.060624046555255426	0.14033539878082524	10.0	10.0	CUFF.25131.1	0.09720104932386246	0.03346238709229695	10.0	10.0
LH08722	CUFF.25128.1	0.3975816624852023	0.2355735072879482	10.0	10.0	CUFF.25128.1	0.4602368546385751	0.12268821986982421	10.0	10.0	CUFF.25128.1	0.30853864690182886	0.0951875570769698	10.0	10.0
LH08723	CUFF.25176.1	0.0741169786303152	0.2914663739866073	10.0	10.0	CUFF.25176.1	0.332083170518505	-0.0037400404351213743	10.0	10.0	CUFF.25176.1	0.0757264563795417	0.23042569370211793	10.0	10.0
LH08724	CUFF.25173.8	0.3022421580301635	0.062163668136914395	10.0	10.0	CUFF.25173.8	0.15091123615895072	0.2148267879354554	10.0	10.0	CUFF.25173.8	0.11941418918823482	0.13732842294512496	10.0	10.0
LH08726	CUFF.25202.4	0.604676717083915	0.08228917892043425	10.0	10.0	CUFF.25202.4	0.06435089627501754	0.20750457518790952	10.0	10.0	CUFF.25202.4	0.21096574576143745	0.20278073720688206	10.0	10.0
LH08727	CUFF.25195.2	0.29211975176864513	-0.07032763689362588	10.0	10.0	CUFF.25195.2	0.687542214160437	-0.053922079732258286	10.0	10.0	CUFF.25195.2	0.4130760958075568	-0.04035196228728365	10.0	10.0
LH08728	CUFF.25547.36	0.13657341777749057	0.1967305551601509	10.0	10.0	CUFF.25547.36	0.5672866247286441	0.0759524774360477	10.0	10.0	CUFF.25547.36	0.306355346005162	0.10631228809401767	10.0	10.0
LH08729	CUFF.25547.37	0.024864482115027006	0.29782820659121845	10.0	10.0	CUFF.25547.37	0.2575080925978105	0.2929845607137467	10.0	10.0	CUFF.25547.37	0.019687174138182967	0.22001373730836848	10.0	10.0
LH08734	CUFF.25240.1	0.2560855415162413	0.20376752675797272	10.0	10.0	CUFF.25240.1	0.9823138625858278	0.15173267587925046	10.0	10.0	CUFF.25240.1	0.515459529556526	0.13815337880983866	10.0	10.0
LH08736	P1P2	0.5839795526493405	-0.29256359503711726	10.0	10.0	P1P2	0.7286541293535147	-0.2981922944526303	10.0	10.0	P1P2	0.6366129941726255	-0.21584984540570004	10.0	10.0
LH08737	CUFF.25284.1,CUFF.25284.2	0.20217132890438927	0.19183674399672354	10.0	10.0	CUFF.25284.1,CUFF.25284.2	0.37074801877507624	0.19948645680395813	10.0	10.0	CUFF.25284.1,CUFF.25284.2	0.20186741542991093	0.1924408662714244	10.0	10.0
LH08738	CUFF.25293.1	0.080722246348843	0.3063568831609476	10.0	10.0	CUFF.25293.1	0.20105470140954873	0.24727603602568157	10.0	10.0	CUFF.25293.1	0.024090910550641033	0.18952679982822498	10.0	10.0
LH08741	CUFF.25313.1	0.20750972700047088	0.03427489341709461	10.0	10.0	CUFF.25313.1	0.12455487430072364	0.3000715365556457	10.0	10.0	CUFF.25313.1	0.14879367368191507	0.22925034622319815	10.0	10.0
LH08742	CUFF.25315.1	0.922499170473555	0.11259984862423733	9.0	9.0	CUFF.25315.1	0.44430357019701106	0.4271974456708974	9.0	9.0	CUFF.25315.1	0.6323691372271953	0.19601630192386665	9.0	9.0
LH08743	CUFF.25309.1	0.7746526594117247	-0.1255456613370883	10.0	10.0	CUFF.25309.1	0.5941040996296307	0.22804231482602857	10.0	10.0	CUFF.25309.1	0.8454661024334456	-0.05465938739874296	10.0	10.0
LH08746	ENST00000441587	0.9883037088036505	0.09051925986689376	10.0	10.0	ENST00000441587	0.7114210951813724	0.04374665153697379	10.0	10.0	ENST00000441587	0.7984411901421004	-0.04462668236449554	10.0	10.0
LH08748	P1P2	0.07840431512662957	-0.38981006320317285	10.0	10.0	P1P2	0.7637462926702814	-0.3760840335767715	10.0	10.0	P1P2	0.36584387224027515	-0.3379906219669396	10.0	10.0
LH08750	P1P2	0.12255199139888052	-0.29068585024165255	10.0	10.0	P1P2	0.07092138003750756	-0.2105661573408548	10.0	10.0	P1P2	0.043484660227219	-0.24433481619861175	10.0	10.0
LH08754	CUFF.25370.3	0.5859552674424824	-0.09009006357550708	10.0	10.0	CUFF.25370.3	0.2753418238990306	0.12570372837416202	10.0	10.0	CUFF.25370.3	0.6668998612302941	-0.06164240452298878	10.0	10.0
LH08756	P1P2	0.007661836827355488	-0.4416516100328646	10.0	10.0	P1P2	0.20431991896027657	-0.2995540140020241	10.0	10.0	P1P2	0.0183084911976541	-0.3389797280654703	10.0	10.0
LH08759	ENST00000377469	0.539418028602081	0.11883322827819842	10.0	10.0	ENST00000377469	0.5065755251428875	-0.1548129675357687	10.0	10.0	ENST00000377469	0.9735883008205857	0.0023136865778765614	10.0	10.0
LH08763	CUFF.25376.1	0.5994716349237791	0.0996850921153759	10.0	10.0	CUFF.25376.1	0.37167206963793287	0.1505352513072556	10.0	10.0	CUFF.25376.1	0.3888652935780812	0.10418905161559182	10.0	10.0
LH08766	CUFF.25417.10	0.27231399868789974	0.17403503908223228	10.0	10.0	CUFF.25417.10	0.17666256657217216	0.07947478241298232	10.0	10.0	CUFF.25417.10	0.12413173605235932	0.0642480311899942	10.0	10.0
LH08767	CUFF.25417.12	0.08941200819215345	0.22311694198052404	10.0	10.0	CUFF.25417.12	0.30121113372797526	-0.1939187352297922	10.0	10.0	CUFF.25417.12	0.14478530119333904	-0.029705200352846527	10.0	10.0
LH08768	CUFF.25383.1	0.23234871713050942	0.2627855365533461	10.0	10.0	CUFF.25383.1	0.7635267383815969	0.17084299247456583	10.0	10.0	CUFF.25383.1	0.5743286993732373	0.23728714597367576	10.0	10.0
LH08773	CUFF.25422.6	0.09462536821550224	0.17639823895392592	10.0	10.0	CUFF.25422.6	0.5062071132072936	0.23285258433075537	10.0	10.0	CUFF.25422.6	0.05125322981730148	0.23127345755347528	10.0	10.0
LH08778	CUFF.25490.1	0.08620704154496286	0.10019466524266263	10.0	10.0	CUFF.25490.1	0.9915009310978247	0.0286692400438289	10.0	10.0	CUFF.25490.1	0.21562455802013447	0.030974973609503343	10.0	10.0
LH08779	CUFF.25495.1	0.5176081238191491	-0.0355261643857579	10.0	10.0	CUFF.25495.1	0.889862133557628	0.11089973084293507	10.0	10.0	CUFF.25495.1	0.725196205934868	0.18953520673142632	10.0	10.0
LH08780	CUFF.25494.1	0.0861018287390374	-0.3446141317128628	10.0	10.0	CUFF.25494.1	0.9281982980753477	-0.08989414958767217	10.0	10.0	CUFF.25494.1	0.1568951043711745	0.02932445802176913	10.0	10.0
LH08783	CUFF.25536.1	0.19823372233498326	0.11607862525861151	10.0	10.0	CUFF.25536.1	0.05152870787477954	0.15035045163901736	10.0	10.0	CUFF.25536.1	0.017637651064894164	0.0540525546506172	10.0	10.0
LH08784	CUFF.25555.1	0.28325808242029904	-0.25615475963640505	10.0	10.0	CUFF.25555.1	0.546795244195155	0.009743774122080495	10.0	10.0	CUFF.25555.1	0.5425887034081132	-0.07165396702971502	10.0	10.0
LH08786	ENST00000597638	0.08984649805130934	0.21880347184517132	10.0	10.0	ENST00000597638	0.8707845333422676	0.05169285342786863	10.0	10.0	ENST00000597638	0.21392194410267829	0.11235493911406617	10.0	10.0
LH08787	P1P2	0.17568870622292976	-0.2734327387522145	10.0	10.0	P1P2	0.42735077076667427	-0.2609007653449595	10.0	10.0	P1P2	0.09789969590022057	-0.18520742829411407	10.0	10.0
LH08788	CUFF.25718.3,CUFF.25718.6	0.09360863724088526	0.23255754761433514	10.0	10.0	CUFF.25718.3,CUFF.25718.6	0.827941935348949	0.10880964949683923	9.0	9.0	CUFF.25718.3,CUFF.25718.6	0.39434645540723	-0.036334100067906015	9.0	9.0
LH08789	P1P2	0.9033162093679811	0.05165374183502347	6.0	6.0	P1P2	0.7793514312805002	-0.006463024251896807	6.0	6.0	P1P2	0.9546042862418738	-0.04792985669089622	6.0	6.0
LH08793	CUFF.25569.1	0.4030564256990232	-0.011448704215769776	10.0	10.0	CUFF.25569.1	0.9515612128511061	-0.12060743557832147	10.0	10.0	CUFF.25569.1	0.6407276088297029	-0.044481974627950525	10.0	10.0
LH08794	NLT_00003837	0.8005283199693698	0.13066254814842804	10.0	10.0	NLT_00003837	0.18702409800895614	0.09313915127291184	10.0	10.0	NLT_00003837	0.40653410842657	0.12897700680776727	10.0	10.0
LH08795	CUFF.25593.1	0.02905607066542253	0.14823800664697975	9.0	9.0	CUFF.25593.1	0.6900863158401306	0.2897157418264345	10.0	10.0	CUFF.25593.1	0.3532747070585641	0.060870730618197755	9.0	9.0
LH08796	P1P2	0.37955484863651734	0.20281964908215333	10.0	10.0	P1P2	0.34988986783972487	0.11769921753735206	10.0	10.0	P1P2	0.1686862009186234	0.11902780441630502	10.0	10.0
LH08797	CUFF.25606.1	0.679985900332217	0.12693077714020498	10.0	10.0	CUFF.25606.1	0.48832894491098866	0.2481896693772738	10.0	10.0	CUFF.25606.1	0.7007241976778483	0.10587080794895143	10.0	10.0
LH08800	CUFF.25639.1	0.4053238061814548	0.1860642624581391	10.0	10.0	CUFF.25639.1	0.2264872928434003	0.23016528962706462	10.0	10.0	CUFF.25639.1	0.13015860253145595	0.10763496693213004	10.0	10.0
LH08804	CUFF.25657.1	0.2982189295573563	0.10626430719869612	10.0	10.0	CUFF.25657.1	0.30744571238259344	0.21014911766653252	10.0	10.0	CUFF.25657.1	0.18056712055431623	0.18467697605057065	10.0	10.0
LH08807	CUFF.25739.1	0.7612585699790815	-0.17359772244689664	10.0	10.0	CUFF.25739.1	0.5203052476087631	0.03748966537735939	10.0	10.0	CUFF.25739.1	0.9758842375182827	-0.07736235962057969	10.0	10.0
LH08808	ENST00000610252	0.9841760766941106	-0.09004676890460779	10.0	10.0	ENST00000610252	0.8894071178309153	0.10621460213966871	10.0	10.0	ENST00000610252	0.9419349935128813	-0.03492293257674822	10.0	10.0
LH08812	ENST00000432267	0.9027693203858027	0.054183220729325444	10.0	10.0	ENST00000432267	0.261644785816849	-0.23448466760005396	10.0	10.0	ENST00000432267	0.5897268707398181	-0.16543188361989966	10.0	10.0
LH08813	CUFF.25699.1	0.06949166329839222	0.08368331504583683	10.0	10.0	CUFF.25699.1	0.2107557239667509	0.3012765192638562	10.0	10.0	CUFF.25699.1	0.05952594450278924	0.09176014450108083	10.0	10.0
LH08818	CUFF.25703.1	0.7075752177533061	-0.10613594713939345	10.0	10.0	CUFF.25703.1	0.054714122402529944	-0.017379818507087086	10.0	10.0	CUFF.25703.1	0.3143186547785497	-0.024710813608479144	10.0	10.0
LH08819	CUFF.25837.1	0.10578154932844297	0.09856489386526969	10.0	10.0	CUFF.25837.1	0.15239064250829457	0.04225030522951619	10.0	10.0	CUFF.25837.1	0.031942958385874666	0.02308917815187242	10.0	10.0
LH08821	CUFF.25838.2	0.2217359432472784	0.2917540276203246	10.0	10.0	CUFF.25838.2	0.4919496796661297	0.3044761140240808	10.0	10.0	CUFF.25838.2	0.10597674240869924	0.19441660032785357	10.0	10.0
LH08824	ENST00000608144	0.6892781775552128	-0.015523358518117217	10.0	10.0	ENST00000608144	0.6432016979969166	0.18104236840880428	10.0	10.0	ENST00000608144	0.9488100814505599	0.03550523039229312	10.0	10.0
LH08826	CUFF.25776.1	0.409881372561294	0.1688216854530791	10.0	10.0	CUFF.25776.1	0.11156253513570999	0.37653227908065484	10.0	10.0	CUFF.25776.1	0.10523253545052354	0.288291106839238	10.0	10.0
LH08832	CUFF.25805.1,CUFF.25805.2	0.44673788965816286	0.07004029005912733	10.0	10.0	CUFF.25805.1,CUFF.25805.2	0.28095528734172315	0.24488143783181401	10.0	10.0	CUFF.25805.1,CUFF.25805.2	0.34281289402436166	0.16950807396900944	10.0	10.0
LH08839	CUFF.25949.1	0.9708793663563307	-0.09603622094026694	10.0	10.0	CUFF.25949.1	0.6345598711341185	-0.10310474659927193	10.0	10.0	CUFF.25949.1	0.5587362290297045	-0.056239440842421745	10.0	10.0
LH08846	ENST00000451230	0.2426210589816532	0.12078442171578051	10.0	10.0	ENST00000451230	0.4439624092498351	-0.08331774361491177	10.0	10.0	ENST00000451230	0.8355615746641638	0.05403629937447362	10.0	10.0
LH08847	CUFF.26312.3	0.03343675910795546	0.34952204224861255	10.0	10.0	CUFF.26312.3	0.022821785202514638	0.31990363467253846	10.0	10.0	CUFF.26312.3	0.002898532281737513	0.25243130458229596	10.0	10.0
LH08853	ENST00000414784	0.007378353005807708	-0.3935431154437823	10.0	10.0	ENST00000414784	0.03194295801500906	-0.3019809277380035	10.0	10.0	ENST00000414784	0.0031181593573817936	-0.2959248984960399	10.0	10.0
LH08854	CUFF.26018.2	0.9905969801106779	-0.12191973901680327	10.0	10.0	CUFF.26018.2	0.5782587607207752	0.10117793923150654	10.0	10.0	CUFF.26018.2	0.6227075413485997	0.04521543868191353	10.0	10.0
LH08855	CUFF.26018.4	0.9740883162443263	-0.1117204927955141	10.0	10.0	CUFF.26018.4	0.16975769047298306	-0.3093185026139305	10.0	10.0	CUFF.26018.4	0.2543755112019651	-0.19713469840375195	10.0	10.0
LH08856	CUFF.26018.5	0.08319775040655626	0.4605598839433431	10.0	10.0	CUFF.26018.5	0.06679619257481167	0.2887126816014525	10.0	10.0	CUFF.26018.5	0.010269937234399965	0.2670952408737831	10.0	10.0
LH08857	CUFF.26018.7	0.23847443862796114	0.2056429119670664	10.0	10.0	CUFF.26018.7	0.028272060695823643	0.11190739061444628	10.0	10.0	CUFF.26018.7	0.032686670657369236	0.11802698070436198	10.0	10.0
LH08858	NLT_00003895	0.23801680951610626	0.19874425498705514	10.0	10.0	NLT_00003895	0.683732693064522	0.5730074164504996	10.0	10.0	NLT_00003895	0.34870397870679815	0.36414600337974257	10.0	10.0
LH08859	CUFF.26036.2	0.009153796395205348	-0.4380569518875374	10.0	10.0	CUFF.26036.2	0.003828837130800319	-0.3546950679650351	10.0	10.0	CUFF.26036.2	0.0014942574968643747	-0.36917836193410686	10.0	10.0
LH08860	P1P2	0.19101462165989702	-0.0805578723053499	10.0	10.0	P1P2	0.43138510263176755	0.17638212986123322	10.0	10.0	P1P2	0.6037056151506579	-0.009900102599248431	10.0	10.0
LH08864	ENST00000510859	0.13687659370073005	0.18970891442190205	10.0	10.0	ENST00000510859	0.37290635721528753	0.17176816116962235	10.0	10.0	ENST00000510859	0.11886854504843412	0.13260198113384328	10.0	10.0
LH08865	ENST00000609210	0.07786971787283821	0.4005543935481655	10.0	10.0	ENST00000609210	0.015678143575775	0.28865410047006934	10.0	10.0	ENST00000609210	0.008656334696830142	0.3070274425747857	10.0	10.0
LH08866	CUFF.26082.1,CUFF.26082.2	0.24378184284579918	0.047861989489689706	10.0	10.0	CUFF.26082.1,CUFF.26082.2	0.5893296781406939	0.15920606634234413	10.0	10.0	CUFF.26082.1,CUFF.26082.2	0.29004494411354775	0.1179042067762137	10.0	10.0
LH08869	CUFF.26045.1	0.0017688237852768313	-0.6310525244205771	10.0	10.0	CUFF.26045.1	0.0003678233606111596	-0.4330094623856317	10.0	10.0	CUFF.26045.1	9.23210005634034e-05	-0.5121751498082904	10.0	10.0
LH08870	CUFF.26055.4	0.3927884175490408	-0.2807117739132074	10.0	10.0	CUFF.26055.4	0.0192376308168471	-0.24525522085426207	10.0	10.0	CUFF.26055.4	0.028984156422955175	-0.1983490375425614	10.0	10.0
LH08874	CUFF.26132.2	0.9466020121698082	0.13053312512985446	10.0	10.0	CUFF.26132.2	0.6577121135025998	0.06436695036631947	10.0	10.0	CUFF.26132.2	0.8544915052954554	0.0018091364852600156	10.0	10.0
LH08881	P1P2	0.594325226496625	-0.5606871671743204	18.0	18.0	P1P2	0.3163677939423244	-0.0366089198082008	18.0	18.0	P1P2	0.5149222436199256	-0.3467611603941642	18.0	18.0
LH08883	CUFF.26665.1	0.49662766250496204	0.19954664790256757	10.0	10.0	CUFF.26665.1	0.14510289390031247	0.3625931174344801	10.0	10.0	CUFF.26665.1	0.2631157027321337	0.39272595864666376	10.0	10.0
