	neg	neg	pos	pos
	Rep1	Rep2	Rep1	Rep2
	analysis/screen/output/003_merge_counts/to_process/Common_Negative_R1.counts	analysis/screen/output/003_merge_counts/to_process/Common_Negative_R2.counts	analysis/screen/output/003_merge_counts/to_process/Common_Positive_R1.counts	analysis/screen/output/003_merge_counts/to_process/Common_Positive_R2.counts
hek_unique:TSS94584_+_26415775.23-P1P2	1690	1607	1206	1170
hek_unique:TSS94584_+_26415814.23-P1P2	1757	1849	1360	1345
hek_unique:TSS94584_-_26415670.23-P1P2	3930	4036	3242	3014
hek_unique:TSS94584_-_26415682.23-P1P2	5537	5229	3787	3772
hek_unique:TSS94584_-_26415774.23-P1P2	2988	3021	2572	2385
hek_unique:TSS94584_-_26415881.23-P1P2	2420	2087	1884	1913
hek_unique:TSS94584_-_26415922.23-P1P2	3536	3551	3110	3385
hek_unique:TSS94597_+_27191821.23-P1P2	2078	2386	1179	1097
hek_unique:TSS94597_+_27191935.23-P1P2	2962	2819	2515	2172
hek_unique:TSS94597_+_27192109.23-P1P2	2880	3037	2408	2628
hek_unique:TSS94597_+_27192120.23-P1P2	6072	6098	4206	4102
hek_unique:TSS94597_-_27192078.23-P1P2	2055	2259	1822	1518
hek_unique:TSS94597_-_27192129.23-P1P2	2381	2618	1665	1483
hek_unique:TSS94597_-_27192154.23-P1P2	4121	3827	2520	3094
hek_unique:TSS94597_-_27192158.23-P1P2	2613	2995	2058	2449
hek_unique:TSS94597_-_27192175.23-P1P2	3117	3140	1794	2320
hek_unique:TSS94597_-_27192179.23-P1P2	2385	2390	1799	1837
hek_unique:TSS94598_+_27232776.23-ENST00000523331	2628	2998	1887	2467
hek_unique:TSS94598_+_27232822.23-ENST00000523331	2553	2677	2022	1600
hek_unique:TSS94598_+_27232995.23-ENST00000523331	2396	2474	1946	1571
hek_unique:TSS94598_+_27233004.23-ENST00000523331	3027	2664	2271	1740
hek_unique:TSS94598_+_27233061.23-ENST00000523331	3598	3486	2443	2587
hek_unique:TSS94598_-_27232850.23-ENST00000523331	3374	3529	2370	2386
hek_unique:TSS94598_-_27232853.23-ENST00000523331	1561	1648	1581	1599
hek_unique:TSS94598_-_27232868.23-ENST00000523331	3548	3082	2411	2799
hek_unique:TSS94598_-_27232990.23-ENST00000523331	1772	1776	1277	1197
hek_unique:TSS94598_-_27233024.23-ENST00000523331	2480	2402	1816	1676
hek_unique:TSS94599_+_27232109.23-CUFF.43898.1	502	511	408	363
hek_unique:TSS94599_+_27232225.23-CUFF.43898.1	3435	3001	2609	2591
hek_unique:TSS94599_+_27232231.23-CUFF.43898.1	2495	2561	1788	1720
hek_unique:TSS94599_+_27232238.23-CUFF.43898.1	4471	3730	3068	2053
hek_unique:TSS94599_+_27232282.23-CUFF.43898.1	1850	2032	1670	1619
hek_unique:TSS94599_-_27231835.23-CUFF.43898.1	3208	3214	1888	2617
hek_unique:TSS94599_-_27232090.23-CUFF.43898.1	2107	2147	1715	2188
hek_unique:TSS94599_-_27232207.23-CUFF.43898.1	1940	2039	1886	1441
hek_unique:TSS94599_-_27232219.23-CUFF.43898.1	1749	1957	1446	1458
hek_unique:TSS94599_-_27232296.23-CUFF.43898.1	3575	3611	2796	2760
hek_unique:TSS94669_+_30410448.23-CUFF.43989.1	3014	3514	3099	2556
hek_unique:TSS94669_+_30410550.23-CUFF.43989.1	2915	2801	2373	2045
hek_unique:TSS94669_+_30410702.23-CUFF.43989.1	2641	2508	1644	1979
hek_unique:TSS94669_+_30410850.23-CUFF.43989.1	2972	3188	2194	2087
hek_unique:TSS94669_+_30410888.23-CUFF.43989.1	1672	1525	1389	1253
hek_unique:TSS94669_+_30410893.23-CUFF.43989.1	92	37	38	53
hek_unique:TSS94669_-_30410526.23-CUFF.43989.1	1439	1337	1244	1088
hek_unique:TSS94669_-_30410630.23-CUFF.43989.1	2432	2331	2026	1648
hek_unique:TSS94669_-_30410665.23-CUFF.43989.1	1268	1064	821	979
hek_unique:TSS94669_-_30410868.23-CUFF.43989.1	1910	1964	1250	1204
hek_unique:TSS94670_+_30410550.23-CUFF.43989.2,CUFF.43989.3	0	0	0	0
hek_unique:TSS94670_+_30410702.23-CUFF.43989.2,CUFF.43989.3	0	0	0	0
hek_unique:TSS94670_+_30410850.23-CUFF.43989.2,CUFF.43989.3	0	0	0	0
hek_unique:TSS94670_+_30410888.23-CUFF.43989.2,CUFF.43989.3	0	0	0	0
hek_unique:TSS94670_+_30410991.23-CUFF.43989.2,CUFF.43989.3	0	0	0	0
hek_unique:TSS94670_+_30411031.23-CUFF.43989.2,CUFF.43989.3	0	0	0	0
hek_unique:TSS94670_-_30410630.23-CUFF.43989.2,CUFF.43989.3	0	0	0	0
hek_unique:TSS94670_-_30410665.23-CUFF.43989.2,CUFF.43989.3	0	0	0	0
hek_unique:TSS94670_-_30410868.23-CUFF.43989.2,CUFF.43989.3	0	0	0	0
hek_unique:TSS94670_-_30410963.23-CUFF.43989.2,CUFF.43989.3	0	0	0	0
hek_unique:TSS94675_+_30625215.23-CUFF.44901.8,ENST00000454922	0	0	0	0
hek_unique:TSS94675_+_30625369.23-CUFF.44901.8,ENST00000454922	0	0	0	0
hek_unique:TSS94675_+_30625399.23-CUFF.44901.8,ENST00000454922	0	0	0	0
hek_unique:TSS94675_+_30625427.23-CUFF.44901.8,ENST00000454922	0	0	0	0
hek_unique:TSS94675_-_30625143.23-CUFF.44901.8,ENST00000454922	0	0	0	0
hek_unique:TSS94675_-_30625146.23-CUFF.44901.8,ENST00000454922	0	0	0	0
hek_unique:TSS94675_-_30625202.23-CUFF.44901.8,ENST00000454922	0	0	0	0
hek_unique:TSS94675_-_30625209.23-CUFF.44901.8,ENST00000454922	0	0	0	0
hek_unique:TSS94675_-_30625244.23-CUFF.44901.8,ENST00000454922	0	0	0	0
hek_unique:TSS94675_-_30625259.23-CUFF.44901.8,ENST00000454922	0	0	0	0
hek_unique:TSS94805_+_39605921.23-P1P2	1856	1912	1515	2026
hek_unique:TSS94805_+_39605925.23-P1P2	3354	3325	2728	1986
hek_unique:TSS94805_+_39605930.23-P1P2	2748	2639	2190	2036
hek_unique:TSS94805_-_39605719.23-P1P2	3755	3832	2564	3257
hek_unique:TSS94805_-_39605722.23-P1P2	4470	4489	2964	4023
hek_unique:TSS94805_-_39605732.23-P1P2	2175	2078	1655	1762
hek_unique:TSS94805_-_39605820.23-P1P2	1399	1436	658	1206
hek_unique:TSS94805_-_39605846.23-P1P2	937	855	783	678
hek_unique:TSS94805_-_39605878.23-P1P2	959	1134	645	1097
hek_unique:TSS94805_-_39605881.23-P1P2	2570	2543	2005	1787
hek_unique:TSS94815_+_39989669.23-CUFF.44161.1	0	0	0	0
hek_unique:TSS94815_+_39989687.23-CUFF.44161.1	0	0	0	0
hek_unique:TSS94815_+_39989693.23-CUFF.44161.1	0	0	0	0
hek_unique:TSS94815_+_39989699.23-CUFF.44161.1	0	0	0	0
hek_unique:TSS94815_+_39989724.23-CUFF.44161.1	0	0	0	0
hek_unique:TSS94815_-_39989672.23-CUFF.44161.1	0	0	0	0
hek_unique:TSS94815_-_39989686.23-CUFF.44161.1	0	0	0	0
hek_unique:TSS94815_-_39989704.23-CUFF.44161.1	0	0	0	0
hek_unique:TSS94815_-_39989733.23-CUFF.44161.1	0	0	0	0
hek_unique:TSS94815_-_39989736.23-CUFF.44161.1	0	0	0	0
hek_unique:TSS94915_+_44810916.23-CUFF.44269.1,CUFF.44269.2	0	0	0	0
hek_unique:TSS94915_+_44811008.23-CUFF.44269.1,CUFF.44269.2	0	0	0	0
hek_unique:TSS94915_+_44811074.23-CUFF.44269.1,CUFF.44269.2	0	0	0	0
hek_unique:TSS94915_+_44811230.23-CUFF.44269.1,CUFF.44269.2	0	0	0	0
hek_unique:TSS94915_+_44811239.23-CUFF.44269.1,CUFF.44269.2	0	0	0	0
hek_unique:TSS94915_+_44811269.23-CUFF.44269.1,CUFF.44269.2	0	0	0	0
hek_unique:TSS94915_+_44811273.23-CUFF.44269.1,CUFF.44269.2	0	0	0	0
hek_unique:TSS94915_-_44811113.23-CUFF.44269.1,CUFF.44269.2	0	0	0	0
hek_unique:TSS94915_-_44811186.23-CUFF.44269.1,CUFF.44269.2	0	0	0	0
hek_unique:TSS94915_-_44811203.23-CUFF.44269.1,CUFF.44269.2	0	0	0	0
hek_unique:TSS94917_+_44813339.23-CUFF.44269.9	2308	2369	1630	1344
hek_unique:TSS94917_+_44813347.23-CUFF.44269.9	561	550	484	492
hek_unique:TSS94917_+_44813377.23-CUFF.44269.9	3772	3424	3129	2449
hek_unique:TSS94917_+_44813406.23-CUFF.44269.9	2441	2781	2190	1677
hek_unique:TSS94917_+_44813447.23-CUFF.44269.9	1968	2032	1649	1810
hek_unique:TSS94917_+_44813594.23-CUFF.44269.9	3424	3454	2376	3012
hek_unique:TSS94917_+_44813597.23-CUFF.44269.9	3611	3495	2306	2566
hek_unique:TSS94917_+_44813600.23-CUFF.44269.9	3005	3094	2574	2634
hek_unique:TSS94917_-_44813243.23-CUFF.44269.9	4158	4097	2765	3488
hek_unique:TSS94917_-_44813515.23-CUFF.44269.9	2510	2290	2006	2131
hek_unique:TSS94927_+_45039205.23-CUFF.44408.11	1536	1493	998	980
hek_unique:TSS94927_+_45039589.23-CUFF.44408.11	1915	2006	1378	1870
hek_unique:TSS94927_-_45039218.23-CUFF.44408.11	2711	2633	2213	1782
hek_unique:TSS94927_-_45039373.23-CUFF.44408.11	4012	3997	3279	3065
hek_unique:TSS94927_-_45039376.23-CUFF.44408.11	2795	2559	1951	1651
hek_unique:TSS94927_-_45039447.23-CUFF.44408.11	3045	2898	2331	2045
hek_unique:TSS94927_-_45039491.23-CUFF.44408.11	3442	3596	2728	2182
hek_unique:TSS94927_-_45039526.23-CUFF.44408.11	1846	1445	1268	1250
hek_unique:TSS94927_-_45039529.23-CUFF.44408.11	2533	2606	1953	1712
hek_unique:TSS94927_-_45039576.23-CUFF.44408.11	5039	5210	3217	4315
hek_unique:TSS95050_+_51459512.23-CUFF.44405.1	2913	2875	2460	2195
hek_unique:TSS95050_+_51459570.23-CUFF.44405.1	2034	2018	1207	1668
hek_unique:TSS95050_+_51459773.23-CUFF.44405.1	2854	2599	2106	1751
hek_unique:TSS95050_+_51459855.23-CUFF.44405.1	3340	3362	2645	2993
hek_unique:TSS95050_-_51459525.23-CUFF.44405.1	3434	3000	2366	2033
hek_unique:TSS95050_-_51459590.23-CUFF.44405.1	4305	3910	3597	2865
hek_unique:TSS95050_-_51459600.23-CUFF.44405.1	3141	2939	2228	2142
hek_unique:TSS95050_-_51459748.23-CUFF.44405.1	4071	4140	3034	3394
hek_unique:TSS95050_-_51459790.23-CUFF.44405.1	1568	1611	1076	1077
hek_unique:TSS95050_-_51459864.23-CUFF.44405.1	3108	2749	2224	2046
hek_unique:TSS95244_+_63814586.23-CUFF.44740.9	1597	1697	1161	1442
hek_unique:TSS95244_+_63814640.23-CUFF.44740.9	2408	2578	2548	2526
hek_unique:TSS95244_+_63814816.23-CUFF.44740.9	2146	2602	1798	1820
hek_unique:TSS95244_+_63814903.23-CUFF.44740.9	2005	1939	1398	1762
hek_unique:TSS95244_+_63814955.23-CUFF.44740.9	4555	4555	3159	3871
hek_unique:TSS95244_+_63814966.23-CUFF.44740.9	2384	2430	1793	1383
hek_unique:TSS95244_-_63814620.23-CUFF.44740.9	2774	2866	2094	2147
hek_unique:TSS95244_-_63814652.23-CUFF.44740.9	3616	3299	2708	2482
hek_unique:TSS95244_-_63814702.23-CUFF.44740.9	934	1137	1117	866
hek_unique:TSS95244_-_63814907.23-CUFF.44740.9	670	701	632	415
hek_unique:TSS95246_+_63803609.23-CUFF.44742.1	999	800	905	972
hek_unique:TSS95246_+_63803780.23-CUFF.44742.1	2903	2892	1778	2081
hek_unique:TSS95246_+_63803825.23-CUFF.44742.1	5906	5809	4468	5056
hek_unique:TSS95246_+_63803909.23-CUFF.44742.1	6151	5792	4102	4684
hek_unique:TSS95246_+_63803962.23-CUFF.44742.1	3817	3606	3528	2496
hek_unique:TSS95246_-_63803792.23-CUFF.44742.1	2156	1825	1462	1308
hek_unique:TSS95246_-_63803797.23-CUFF.44742.1	3330	3033	1743	2225
hek_unique:TSS95246_-_63803833.23-CUFF.44742.1	3586	3333	2574	2676
hek_unique:TSS95246_-_63803921.23-CUFF.44742.1	1840	2106	1618	1660
hek_unique:TSS95246_-_63803937.23-CUFF.44742.1	3468	3358	2714	2669
hek_unique:TSS95274_+_64537089.23-CUFF.44626.1	0	0	0	0
hek_unique:TSS95274_+_64537100.23-CUFF.44626.1	0	0	0	0
hek_unique:TSS95274_+_64537155.23-CUFF.44626.1	0	0	0	0
hek_unique:TSS95274_+_64537158.23-CUFF.44626.1	0	0	0	0
hek_unique:TSS95274_+_64537187.23-CUFF.44626.1	0	0	0	0
hek_unique:TSS95274_-_64536950.23-CUFF.44626.1	0	0	0	0
hek_unique:TSS95274_-_64536959.23-CUFF.44626.1	0	0	0	0
hek_unique:TSS95274_-_64536976.23-CUFF.44626.1	0	0	0	0
hek_unique:TSS95274_-_64537068.23-CUFF.44626.1	0	0	0	0
hek_unique:TSS95274_-_64537164.23-CUFF.44626.1	0	0	0	0
hek_unique:TSS95278_+_64712749.23-CUFF.44651.2	0	0	0	0
hek_unique:TSS95278_+_64712767.23-CUFF.44651.2	0	0	0	0
hek_unique:TSS95278_+_64712816.23-CUFF.44651.5,CUFF.44651.7	0	0	0	0
hek_unique:TSS95278_+_64712897.23-CUFF.44651.2	0	0	0	0
hek_unique:TSS95278_+_64712897.23-CUFF.44651.5,CUFF.44651.7	0	0	0	0
hek_unique:TSS95278_+_64712941.23-CUFF.44651.5,CUFF.44651.7	0	0	0	0
hek_unique:TSS95278_+_64712962.23-CUFF.44651.5,CUFF.44651.7	0	0	0	0
hek_unique:TSS95278_+_64712968.23-CUFF.44651.2	0	0	0	0
hek_unique:TSS95278_+_64712968.23-CUFF.44651.5,CUFF.44651.7	0	0	0	0
hek_unique:TSS95278_-_64712721.23-CUFF.44651.2	0	0	0	0
hek_unique:TSS95278_-_64712729.23-CUFF.44651.2	0	0	0	0
hek_unique:TSS95278_-_64712779.23-CUFF.44651.2	0	0	0	0
hek_unique:TSS95278_-_64712833.23-CUFF.44651.2	0	0	0	0
hek_unique:TSS95278_-_64712833.23-CUFF.44651.5,CUFF.44651.7	0	0	0	0
hek_unique:TSS95278_-_64712891.23-CUFF.44651.2	0	0	0	0
hek_unique:TSS95278_-_64712891.23-CUFF.44651.5,CUFF.44651.7	0	0	0	0
hek_unique:TSS95278_-_64713011.23-CUFF.44651.2	0	0	0	0
hek_unique:TSS95278_-_64713011.23-CUFF.44651.5,CUFF.44651.7	0	0	0	0
hek_unique:TSS95278_-_64713161.23-CUFF.44651.5,CUFF.44651.7	0	0	0	0
hek_unique:TSS95278_-_64713174.23-CUFF.44651.5,CUFF.44651.7	0	0	0	0
hek_unique:TSS95300_+_65824750.23-CUFF.44664.1	0	0	0	0
hek_unique:TSS95300_+_65824930.23-CUFF.44664.1	0	0	0	0
hek_unique:TSS95300_+_65824936.23-CUFF.44664.1	0	0	0	0
hek_unique:TSS95300_+_65824959.23-CUFF.44664.1	0	0	0	0
hek_unique:TSS95300_+_65824973.23-CUFF.44664.1	0	0	0	0
hek_unique:TSS95300_-_65824920.23-CUFF.44664.1	0	0	0	0
hek_unique:TSS95300_-_65824925.23-CUFF.44664.1	0	0	0	0
hek_unique:TSS95300_-_65824945.23-CUFF.44664.1	0	0	0	0
hek_unique:TSS95300_-_65824948.23-CUFF.44664.1	0	0	0	0
hek_unique:TSS95300_-_65824964.23-CUFF.44664.1	0	0	0	0
hek_unique:TSS9539_+_851186.23-CUFF.4591.1	4318	4016	3010	3830
hek_unique:TSS9539_+_851232.23-CUFF.4591.1	1410	1644	1035	1322
hek_unique:TSS9539_+_851394.23-CUFF.4591.1	3927	3982	3275	2737
hek_unique:TSS9539_+_851441.23-CUFF.4591.1	4192	3737	2631	2259
hek_unique:TSS9539_-_851181.23-CUFF.4591.1	1146	1103	836	837
hek_unique:TSS9539_-_851226.23-CUFF.4591.1	1552	1727	1291	950
hek_unique:TSS9539_-_851288.23-CUFF.4591.1	2659	2612	1760	2124
hek_unique:TSS9539_-_851321.23-CUFF.4591.1	4374	4091	2057	2362
hek_unique:TSS9539_-_851339.23-CUFF.4591.1	3349	3723	2273	2883
hek_unique:TSS9539_-_851342.23-CUFF.4591.1	5050	4778	3471	3512
hek_unique:TSS95538_+_83779175.23-CUFF.44932.1	0	0	0	0
hek_unique:TSS95538_+_83779514.23-CUFF.44932.1	0	0	0	0
hek_unique:TSS95538_-_83779149.23-CUFF.44932.1	0	0	0	0
hek_unique:TSS95538_-_83779164.23-CUFF.44932.1	0	0	0	0
hek_unique:TSS95538_-_83779279.23-CUFF.44932.1	0	0	0	0
hek_unique:TSS95538_-_83779450.23-CUFF.44932.1	0	0	0	0
hek_unique:TSS95538_-_83779457.23-CUFF.44932.1	0	0	0	0
hek_unique:TSS95538_-_83779461.23-CUFF.44932.1	0	0	0	0
hek_unique:TSS95538_-_83779561.23-CUFF.44932.1	0	0	0	0
hek_unique:TSS95538_-_83779569.23-CUFF.44932.1	0	0	0	0
hek_unique:TSS95609_+_90226282.23-P1P2	4073	4021	2830	3323
hek_unique:TSS95609_+_90226285.23-P1P2	4489	4536	3304	4029
hek_unique:TSS95609_+_90226461.23-P1P2	6524	6111	5223	5466
hek_unique:TSS95609_+_90226509.23-P1P2	3110	3075	2679	2530
hek_unique:TSS95609_-_90226163.23-P1P2	2890	2929	2184	2013
hek_unique:TSS95609_-_90226184.23-P1P2	2655	2984	2382	1899
hek_unique:TSS95609_-_90226501.23-P1P2	2310	2622	1567	2212
hek_unique:TSS95609_-_90226514.23-P1P2	1897	1999	1582	1447
hek_unique:TSS95609_-_90226528.23-P1P2	1743	1818	1678	935
hek_unique:TSS95609_-_90226674.23-P1P2	1778	2126	1753	1377
hek_unique:TSS95705_+_96293326.23-P1P2	2294	2253	1367	2095
hek_unique:TSS95705_+_96293419.23-P1P2	3075	2915	2239	2137
hek_unique:TSS95705_+_96293545.23-P1P2	2644	2553	1742	1616
hek_unique:TSS95705_-_96293080.23-P1P2	3465	3408	2706	2495
hek_unique:TSS95705_-_96293265.23-P1P2	1747	1679	1260	947
hek_unique:TSS95705_-_96293310.23-P1P2	1166	1056	938	1194
hek_unique:TSS95705_-_96293343.23-P1P2	2125	2091	1272	1735
hek_unique:TSS95705_-_96293361.23-P1P2	1703	1714	1146	1314
hek_unique:TSS95705_-_96293541.23-P1P2	2627	2551	1865	1736
hek_unique:TSS95705_-_96293559.23-P1P2	2407	2412	1819	1960
hek_unique:TSS95713_+_96642919.23-ENST00000452769	3128	3250	2531	2391
hek_unique:TSS95713_+_96642933.23-ENST00000452769	2352	2414	1846	1639
hek_unique:TSS95713_+_96643142.23-ENST00000452769	1835	2180	1900	1911
hek_unique:TSS95713_+_96643235.23-ENST00000452769	3031	2763	2390	2302
hek_unique:TSS95713_-_96642872.23-ENST00000452769	2185	2137	1699	1960
hek_unique:TSS95713_-_96643107.23-ENST00000452769	2591	2570	1796	2771
hek_unique:TSS95713_-_96643161.23-ENST00000452769	3475	3883	2605	3334
hek_unique:TSS95713_-_96643268.23-ENST00000452769	664	670	325	643
hek_unique:TSS95713_-_96643323.23-ENST00000452769	1706	1598	1359	1200
hek_unique:TSS95713_-_96643368.23-ENST00000452769	1919	1854	1611	1744
hek_unique:TSS95801_+_101006004.23-CUFF.45227.1,CUFF.45227.4	1851	1928	1541	1810
hek_unique:TSS95801_+_101006022.23-CUFF.45227.1,CUFF.45227.4	3068	2860	2802	2156
hek_unique:TSS95801_+_101006022.23-CUFF.45227.5	3068	2860	2802	2156
hek_unique:TSS95801_+_101006054.23-CUFF.45227.1,CUFF.45227.4	2213	2397	1873	1691
hek_unique:TSS95801_+_101006061.23-CUFF.45227.1,CUFF.45227.4	1228	1039	877	714
hek_unique:TSS95801_+_101006084.23-CUFF.45227.1,CUFF.45227.4	2946	3037	1847	2565
hek_unique:TSS95801_+_101006090.23-CUFF.45227.1,CUFF.45227.4	839	687	445	926
hek_unique:TSS95801_+_101006090.23-CUFF.45227.5	839	687	445	926
hek_unique:TSS95801_+_101006093.23-CUFF.45227.1,CUFF.45227.4	2560	2606	1738	2009
hek_unique:TSS95801_+_101006159.23-CUFF.45227.5	4388	4225	4052	3567
hek_unique:TSS95801_+_101006170.23-CUFF.45227.5	2640	2723	1819	1817
hek_unique:TSS95801_+_101006180.23-CUFF.45227.5	2288	2445	1948	1535
hek_unique:TSS95801_-_101005893.23-CUFF.45227.1,CUFF.45227.4	5485	5695	4953	4615
hek_unique:TSS95801_-_101006002.23-CUFF.45227.1,CUFF.45227.4	1842	2020	1321	1950
hek_unique:TSS95801_-_101006070.23-CUFF.45227.1,CUFF.45227.4	2356	2342	1612	1701
hek_unique:TSS95801_-_101006133.23-CUFF.45227.5	1845	1583	1319	1291
hek_unique:TSS95801_-_101006136.23-CUFF.45227.5	1026	951	700	726
hek_unique:TSS95801_-_101006142.23-CUFF.45227.5	3708	3599	2534	2697
hek_unique:TSS95801_-_101006147.23-CUFF.45227.5	3128	2929	2705	2307
hek_unique:TSS95801_-_101006153.23-CUFF.45227.5	2205	2156	1400	1800
hek_unique:TSS95844_+_105084342.23-CUFF.45275.1	967	1017	827	751
hek_unique:TSS95844_+_105084688.23-CUFF.45275.1	1499	1486	1258	1408
hek_unique:TSS95844_+_105084693.23-CUFF.45275.1	28	64	72	49
hek_unique:TSS95844_+_105084733.23-CUFF.45275.1	2961	3202	2043	2816
hek_unique:TSS95844_+_105084748.23-CUFF.45275.1	2968	3164	2037	2469
hek_unique:TSS95844_+_105084767.23-CUFF.45275.1	1610	1562	886	1188
hek_unique:TSS95844_+_105084810.23-CUFF.45275.1	1991	1653	1531	1556
hek_unique:TSS95844_-_105084764.23-CUFF.45275.1	3156	3156	2191	2389
hek_unique:TSS95844_-_105084798.23-CUFF.45275.1	4426	4256	3247	3895
hek_unique:TSS95844_-_105084826.23-CUFF.45275.1	3917	3772	2905	3105
hek_unique:TSS95845_+_105092664.23-CUFF.45269.1	980	1070	751	630
hek_unique:TSS95845_+_105092797.23-CUFF.45269.1	2957	2867	1874	2596
hek_unique:TSS95845_+_105092841.23-CUFF.45269.1	1878	2079	1541	1614
hek_unique:TSS95845_+_105092917.23-CUFF.45269.1	3734	3543	3154	3442
hek_unique:TSS95845_+_105092947.23-CUFF.45269.1	2463	2638	1978	2008
hek_unique:TSS95845_-_105092770.23-CUFF.45269.1	2186	2385	1873	2474
hek_unique:TSS95845_-_105092787.23-CUFF.45269.1	3530	3752	3393	2717
hek_unique:TSS95845_-_105092883.23-CUFF.45269.1	524	593	364	411
hek_unique:TSS95845_-_105092906.23-CUFF.45269.1	1255	1274	1086	986
hek_unique:TSS95845_-_105092960.23-CUFF.45269.1	2925	3260	1941	2544
hek_unique:TSS95847_+_105172295.23-CUFF.45276.1	0	0	0	0
hek_unique:TSS95847_+_105172467.23-CUFF.45276.1	0	0	0	0
hek_unique:TSS95847_+_105172502.23-CUFF.45276.1	0	0	0	0
hek_unique:TSS95847_+_105172533.23-CUFF.45276.1	0	0	0	0
hek_unique:TSS95847_+_105172542.23-CUFF.45276.1	0	0	0	0
hek_unique:TSS95847_-_105172459.23-CUFF.45276.1	0	0	0	0
hek_unique:TSS95847_-_105172472.23-CUFF.45276.1	0	0	0	0
hek_unique:TSS95847_-_105172497.23-CUFF.45276.1	0	0	0	0
hek_unique:TSS95847_-_105172510.23-CUFF.45276.1	0	0	0	0
hek_unique:TSS95847_-_105172514.23-CUFF.45276.1	0	0	0	0
hek_unique:TSS95893_+_107302023.23-P1P2	4532	4535	3258	2784
hek_unique:TSS95893_+_107302113.23-P1P2	2590	2372	2479	2005
hek_unique:TSS95893_+_107302158.23-P1P2	3981	3479	2616	2168
hek_unique:TSS95893_-_107301873.23-P1P2	5661	5690	4067	4456
hek_unique:TSS95893_-_107301974.23-P1P2	2886	2687	2002	2738
hek_unique:TSS95893_-_107302089.23-P1P2	3965	3690	3153	2899
hek_unique:TSS95893_-_107302099.23-P1P2	1759	1675	1443	1493
hek_unique:TSS95893_-_107302102.23-P1P2	3166	3370	2448	2396
hek_unique:TSS95893_-_107302149.23-P1P2	4515	4437	3702	2894
hek_unique:TSS95893_-_107302157.23-P1P2	2950	2857	2151	2321
hek_unique:TSS96058_+_117836566.23-CUFF.45446.5	3193	3455	2482	2562
hek_unique:TSS96058_+_117836621.23-CUFF.45446.5	3759	3897	3351	2631
hek_unique:TSS96058_+_117836628.23-CUFF.45446.5	2926	3046	2239	2308
hek_unique:TSS96058_-_117836383.23-CUFF.45446.5	4925	4954	3990	4016
hek_unique:TSS96058_-_117836494.23-CUFF.45446.5	3015	2976	2198	2032
hek_unique:TSS96058_-_117836526.23-CUFF.45446.5	4044	4092	3370	2862
hek_unique:TSS96058_-_117836537.23-CUFF.45446.5	3052	3010	2066	2208
hek_unique:TSS96058_-_117836583.23-CUFF.45446.5	1918	2230	1524	1500
hek_unique:TSS96058_-_117836595.23-CUFF.45446.5	5041	4411	4102	3515
hek_unique:TSS96058_-_117836647.23-CUFF.45446.5	1667	1635	1041	1238
hek_unique:TSS96221_+_128853014.23-ENST00000466717	0	0	0	0
hek_unique:TSS96221_+_128853136.23-ENST00000466717	0	0	0	0
hek_unique:TSS96221_+_128853157.23-ENST00000466717	0	0	0	0
hek_unique:TSS96221_+_128853190.23-ENST00000466717	0	0	0	0
hek_unique:TSS96221_+_128853317.23-ENST00000466717	0	0	0	0
hek_unique:TSS96221_+_128853337.23-ENST00000466717	0	0	0	0
hek_unique:TSS96221_-_128853076.23-ENST00000466717	0	0	0	0
hek_unique:TSS96221_-_128853150.23-ENST00000466717	0	0	0	0
hek_unique:TSS96221_-_128853173.23-ENST00000466717	0	0	0	0
hek_unique:TSS96221_-_128853349.23-ENST00000466717	0	0	0	0
hek_unique:TSS96271_+_130772962.23-P1P2	1934	2064	1665	1658
hek_unique:TSS96271_+_130773091.23-P1P2	3614	3652	2774	2729
hek_unique:TSS96271_+_130773217.23-P1P2	3311	3058	2567	2114
hek_unique:TSS96271_+_130773234.23-P1P2	3529	3706	2713	2958
hek_unique:TSS96271_+_130773244.23-P1P2	2499	2501	2132	1818
hek_unique:TSS96271_-_130772810.23-P1P2	4502	4406	3531	2936
hek_unique:TSS96271_-_130772977.23-P1P2	754	664	496	694
hek_unique:TSS96271_-_130773170.23-P1P2	2377	2485	2130	1595
hek_unique:TSS96271_-_130773202.23-P1P2	5314	5347	4360	4057
hek_unique:TSS96271_-_130773249.23-P1P2	3234	3505	2718	2639
hek_unique:TSS96327_+_134762479.23-CUFF.45741.7	2184	2131	1613	1907
hek_unique:TSS96327_+_134762736.23-CUFF.45741.7	5685	5831	4638	4644
hek_unique:TSS96327_+_134762740.23-CUFF.45741.7	4433	4045	3382	3112
hek_unique:TSS96327_+_134762762.23-CUFF.45741.7	2818	2641	2189	1905
hek_unique:TSS96327_-_134762333.23-CUFF.45741.7	1084	1014	1015	480
hek_unique:TSS96327_-_134762370.23-CUFF.45741.7	1720	1419	1089	1287
hek_unique:TSS96327_-_134762373.23-CUFF.45741.7	1686	1563	856	1265
hek_unique:TSS96327_-_134762713.23-CUFF.45741.7	5880	5716	4667	4873
hek_unique:TSS96327_-_134762727.23-CUFF.45741.7	2644	2620	1813	1591
hek_unique:TSS96327_-_134762792.23-CUFF.45741.7	2500	2561	1543	1604
hek_unique:TSS96346_+_135592168.23-CUFF.45725.2	2792	2753	2384	1808
hek_unique:TSS96346_+_135592174.23-CUFF.45725.2	2642	2715	1982	1719
