	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho
	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene															
pseudo_1625	pseudo_transcript_0	0.7411158142815037	0.09840736524188402	9.0	9.0	pseudo_transcript_0	0.7045583080889144	0.37561122369812167	10.0	10.0	pseudo_transcript_0	0.6168433266769255	0.0033442421209355366	9.0	9.0
pseudo_1626	pseudo_transcript_0	0.14640336988312097	-0.09315257275978277	10.0	10.0	pseudo_transcript_0	0.7123791520826014	-0.08368058912425458	10.0	10.0	pseudo_transcript_0	0.26097616700488024	-0.18939839928056879	10.0	10.0
pseudo_1627	pseudo_transcript_0	0.3385965206947471	0.37510757834385844	10.0	10.0	pseudo_transcript_0	0.18659190679916304	0.2293086154018212	10.0	10.0	pseudo_transcript_0	0.07746939508269271	0.24125229470087553	10.0	10.0
pseudo_1628	pseudo_transcript_0	0.07041523681894087	0.3703940314435071	10.0	10.0	pseudo_transcript_0	0.9826279346973985	0.10359400045030846	10.0	10.0	pseudo_transcript_0	0.11129627464021083	0.17681427522601903	10.0	10.0
pseudo_1629	pseudo_transcript_0	0.4693472506676428	0.15471426626069756	10.0	10.0	pseudo_transcript_0	0.04286562632339472	-0.353578184224929	10.0	10.0	pseudo_transcript_0	0.3579403621666001	-0.1758720022540303	10.0	10.0
pseudo_163	pseudo_transcript_0	0.5771792796073596	-0.1745675471860252	9.0	9.0	pseudo_transcript_0	0.4178499831779209	-0.13799667551591635	10.0	10.0	pseudo_transcript_0	0.7908138977786419	0.06403616576812786	9.0	9.0
pseudo_1630	pseudo_transcript_0	0.4519597097317425	0.20903473294246747	10.0	10.0	pseudo_transcript_0	0.15047388719138793	0.453184106768517	10.0	10.0	pseudo_transcript_0	0.1992459960948203	0.2851712372623952	10.0	10.0
pseudo_1631	pseudo_transcript_0	0.6039341007938405	0.29428033412682414	10.0	10.0	pseudo_transcript_0	0.9778367402985263	0.08957541698193221	10.0	10.0	pseudo_transcript_0	0.5129351105634501	0.13942781831861242	10.0	10.0
pseudo_1632	pseudo_transcript_0	0.5474597727692168	0.10339078589209379	10.0	10.0	pseudo_transcript_0	0.04821580524428861	0.3923994528483887	10.0	10.0	pseudo_transcript_0	0.05345821893168324	0.24314571716740585	10.0	10.0
pseudo_1633	pseudo_transcript_0	0.16663845345671158	0.8044023442443825	10.0	10.0	pseudo_transcript_0	0.12102498157468534	0.40845207229432123	10.0	10.0	pseudo_transcript_0	0.9993992689292382	0.5504902635913562	10.0	10.0
pseudo_1634	pseudo_transcript_0	0.6596117130098547	0.10893896239704227	10.0	10.0	pseudo_transcript_0	0.02326588537659562	0.14227186153794255	10.0	10.0	pseudo_transcript_0	0.12253800584947269	0.129318209484536	10.0	10.0
pseudo_1635	pseudo_transcript_0	0.6102500498516594	-0.15326294364441878	10.0	10.0	pseudo_transcript_0	0.06333553693006813	0.10076673194945011	10.0	10.0	pseudo_transcript_0	0.6113055527031502	0.10167828264100902	10.0	10.0
pseudo_1636	pseudo_transcript_0	0.43494231525884197	-0.11508964630163776	10.0	10.0	pseudo_transcript_0	0.5015822450983178	-0.23506969439098668	10.0	10.0	pseudo_transcript_0	0.17130329664577593	-0.20052701866869982	10.0	10.0
pseudo_1637	pseudo_transcript_0	0.5256249032567271	-0.10525898449835756	10.0	10.0	pseudo_transcript_0	0.2546926883473881	0.2896645322842976	10.0	10.0	pseudo_transcript_0	0.651996767757879	0.0782635095459217	10.0	10.0
pseudo_1638	pseudo_transcript_0	0.06833633064786106	-0.03308572424439315	10.0	10.0	pseudo_transcript_0	0.9622717739614811	-0.07910451656356807	10.0	10.0	pseudo_transcript_0	0.27199140028343505	0.0321113090836487	10.0	10.0
pseudo_1639	pseudo_transcript_0	0.4492479884624745	0.033380366267432314	10.0	10.0	pseudo_transcript_0	0.9180699944986914	-0.13930532971706647	10.0	10.0	pseudo_transcript_0	0.9549690977745293	-0.13014093396595902	10.0	10.0
pseudo_164	pseudo_transcript_0	0.9465749136847273	0.12780967525354237	10.0	10.0	pseudo_transcript_0	0.10150866817075799	-0.1562193232724404	10.0	10.0	pseudo_transcript_0	0.45015086856849784	-0.15377169174624142	10.0	10.0
pseudo_1640	pseudo_transcript_0	0.052351050774894076	-0.3618109011338689	10.0	10.0	pseudo_transcript_0	0.7213543993261422	-0.09336294708030686	10.0	10.0	pseudo_transcript_0	0.12072520795228922	-0.07247146201861802	10.0	10.0
pseudo_1641	pseudo_transcript_0	0.7799933609284604	0.08843955482929301	10.0	10.0	pseudo_transcript_0	0.8446341326112179	0.08733897909133788	10.0	10.0	pseudo_transcript_0	0.6859848569586355	0.08877749215021959	10.0	10.0
pseudo_1642	pseudo_transcript_0	0.6716493844818281	0.11265522627872716	10.0	10.0	pseudo_transcript_0	0.08929052278235537	0.2889068604513869	10.0	10.0	pseudo_transcript_0	0.2991510086167847	0.09700264442827548	10.0	10.0
pseudo_1643	pseudo_transcript_0	0.27002475335197074	-0.351724186766595	10.0	10.0	pseudo_transcript_0	0.7702277757907586	0.09204113149223654	10.0	10.0	pseudo_transcript_0	0.18890715512142553	-0.14455475223829836	10.0	10.0
pseudo_1644	pseudo_transcript_0	0.8172046594913763	-0.09145077709154577	10.0	10.0	pseudo_transcript_0	0.23996853647657268	-0.08369703386636973	10.0	10.0	pseudo_transcript_0	0.3878176532356423	-0.08558314899573706	10.0	10.0
pseudo_1645	pseudo_transcript_0	0.6771492549927904	0.1860772737870878	10.0	10.0	pseudo_transcript_0	0.6834892302018905	-0.05150693506808604	10.0	10.0	pseudo_transcript_0	0.5023236156797972	0.14381798745895144	10.0	10.0
pseudo_1646	pseudo_transcript_0	0.5119656262672039	-0.11063104652236716	10.0	10.0	pseudo_transcript_0	0.42217790832964897	0.1831866229542992	10.0	10.0	pseudo_transcript_0	0.9369888718132428	0.06318586970406433	10.0	10.0
pseudo_1647	pseudo_transcript_0	0.9369888718132428	-0.0650917052065767	10.0	10.0	pseudo_transcript_0	0.2799375985524841	-0.15254299316000436	10.0	10.0	pseudo_transcript_0	0.5924318321366647	-0.22134636080652179	10.0	10.0
pseudo_1648	pseudo_transcript_0	0.5283193827334093	0.176274407387868	9.0	9.0	pseudo_transcript_0	0.9608366940424466	0.11597325293516665	9.0	9.0	pseudo_transcript_0	0.7798235476115685	0.18718537816093914	9.0	9.0
pseudo_1649	pseudo_transcript_0	0.15469021519409645	-0.07959626270553431	9.0	9.0	pseudo_transcript_0	0.9974723239175857	-0.04950594756806818	9.0	9.0	pseudo_transcript_0	0.42340572822653144	-0.0712259558985582	9.0	9.0
pseudo_165	pseudo_transcript_0	0.915455741033016	-0.044975737553227146	10.0	10.0	pseudo_transcript_0	0.4309121538785624	0.10772685091663702	10.0	10.0	pseudo_transcript_0	0.4852129895185757	0.11367911373284027	10.0	10.0
pseudo_1650	pseudo_transcript_0	0.8595613067468086	0.07111698423327649	10.0	10.0	pseudo_transcript_0	0.6834892302018905	0.16646756195168855	10.0	10.0	pseudo_transcript_0	0.4975388762141443	0.07246272145860504	10.0	10.0
pseudo_1651	pseudo_transcript_0	0.024709448888604504	0.27039699762237884	10.0	10.0	pseudo_transcript_0	0.9234351232299131	-0.04554091405138586	10.0	10.0	pseudo_transcript_0	0.11368312887244487	0.03221018133634901	10.0	10.0
pseudo_1652	pseudo_transcript_0	0.0935974389963929	-0.3648214159232606	10.0	10.0	pseudo_transcript_0	0.5903335994439207	0.023826778074549654	10.0	10.0	pseudo_transcript_0	0.12962118686116847	-0.0728062188103769	10.0	10.0
pseudo_1653	pseudo_transcript_0	0.81837465208859	-0.08600787422124984	10.0	10.0	pseudo_transcript_0	0.29837978415983424	-0.3469104964518542	10.0	10.0	pseudo_transcript_0	0.4296462362454889	-0.05154051354747292	10.0	10.0
pseudo_1654	pseudo_transcript_0	0.5187720400128062	-0.03357990663807877	10.0	10.0	pseudo_transcript_0	0.7956043896528537	-0.0775063219358995	10.0	10.0	pseudo_transcript_0	0.8207158568787905	-0.08047265424112836	10.0	10.0
pseudo_1655	pseudo_transcript_0	0.852470256369866	0.03226207787485808	10.0	10.0	pseudo_transcript_0	0.4939652341380498	-0.11626595980783282	10.0	10.0	pseudo_transcript_0	0.8477494684748981	-0.10443266201863825	10.0	10.0
pseudo_1656	pseudo_transcript_0	0.9681696978333756	-0.13807371999822715	10.0	10.0	pseudo_transcript_0	0.6890106834533487	-0.13592443264698428	10.0	10.0	pseudo_transcript_0	0.5325237664493164	-0.03984342019479777	10.0	10.0
pseudo_1657	pseudo_transcript_0	0.9465749136847273	-0.07262548194768377	10.0	10.0	pseudo_transcript_0	0.9826279346973985	0.07283699345455917	10.0	10.0	pseudo_transcript_0	0.9825801814163488	0.04537967023618758	10.0	10.0
pseudo_1658	pseudo_transcript_0	0.41657115487471774	0.07516558179256874	10.0	10.0	pseudo_transcript_0	0.3242049473305847	-0.11545316509111381	10.0	10.0	pseudo_transcript_0	0.9945934612269208	-0.06611168308212369	10.0	10.0
pseudo_1659	pseudo_transcript_0	0.3682686098382316	0.04781468421832904	10.0	10.0	pseudo_transcript_0	0.08844515302556429	0.21191682806888376	10.0	10.0	pseudo_transcript_0	0.11541257145374391	0.2000956620582822	10.0	10.0
pseudo_166	pseudo_transcript_0	0.5789693218205403	-0.12128689727986595	10.0	10.0	pseudo_transcript_0	0.2799375985524841	0.008858191349212452	10.0	10.0	pseudo_transcript_0	0.37390603460737837	-0.06187947418450806	10.0	10.0
pseudo_1660	pseudo_transcript_0	0.35323556817881585	0.1327646159951682	10.0	10.0	pseudo_transcript_0	0.8741200613244574	-0.0804312786558296	10.0	10.0	pseudo_transcript_0	0.6596117130098547	0.12068662723328971	10.0	10.0
pseudo_1661	pseudo_transcript_0	0.20726721356103728	0.07022814615371847	10.0	10.0	pseudo_transcript_0	0.22932645299967647	0.1795674004087977	10.0	10.0	pseudo_transcript_0	0.16206975680095115	0.283209951657747	10.0	10.0
pseudo_1662	pseudo_transcript_0	0.3779652754085566	0.31244148836376456	10.0	10.0	pseudo_transcript_0	0.6091253190094476	0.18154414902510826	10.0	10.0	pseudo_transcript_0	0.3779652754085566	0.2567036670789295	10.0	10.0
pseudo_1663	pseudo_transcript_0	0.8951754370002685	-0.06669085629388828	10.0	10.0	pseudo_transcript_0	0.8328980471372222	0.08197859162273619	10.0	10.0	pseudo_transcript_0	0.6176554764908733	0.006304329447523506	10.0	10.0
pseudo_1664	pseudo_transcript_0	0.0025921458794430354	0.25487406857072076	10.0	10.0	pseudo_transcript_0	0.57181333703538	0.345674387240897	10.0	10.0	pseudo_transcript_0	0.00978838996766337	0.25070882713139736	10.0	10.0
pseudo_1665	pseudo_transcript_0	0.7421410214947524	0.007964955622460246	10.0	10.0	pseudo_transcript_0	0.4622951071247505	-0.09038880985549762	10.0	10.0	pseudo_transcript_0	0.6804574823817391	-0.08138437832227917	10.0	10.0
pseudo_1666	pseudo_transcript_0	0.8195450547859062	-0.011890321100047244	10.0	10.0	pseudo_transcript_0	0.6028318536474817	-0.03363734450675734	10.0	10.0	pseudo_transcript_0	0.7707651723722996	-0.03391483792290287	10.0	10.0
pseudo_1667	pseudo_transcript_0	0.6018353286619694	0.030128122629863047	10.0	10.0	pseudo_transcript_0	0.34144451552895205	-0.05127730383116241	10.0	10.0	pseudo_transcript_0	0.7410031443317339	0.040126745745121005	10.0	10.0
pseudo_1668	pseudo_transcript_0	0.7799933609284604	0.09196420775902696	10.0	10.0	pseudo_transcript_0	0.27660926262743646	0.41179977462033185	10.0	10.0	pseudo_transcript_0	0.32287649630720117	0.2821992815185717	10.0	10.0
pseudo_1669	pseudo_transcript_0	0.2105404569709327	-0.355688817788723	10.0	10.0	pseudo_transcript_0	0.9982027493063161	0.044656369593877476	10.0	10.0	pseudo_transcript_0	0.3370785484573099	-0.1159787130090066	10.0	10.0
pseudo_167	pseudo_transcript_0	0.8548326447215275	-0.06060651969727212	10.0	10.0	pseudo_transcript_0	0.6420959647017566	0.11126354473826326	10.0	10.0	pseudo_transcript_0	0.5295615075306959	0.06463393768506748	10.0	10.0
pseudo_1670	pseudo_transcript_0	0.88565459518224	0.16270593302303035	10.0	10.0	pseudo_transcript_0	0.29629148376891823	0.2205105443105683	10.0	10.0	pseudo_transcript_0	0.5494667789950357	0.334560847066462	10.0	10.0
pseudo_1671	pseudo_transcript_0	0.10119789455360452	-0.18294969383039159	10.0	10.0	pseudo_transcript_0	0.19318773012154633	0.16492907892899455	10.0	10.0	pseudo_transcript_0	0.8148658928036849	-0.06588224692558031	10.0	10.0
pseudo_1672	pseudo_transcript_0	0.08454460683016267	-0.1828610996197814	10.0	10.0	pseudo_transcript_0	0.5306907996820835	0.28966455269297336	10.0	10.0	pseudo_transcript_0	0.26547390873746834	9.465759177648692e-05	10.0	10.0
pseudo_1673	pseudo_transcript_0	0.32435279719797017	-0.2513571621957325	10.0	10.0	pseudo_transcript_0	0.7001031705043067	0.2599949760231907	10.0	10.0	pseudo_transcript_0	0.8359717259721537	-0.07149572443761505	10.0	10.0
pseudo_1674	pseudo_transcript_0	0.826575811019814	-0.06478749290398689	10.0	10.0	pseudo_transcript_0	0.09933318307652955	0.32198502557326153	10.0	10.0	pseudo_transcript_0	0.2045678450238444	0.154716733701692	10.0	10.0
pseudo_1675	pseudo_transcript_0	0.7707651723722996	-0.11202216256322826	10.0	10.0	pseudo_transcript_0	0.7281111869647781	0.10937765842016729	10.0	10.0	pseudo_transcript_0	0.9226273490576165	0.08880732124991235	10.0	10.0
pseudo_1676	pseudo_transcript_0	0.3462520718572849	0.15994364166751415	10.0	10.0	pseudo_transcript_0	0.759915237656899	0.12765782635692427	10.0	10.0	pseudo_transcript_0	0.9405826424539642	-0.06384974410604559	10.0	10.0
pseudo_1677	pseudo_transcript_0	0.493728627987173	-0.16966881929684963	10.0	10.0	pseudo_transcript_0	0.7886607771469836	0.20436345445749962	10.0	10.0	pseudo_transcript_0	0.902326066243471	-0.03128930815654362	10.0	10.0
pseudo_1678	pseudo_transcript_0	0.774222019707431	-0.06777160036698007	10.0	10.0	pseudo_transcript_0	0.06750503411546502	-0.31303802420454113	10.0	10.0	pseudo_transcript_0	0.08481637373240375	-0.17529650192144078	10.0	10.0
pseudo_1679	pseudo_transcript_0	0.7082602160041025	-0.1631076926946627	10.0	10.0	pseudo_transcript_0	0.4213102276108519	0.0013076002699166829	10.0	10.0	pseudo_transcript_0	0.6617939500919952	-0.18383043895991805	10.0	10.0
pseudo_168	pseudo_transcript_0	0.7962167874625627	0.11629072692615618	10.0	10.0	pseudo_transcript_0	0.8788551877570067	-0.06675440180170795	10.0	10.0	pseudo_transcript_0	0.7149928444470178	-0.060522172533105545	10.0	10.0
pseudo_1680	pseudo_transcript_0	0.60498471826823	-0.11288456331319507	10.0	10.0	pseudo_transcript_0	0.5179726233241218	0.07061103587406299	10.0	10.0	pseudo_transcript_0	0.8927937560903715	0.04485532235887881	10.0	10.0
pseudo_1681	pseudo_transcript_0	0.4994498551447867	0.2538089434942345	10.0	10.0	pseudo_transcript_0	0.8387616073168098	0.04270127474422584	10.0	10.0	pseudo_transcript_0	0.9921906200326256	0.27477781957579256	10.0	10.0
pseudo_1682	pseudo_transcript_0	0.042297183146055024	0.23546489323401834	10.0	10.0	pseudo_transcript_0	0.9766390598667248	-0.058573639310716075	10.0	10.0	pseudo_transcript_0	0.12437200298337943	0.09499403393576404	10.0	10.0
pseudo_1683	pseudo_transcript_0	0.22979651982967386	0.1052047000641581	10.0	10.0	pseudo_transcript_0	0.06185406527562751	-0.11629677854924646	10.0	10.0	pseudo_transcript_0	0.31847390456771885	0.09958976193321573	10.0	10.0
pseudo_1684	pseudo_transcript_0	0.33405575143882305	0.14092124731618658	10.0	10.0	pseudo_transcript_0	0.9359668954535141	0.12126499444546472	10.0	10.0	pseudo_transcript_0	0.32657549506324557	0.22047375758601193	10.0	10.0
pseudo_1685	pseudo_transcript_0	0.9441776233843684	-0.027645666151741317	10.0	10.0	pseudo_transcript_0	0.862302313432573	0.1622456258723619	10.0	10.0	pseudo_transcript_0	0.8465701175589408	0.07925462411033661	10.0	10.0
pseudo_1686	pseudo_transcript_0	0.1638857592634997	0.2517085047393035	10.0	10.0	pseudo_transcript_0	0.6845921790300151	-0.23740830000912272	10.0	10.0	pseudo_transcript_0	0.49182937720454056	0.07640416827328111	10.0	10.0
pseudo_1687	pseudo_transcript_0	0.19043225087789362	-0.07127165152121999	10.0	10.0	pseudo_transcript_0	0.5351298790135243	0.03777367914881369	10.0	10.0	pseudo_transcript_0	0.4684229906994998	-0.0117538161634984	10.0	10.0
pseudo_1688	pseudo_transcript_0	0.5615844898287521	0.12843985889715195	10.0	10.0	pseudo_transcript_0	0.9240314695280945	-0.20062801610387895	10.0	10.0	pseudo_transcript_0	0.9741730732781534	0.09270662518350044	10.0	10.0
pseudo_1689	pseudo_transcript_0	0.13582910685420527	0.3271968639425478	10.0	10.0	pseudo_transcript_0	0.32273311844887576	-0.08982659368205675	10.0	10.0	pseudo_transcript_0	0.7228756637018142	0.09272092927886665	10.0	10.0
pseudo_169	pseudo_transcript_0	0.3097872277559267	0.10016238503314627	10.0	10.0	pseudo_transcript_0	0.34488488001573125	0.41004036023153123	10.0	10.0	pseudo_transcript_0	0.18289679192723762	0.2585301392686204	10.0	10.0
pseudo_1690	pseudo_transcript_0	0.2928876284415751	-0.059213372955892796	10.0	10.0	pseudo_transcript_0	0.15741101509934952	-0.13459799502495062	10.0	10.0	pseudo_transcript_0	0.16479948439515646	-0.20626353240542117	10.0	10.0
pseudo_1691	pseudo_transcript_0	0.60814147539369	0.057951757078657774	10.0	10.0	pseudo_transcript_0	0.8176970131731505	0.20669039252737278	10.0	10.0	pseudo_transcript_0	0.6240341028082199	0.18307185096627468	10.0	10.0
pseudo_1692	pseudo_transcript_0	0.10534010127041372	0.21550281857580414	10.0	10.0	pseudo_transcript_0	0.9646655972009529	0.013397818025660877	10.0	10.0	pseudo_transcript_0	0.20083181802283256	0.06710278638371761	10.0	10.0
pseudo_1693	pseudo_transcript_0	0.40288647039074355	-0.1299690844844812	10.0	10.0	pseudo_transcript_0	0.5111902599808799	0.22633906617086355	10.0	10.0	pseudo_transcript_0	0.9321991862970058	0.04919794584071266	10.0	10.0
pseudo_1694	pseudo_transcript_0	0.025294170653487866	-0.36693908288428195	10.0	10.0	pseudo_transcript_0	0.3772424938520088	0.3579271575479883	10.0	10.0	pseudo_transcript_0	0.4447490276158025	-0.07277025633382823	10.0	10.0
pseudo_1695	pseudo_transcript_0	0.4786450981020066	0.13311242876702326	10.0	10.0	pseudo_transcript_0	0.7360208625715117	0.39711478416642215	10.0	10.0	pseudo_transcript_0	0.6250999701980928	0.21706444347012768	10.0	10.0
pseudo_1696	pseudo_transcript_0	0.085635916387682	-0.012516716273507672	10.0	10.0	pseudo_transcript_0	0.10532617535399375	-0.2537529179227706	10.0	10.0	pseudo_transcript_0	0.054964799936246804	-0.11659200129297691	10.0	10.0
pseudo_1697	pseudo_transcript_0	0.14104007494391735	-0.2603382492275483	10.0	10.0	pseudo_transcript_0	0.0079491676310552	0.313656585985651	10.0	10.0	pseudo_transcript_0	0.30692677737219143	0.045385063430953075	10.0	10.0
pseudo_1698	pseudo_transcript_0	0.16802776762899885	0.20568580738158881	10.0	10.0	pseudo_transcript_0	0.02331158217036291	-0.271594175447116	10.0	10.0	pseudo_transcript_0	0.43494231525884197	-0.13142235236245642	10.0	10.0
pseudo_1699	pseudo_transcript_0	0.31050508283815126	0.07788506038165935	10.0	10.0	pseudo_transcript_0	0.3825390649125	0.16992237956086745	10.0	10.0	pseudo_transcript_0	0.1992459960948203	0.23199463472398615	10.0	10.0
pseudo_17	pseudo_transcript_0	0.662886148420479	0.033022279035349676	10.0	10.0	pseudo_transcript_0	0.39744269689650435	-0.14272662890796575	10.0	10.0	pseudo_transcript_0	0.5707567637743247	-0.05521039228856541	10.0	10.0
pseudo_170	pseudo_transcript_0	0.4601501530073465	0.06441428666166614	10.0	10.0	pseudo_transcript_0	0.06040138969034316	-0.5005604189976033	10.0	10.0	pseudo_transcript_0	0.2045678450238444	-0.1141047807794382	10.0	10.0
pseudo_1700	pseudo_transcript_0	0.6176554764908733	-0.4351704490701162	10.0	10.0	pseudo_transcript_0	0.8060500653473481	-0.04617553151969989	10.0	10.0	pseudo_transcript_0	0.391136252522461	-0.2970383196255631	10.0	10.0
pseudo_1701	pseudo_transcript_0	0.21776043213181917	0.1396260448869963	10.0	10.0	pseudo_transcript_0	0.45410555845059186	0.06896229854967025	10.0	10.0	pseudo_transcript_0	0.5197481869703944	0.07195455798682525	10.0	10.0
pseudo_1702	pseudo_transcript_0	0.9993992689292382	0.12558581689471002	10.0	10.0	pseudo_transcript_0	0.8048876873610313	0.09129893869019297	10.0	10.0	pseudo_transcript_0	0.6379510428043977	0.04631983728878861	10.0	10.0
pseudo_1703	pseudo_transcript_0	0.5394681667679634	-0.04955595323253179	10.0	10.0	pseudo_transcript_0	0.44779286971718524	0.24418583189283435	10.0	10.0	pseudo_transcript_0	0.4278892461078573	0.13836309760767518	10.0	10.0
pseudo_1704	pseudo_transcript_0	0.7788381110044345	-0.07120060101306679	10.0	10.0	pseudo_transcript_0	0.5872277770263588	0.019923455930749557	10.0	10.0	pseudo_transcript_0	0.9777758227907319	-0.0065942435267421495	10.0	10.0
pseudo_1705	pseudo_transcript_0	0.13347476239469427	0.058306555721102715	10.0	10.0	pseudo_transcript_0	0.9874197557884786	-0.39694845220613506	10.0	10.0	pseudo_transcript_0	0.8856545969194081	0.023757733234400724	10.0	10.0
pseudo_1706	pseudo_transcript_0	0.12730582871726184	0.30863706244299716	9.0	9.0	pseudo_transcript_0	0.056504734600027064	-0.29107992595089854	9.0	9.0	pseudo_transcript_0	0.5200422073500863	0.01750114896208026	9.0	9.0
pseudo_1707	pseudo_transcript_0	0.9741730732781534	0.10469928399894297	10.0	10.0	pseudo_transcript_0	0.34220713794462265	0.046446461748279266	10.0	10.0	pseudo_transcript_0	0.3462520718572849	0.08624211583830692	10.0	10.0
pseudo_1708	pseudo_transcript_0	0.1269754853058413	-0.20392230861184948	10.0	10.0	pseudo_transcript_0	0.2700337890172263	0.33341556932203487	10.0	10.0	pseudo_transcript_0	0.8371478947647445	0.02910340117532399	10.0	10.0
pseudo_1709	pseudo_transcript_0	0.9178455404533858	-0.14687794495754877	10.0	10.0	pseudo_transcript_0	0.9276104242770064	0.14758160134490603	10.0	10.0	pseudo_transcript_0	0.9825801811499124	-0.04124665168434875	10.0	10.0
pseudo_171	pseudo_transcript_0	0.31266523085412057	-0.12043926854022702	10.0	10.0	pseudo_transcript_0	0.20048074334131138	-0.2887120905846939	10.0	10.0	pseudo_transcript_0	0.06325196652787203	-0.2100590896802763	10.0	10.0
pseudo_1710	pseudo_transcript_0	0.1955813681326718	0.10436818591165108	10.0	10.0	pseudo_transcript_0	0.5525690569372531	-0.018145490951480676	10.0	10.0	pseudo_transcript_0	0.2766183037365877	0.07173034768755765	10.0	10.0
pseudo_1711	pseudo_transcript_0	0.9142611258298042	0.023307306204687763	10.0	10.0	pseudo_transcript_0	0.5121563211209084	-0.09777145412108601	10.0	10.0	pseudo_transcript_0	0.6639790639364167	-0.047441475905563406	10.0	10.0
pseudo_1712	pseudo_transcript_0	0.6134189807844579	0.09293115625140276	10.0	10.0	pseudo_transcript_0	0.4532006853436603	-0.07750797365729332	10.0	10.0	pseudo_transcript_0	0.9981978081498489	-0.06332225216090519	10.0	10.0
pseudo_1713	pseudo_transcript_0	0.7364573205150503	-0.14937904362298945	10.0	10.0	pseudo_transcript_0	0.8422840669897188	0.09712110271545878	10.0	10.0	pseudo_transcript_0	0.6390269641342561	-0.07833667162472999	10.0	10.0
pseudo_1714	pseudo_transcript_0	0.48239221877388117	0.08353824555280855	10.0	10.0	pseudo_transcript_0	0.2752855120297092	0.21849519571553197	10.0	10.0	pseudo_transcript_0	0.5285759529473228	0.3226860148494867	10.0	10.0
pseudo_1715	pseudo_transcript_0	0.4054316242635465	0.06951338156808079	10.0	10.0	pseudo_transcript_0	0.23283584601466278	-0.3281457105742358	10.0	10.0	pseudo_transcript_0	0.15759623946280776	-0.2011724707058695	10.0	10.0
pseudo_1716	pseudo_transcript_0	0.07135570659636124	0.4470875697455299	10.0	10.0	pseudo_transcript_0	0.05958406330137964	-0.01662831254795834	10.0	10.0	pseudo_transcript_0	0.020113857869602153	0.11259311660729752	10.0	10.0
pseudo_1717	pseudo_transcript_0	0.645498389591312	-0.0606758781795855	10.0	10.0	pseudo_transcript_0	0.5515650688743441	-0.10339243251812513	10.0	10.0	pseudo_transcript_0	0.874963416456048	-0.0439254359670363	10.0	10.0
pseudo_1718	pseudo_transcript_0	0.8832769089312894	0.13040808222027175	10.0	10.0	pseudo_transcript_0	0.47334157249908093	0.23525826242090886	10.0	10.0	pseudo_transcript_0	0.8043621336480355	0.1341739439854983	10.0	10.0
pseudo_1719	pseudo_transcript_0	0.03991018972763744	-0.3028230530256634	10.0	10.0	pseudo_transcript_0	0.8458096855380756	0.08499694796459079	10.0	10.0	pseudo_transcript_0	0.16756369983083252	-0.16162613257964914	10.0	10.0
pseudo_172	pseudo_transcript_0	0.5585429823252059	0.23659681816173572	10.0	10.0	pseudo_transcript_0	0.4911248945213593	0.012770988587275212	10.0	10.0	pseudo_transcript_0	0.7489800454241207	0.1180555224230862	10.0	10.0
pseudo_1720	pseudo_transcript_0	0.27199140028343505	0.1124948822017686	10.0	10.0	pseudo_transcript_0	0.6064994829221974	-0.07207754884774503	10.0	10.0	pseudo_transcript_0	0.7183675317273808	0.09128840370681297	10.0	10.0
pseudo_1721	pseudo_transcript_0	0.10861706463657446	-0.21759142222023295	10.0	10.0	pseudo_transcript_0	0.9025925277956542	0.047490359564774404	10.0	10.0	pseudo_transcript_0	0.24780025030900266	-0.05017263998933844	10.0	10.0
pseudo_1722	pseudo_transcript_0	0.8927937560903715	0.17170355864117828	10.0	10.0	pseudo_transcript_0	0.9311908463478138	-0.027379610661451836	10.0	10.0	pseudo_transcript_0	0.5354943894948888	-0.08219843704102284	10.0	10.0
pseudo_1723	pseudo_transcript_0	0.7341878515575754	0.16210283746062523	10.0	10.0	pseudo_transcript_0	0.8924922518672813	0.21304373753023664	10.0	10.0	pseudo_transcript_0	0.5893123777144106	0.18289751118514452	10.0	10.0
pseudo_1724	pseudo_transcript_0	0.9250193128017048	0.20336575494977327	10.0	10.0	pseudo_transcript_0	0.11887907954168558	-0.17600459176872896	10.0	10.0	pseudo_transcript_0	0.505206098236513	-0.0708406091078424	10.0	10.0
pseudo_1725	pseudo_transcript_0	0.555509502072571	0.06454727979859491	10.0	10.0	pseudo_transcript_0	0.10500375996401563	-0.17874918933198844	10.0	10.0	pseudo_transcript_0	0.04643327844126094	-0.12302970810754943	10.0	10.0
pseudo_1726	pseudo_transcript_0	0.37228991194671934	0.017944043192090958	10.0	10.0	pseudo_transcript_0	0.4779867602051999	0.19738534758298085	10.0	10.0	pseudo_transcript_0	0.9369888708513399	-0.046526129343456145	10.0	10.0
pseudo_1727	pseudo_transcript_0	0.8773373335173817	0.10328038564707327	10.0	10.0	pseudo_transcript_0	0.6377999794100265	-0.1859151964516148	10.0	10.0	pseudo_transcript_0	0.8560143284491171	0.026034449402819935	10.0	10.0
