	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho
	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene															
LH01332	CUFF.2809.1	0.2733079696465559	0.19771603404568272	10.0	10.0	CUFF.2809.1	0.45682631497007675	-0.12687447231920432	10.0	10.0	CUFF.2809.1	0.9945934616404456	0.06615455134382049	10.0	10.0
LH01335															
LH01348	ENST00000562313	0.010630810394703788	-0.45290094729958885	10.0	10.0	ENST00000562313	0.6956583593078729	0.25924570581635425	10.0	10.0	ENST00000562313	0.05788509839128618	-0.12799307357103654	10.0	10.0
LH01353	P1P2	0.45015090322118634	-0.08555078895183282	10.0	10.0	P1P2	0.6303112937327524	0.01669627703841159	10.0	10.0	P1P2	0.6304410645394537	-0.021977753381586317	10.0	10.0
LH01354	CUFF.2968.1	0.9011337357989669	-0.061209849123622574	10.0	10.0	CUFF.2968.1	0.049246512471797996	0.38919630772484554	10.0	10.0	CUFF.2968.1	0.4028865063695193	0.30417892094336413	10.0	10.0
LH01360	CUFF.2941.1	0.17654683184259257	-0.0650570518250367	10.0	10.0	CUFF.2941.1	0.8458096970888056	-0.016630872858652297	10.0	10.0	CUFF.2941.1	0.24351359693409225	-0.07429219034699532	10.0	10.0
LH01365	P1	0.003460877936751669	-0.7523570839652246	10.0	10.0	ENST00000449680,ENST00000528689,ENST00000439699,ENST00000528818	0.13690524059998563	-0.09851717719696097	10.0	10.0	ENST00000449680,ENST00000528689,ENST00000439699,ENST00000528818	0.07254576722730038	-0.051428878484782094	10.0	10.0
LH01367	CUFF.2992.2,CUFF.2992.3	0.8927937642407536	0.03931707849915644	10.0	10.0	CUFF.2992.2,CUFF.2992.3	0.12268601279036663	0.3505262793815929	9.0	9.0	CUFF.2992.2,CUFF.2992.3	0.2307584626466742	0.10546702244280069	9.0	9.0
LH01379	CUFF.3053.1	0.5924318604448692	-0.04766554377053429	10.0	10.0	CUFF.3053.1	0.347575999967631	-0.16160394867307987	10.0	10.0	CUFF.3053.1	0.3658688893187315	-0.105936553754162	10.0	10.0
LH01382															
LH01388	P1P2	0.44474906244321544	0.13607117000213648	10.0	10.0	P1P2	0.4733416060632294	0.17508600237852115	10.0	10.0	P1P2	0.3265755320651835	0.12311664635896528	10.0	10.0
LH01393	ENST00000437190	0.8078595792107346	0.08383335069429049	10.0	10.0	ENST00000437190	0.9156866809676463	-0.11268170688917838	10.0	10.0	ENST00000437190	0.724004228693555	0.0017910859394058936	10.0	10.0
LH01395	P1P2	0.008316786383293197	-0.3856774023854456	10.0	10.0	P1P2	0.7576292924490255	0.31088620689909247	10.0	10.0	P1P2	0.07646348910304035	-0.1913543313720412	10.0	10.0
LH01397	CUFF.3437.1,CUFF.3437.2	0.6401036712507924	0.17004413135899807	10.0	10.0	CUFF.3437.1,CUFF.3437.2	0.47056645362889027	0.17002410167205995	10.0	10.0	CUFF.3437.1,CUFF.3437.2	0.6187166250213038	0.09103765615775815	10.0	10.0
LH01398	P1P2	0.11028554965024766	0.31555312801655006	10.0	10.0	P1P2	0.24786793106834193	-0.005260559487223111	10.0	10.0	P1P2	0.7319207219442679	0.12403373213013708	10.0	10.0
LH01399	P1P2	0.0007374276029072345	-0.4867981765585385	10.0	10.0	P1P2	0.8847801840987066	-0.3500408554131391	10.0	10.0	P1P2	0.007338193460096367	-0.2499403038270517	10.0	10.0
LH01400	P1P2	0.10405151397367825	-0.38375351596870105	10.0	10.0	P1P2	0.8014031646477193	0.06125024456459638	10.0	10.0	P1P2	0.22458151440795326	-0.15960559705770752	10.0	10.0
LH01401	P1P2	0.3836936554677075	-0.18507465815174862	10.0	10.0	P1P2	0.3103988466965515	-0.18355238610966887	10.0	10.0	P1P2	0.08213030568238662	-0.1899062034586512	10.0	10.0
LH01402	P1P2	0.4349423503887494	-0.12754663988028234	10.0	10.0	P1P2	0.6271133777951218	-0.03637475233323578	10.0	10.0	P1P2	0.41570794553143964	-0.15402162722280108	10.0	10.0
LH01405	P1P2	0.5748561355020849	0.009481345988957677	10.0	10.0	P1P2	0.06683207981323143	0.33629982775668804	10.0	10.0	P1P2	0.14640340075520647	0.1467303234220723	10.0	10.0
LH01415	P1P2	0.5966028735914826	0.13936199941417962	10.0	10.0	P1P2	0.31111566432155024	0.3108581014424973	10.0	10.0	P1P2	0.10026069665805491	0.12809773004921302	10.0	10.0
LH01417	ENST00000415414	0.0667545384760473	-0.12393361420942521	10.0	10.0	ENST00000415414	0.033785201616074505	-0.30765438211931406	10.0	10.0	ENST00000415414	0.02135605569316889	-0.2980698222657901	10.0	10.0
LH01418	ENST00000440959	0.21607872358434388	-0.1116648359564998	10.0	10.0	ENST00000440959	0.41354834013388053	-0.10588279604771504	10.0	10.0	ENST00000440959	0.12000602079886293	-0.17436689925604767	10.0	10.0
LH01421	ENST00000358073	0.332550965630365	0.2969635309396078	10.0	10.0	ENST00000358073	0.06728011304044236	-0.33932544823264443	10.0	10.0	ENST00000358073	0.5841302223635596	-0.08563138269869182	10.0	10.0
LH01423	P1P2	0.013557654866990022	-0.4159407638196771	10.0	10.0	P1P2	0.09964169522316188	-0.1369409985882304	10.0	10.0	P1P2	0.010769560375238678	-0.34684156423924745	10.0	10.0
LH01424	CUFF.3276.1	0.3420280077188901	-0.26162852978396006	10.0	10.0	CUFF.3276.1	0.21958807939874936	0.10236540840071419	10.0	10.0	CUFF.3276.1	0.9226273549570496	0.04129334941779098	10.0	10.0
LH01427	CUFF.3307.1	0.5004068369914033	-0.21910021190825324	10.0	10.0	CUFF.3307.1	0.06484622886498131	0.24896522878147406	10.0	10.0	CUFF.3307.1	0.5158493242226063	0.022531065720388516	10.0	10.0
LH01434	CUFF.3329.6	0.04862586936588851	0.1610460437144549	10.0	10.0	CUFF.3329.6	0.06227440673174184	-0.32324023420083	10.0	10.0	CUFF.3329.6	0.8939844851230447	0.08574969046477206	10.0	10.0
LH01437	ENST00000608166	0.014865187753702916	-0.2694220626720131	10.0	10.0	ENST00000608166	0.9634686471895556	0.08025457196671389	10.0	10.0	ENST00000608166	0.08563594033195336	-0.0830746828111225	10.0	10.0
LH01456	CUFF.3599.10	0.636875909354737	-0.055567197807034556	10.0	10.0	CUFF.3599.10	0.21344705780748552	-0.1035949536644123	10.0	10.0	CUFF.3599.10	0.4456467930818342	-0.023863990165964296	10.0	10.0
LH01457	CUFF.3562.1	0.616595179057635	0.06591156518811293	10.0	10.0	CUFF.3562.1	0.15785254012210093	-0.08853009698777047	10.0	10.0	CUFF.3562.1	0.24351359693409225	-0.1345776905334185	10.0	10.0
LH01458															
LH01472	ENST00000429210	0.005503900649190143	-0.2599754456799848	10.0	10.0	ENST00000429210	0.05064946800486038	-0.22852933190704763	10.0	10.0	ENST00000429210	0.003460877936751669	-0.2313567050783025	10.0	10.0
LH01473	P1P2	0.36427448544875607	-0.16030206128628474	10.0	10.0	P1P2	0.23876921451096245	0.2606353019558993	10.0	10.0	P1P2	0.6793540758070735	0.05076159721528268	10.0	10.0
LH01488	CUFF.3746.6,ENST00000475406	0.6683578814819684	-0.06423223164105613	10.0	10.0	CUFF.3746.6,ENST00000475406	0.7281112067736513	-0.15975091831114682	10.0	10.0	CUFF.3746.6,ENST00000475406	0.956168699948774	-0.22003426657776023	10.0	10.0
LH01490	CUFF.3746.3	0.5197482189042093	0.11605636779561539	10.0	10.0	CUFF.3746.3	0.8954611954511223	0.05956737687951019	10.0	10.0	CUFF.3746.3	0.8043621483082772	0.18511218517057562	10.0	10.0
LH01493	CUFF.3766.1	0.6325829316612809	-0.21164644703571958	10.0	10.0	CUFF.3766.1	0.37440936131842495	-0.054359937538912585	10.0	10.0	CUFF.3766.1	0.24841695586013957	-0.036024856597818296	10.0	10.0
LH01519	CUFF.3904.1	0.3288080947857587	0.20953528812274191	10.0	10.0	CUFF.3904.1	0.9694541799810966	0.1448230047266185	10.0	10.0	CUFF.3904.1	0.2819715802282765	0.06262886152567475	10.0	10.0
LH01521	CUFF.3924.1	0.04153861557606935	0.3768770244754293	10.0	10.0	CUFF.3924.1	0.29490477364035483	0.16554154940741964	10.0	10.0	CUFF.3924.1	0.504244336212419	0.1822527167637017	10.0	10.0
LH01523	CUFF.3925.1	0.43405706366775154	-0.09304101846790906	10.0	10.0	CUFF.3925.1	0.643171867536044	0.0790786746850043	10.0	10.0	CUFF.3925.1	0.8666637116923563	-0.05453800588013342	10.0	10.0
LH01524	CUFF.3925.2,CUFF.3925.3	0.4226434537817674	0.44839321424172546	10.0	10.0	CUFF.3925.2,CUFF.3925.3	0.33462995938507456	0.15823590283357947	10.0	10.0	CUFF.3925.2,CUFF.3925.3	0.2628973125517613	0.22924736855005654	10.0	10.0
LH01525	CUFF.3927.1	0.033050164220125716	0.5409033885840154	10.0	10.0	CUFF.3927.1	0.01181681147866947	0.7330285868308625	10.0	10.0	CUFF.3927.1	0.014865187753702916	0.6189598876389822	10.0	10.0
LH01540	ENST00000608760	0.6283022985373978	0.133029842476939	10.0	10.0	ENST00000608760	0.302585851206421	0.26963231347457883	10.0	10.0	ENST00000608760	0.1426740163904601	0.06467165449772143	10.0	10.0
LH01544	CUFF.3985.1	0.5305480269876484	0.25340319856111	10.0	10.0	CUFF.3985.1	0.17059830495379125	-0.1648995551088693	10.0	10.0	CUFF.3985.1	0.36427448544875607	0.18344923410507505	10.0	10.0
LH01552	P1P2	0.051986300260897754	-0.3686428360514564	10.0	10.0	P1P2	0.45410559269037465	-0.12769104051689079	10.0	10.0	P1P2	0.15583329339659932	-0.15643519925032343	10.0	10.0
LH01553															
LH01560	CUFF.4098.1	0.14226418282373346	-0.09810937394774971	10.0	10.0	CUFF.4098.1	0.7123791729318407	-0.06293072686651377	10.0	10.0	CUFF.4098.1	0.6487442607762783	-0.09630234683863814	10.0	10.0
LH01562	CUFF.4099.1	0.6848780483547583	0.175251224116758	10.0	10.0	CUFF.4099.1	0.6038787578689079	0.28264370924102583	10.0	10.0	CUFF.4099.1	0.8160350851355725	0.013240267519745635	10.0	10.0
LH01563	CUFF.4101.1	0.12548266521791684	0.16913315683373106	10.0	10.0	CUFF.4101.1	0.3460366108689311	0.5802706911526933	10.0	10.0	CUFF.4101.1	0.2327307465089833	0.40378048990018917	10.0	10.0
LH01580	CUFF.4161.1	0.02619370775495855	0.38705800077025104	10.0	10.0	CUFF.4161.1	0.10925676124474105	0.5420380943412563	10.0	10.0	CUFF.4161.1	0.01752925254901001	0.4388169779840529	10.0	10.0
LH01584	CUFF.4254.40	0.7105019451743373	0.050769939050847736	10.0	10.0	CUFF.4254.40	0.042558193203784005	0.3061674896616286	10.0	10.0	CUFF.4254.40	0.06971659924652651	0.19827638832491612	10.0	10.0
LH01586	P1P2	0.2935792232742849	0.2300875682863023	10.0	10.0	P1P2	0.7622033171987763	-0.08548335864613908	10.0	10.0	P1P2	0.6574323931981049	0.041262505423521584	10.0	10.0
LH01588	ENST00000434311	0.9645685191522209	0.11487146735352866	10.0	10.0	ENST00000434311	0.2498278013851678	-0.32551433936983076	9.0	9.0	ENST00000434311	0.20639892359427237	-0.12321687765518068	9.0	9.0
LH01591	P1P2	0.0032902344247664273	-0.3517978511900998	9.0	9.0	P1P2	0.0945440440013397	-0.27534118293380394	9.0	9.0	P1P2	0.0013680321320897878	-0.2479157247033399	9.0	9.0
LH01593	CUFF.4221.1	0.5315354470347603	-0.0748697702163404	10.0	10.0	CUFF.4221.1	0.2201525791786686	0.25822590756758007	10.0	10.0	CUFF.4221.1	0.5177968730473061	0.039345481428211475	10.0	10.0
LH01594	CUFF.4210.1	0.47724406826380217	0.11489571244772485	10.0	10.0	CUFF.4210.1	0.35690359854553766	0.1956847650196307	10.0	10.0	CUFF.4210.1	0.09418814324253576	0.18912612300721512	10.0	10.0
LH01595	P1P2	0.6552559576376134	-0.29853100314572784	10.0	10.0	P1P2	0.6956583593078729	-0.16404969017199458	10.0	10.0	P1P2	0.7387291101240814	-0.25166829979957134	10.0	10.0
LH01596	P1P2	0.7438080898762314	-0.224567732200918	14.0	14.0	P1P2	0.558284112198749	0.21252795441882533	14.0	14.0	P1P2	0.9065435342682554	0.1444158525996073	14.0	14.0
LH01599	CUFF.4264.1	0.5565197979159049	0.16366244199880367	10.0	10.0	CUFF.4264.1	0.8481618302534735	-0.14183423541390414	10.0	10.0	CUFF.4264.1	0.4693472846546646	-0.21618383393376286	10.0	10.0
LH01600	P1P2	0.8761502451040869	-0.07987606121317159	10.0	10.0	P1P2	0.9443304298290491	0.06018595321575463	10.0	10.0	P1P2	0.9369888766227565	0.07134322348297557	10.0	10.0
LH01605	CUFF.4346.2	0.21832313427600647	0.07138863883997451	10.0	10.0	CUFF.4346.2	0.45682631497007675	0.15246577348844706	10.0	10.0	CUFF.4346.2	0.6272340831093699	0.06370475304076416	10.0	10.0
LH01606	ENST00000608547	0.22746822122774324	0.02040294786503566	10.0	10.0	ENST00000608547	0.9790344722867703	0.22324947296681344	10.0	10.0	ENST00000608547	0.2977515182761441	0.06962406020447957	10.0	10.0
LH01607	CUFF.4353.1	0.6208412529740042	0.033931619082456295	10.0	10.0	CUFF.4353.1	0.8693894486402699	-0.12378924230577566	10.0	10.0	CUFF.4353.1	0.7296559105685123	-0.030304808692627267	10.0	10.0
LH01614	ENST00000438255	0.02733056229636745	0.3152774642202664	10.0	10.0	ENST00000438255	0.19165065414597648	-0.03549849641173319	10.0	10.0	ENST00000438255	0.22343419282738364	0.09515516684317583	10.0	10.0
LH01624	ENST00000366527	0.4331728191531421	-0.288445463737742	10.0	10.0	ENST00000366527	0.5944864477082914	-0.4497750248874008	10.0	10.0	ENST00000366527	0.38616484440898213	-0.2743431017009003	10.0	10.0
LH01626	P1P2	0.17994533282385028	-0.40807517316019565	10.0	10.0	P1P2	0.7622033171987763	-0.16026712448091784	10.0	10.0	P1P2	0.5514774490412007	-0.19929827338610917	10.0	10.0
LH01627	CUFF.4469.1	0.7776833660685096	-0.24749991786464773	10.0	10.0	CUFF.4469.1	0.16550203592049673	0.4050867085690156	10.0	10.0	CUFF.4469.1	0.1657170853884401	0.19159917123285886	10.0	10.0
LH01635	ENST00000566446	0.09068850252850168	-0.35206415956418335	10.0	10.0	ENST00000566446	0.7191069508342257	0.149099821048662	10.0	10.0	ENST00000566446	0.2628973125517613	-0.04840274360927216	10.0	10.0
LH01636	P1P2	0.0971865054665491	-0.3432937142938684	10.0	10.0	P1P2	0.8528701349722349	0.037607415470352346	10.0	10.0	P1P2	0.2590648250135572	-0.2449912423712142	10.0	10.0
LH01642	CUFF.4591.1	0.10828580882482924	-0.36330953671221383	10.0	10.0	CUFF.4591.1	0.47056645362889027	-0.1514230046362206	10.0	10.0	CUFF.4591.1	0.15452091140348767	-0.31205170807357324	10.0	10.0
LH01663	ENST00000608273	0.9981978082876933	0.09889928802090792	10.0	10.0	ENST00000608273	0.6007405824935095	-0.07553928827357033	10.0	10.0	ENST00000608273	0.5903513822814919	0.06422550377727089	10.0	10.0
LH01668															
LH01669	P1P2	0.12181037932735321	-0.31213745885510275	10.0	10.0	P1P2	0.6154478722344635	0.04692952009958216	10.0	10.0	P1P2	0.32067029976862904	-0.08787535999398623	10.0	10.0
LH01672															
LH01681	CUFF.4926.1	0.4638168728833564	0.144041482967017	10.0	10.0	CUFF.4926.1	0.7056737053449931	0.1052128977854377	10.0	10.0	CUFF.4926.1	0.40969487182569764	0.061571790922115816	10.0	10.0
LH01716	ENST00000455774	0.12108610691851995	-0.03959040606718791	10.0	10.0	ENST00000455774	0.2299087584482391	-0.17285990869613457	10.0	10.0	ENST00000455774	0.4870984871835201	0.04721077917039173	10.0	10.0
LH01721	P1P2	0.42613647436430835	-0.12763336845663156	10.0	10.0	P1P2	0.546558647423643	0.05215361786774761	10.0	10.0	P1P2	0.8583786727732202	-0.07591321734233625	10.0	10.0
LH01731															
LH01748	P1P2	0.5717803226315044	0.11868562613329954	10.0	10.0	P1P2	0.7045583294485129	0.25478495015051633	10.0	10.0	P1P2	0.7684631468821971	0.08093137271092367	10.0	10.0
LH01749	CUFF.5456.1,CUFF.5456.2,CUFF.5456.3	0.8714046660420385	-0.030728895679311575	10.0	10.0	CUFF.5456.1,CUFF.5456.2,CUFF.5456.3	0.8930859291997574	-0.10323976563442548	10.0	10.0	CUFF.5456.1,CUFF.5456.2,CUFF.5456.3	0.9202360909470458	0.06202354116392058	10.0	10.0
LH01754	ENST00000453284	0.506168890901014	0.1503008798451061	10.0	10.0	ENST00000453284	0.17059830495379125	-0.17746169763276684	10.0	10.0	ENST00000453284	0.4693472846546646	-0.12584153907762585	10.0	10.0
LH01762	P1P2	0.8113608544447428	0.0702247934617656	10.0	10.0	P1P2	0.33013593857713397	0.22561118462429475	10.0	10.0	P1P2	0.27661834047453804	0.1365953024801592	10.0	10.0
LH01763	CUFF.5593.8	0.8512895681619641	-0.14917758775405796	10.0	10.0	CUFF.5593.8	0.790973494899598	-0.09942874216238866	10.0	10.0	CUFF.5593.8	0.956168699948774	-0.13105255641349997	10.0	10.0
LH01774	ENST00000429104,ENST00000444438	0.36822762693088895	-0.1586508233021301	9.0	9.0	ENST00000429104,ENST00000444438	0.685691356939977	0.18027346824184096	9.0	9.0	ENST00000429104,ENST00000444438	0.43968187199935993	-0.05835301848748283	9.0	9.0
LH01775	CUFF.5657.3	0.9849826097203351	0.064391449804593	10.0	10.0	CUFF.5657.3	0.6912239541310938	-0.06095691718526284	10.0	10.0	CUFF.5657.3	0.7251333735916502	0.0741760054088662	10.0	10.0
LH01782															
LH01793	ENST00000598092,ENST00000601888,ENST00000596743	0.9645685191522209	-0.2794594899179888	10.0	10.0	ENST00000598092,ENST00000601888,ENST00000596743	0.2010092949059341	0.38887584516068124	10.0	10.0	ENST00000598092,ENST00000601888,ENST00000596743	0.23748056348848912	-0.016214842373087724	10.0	10.0
LH01795															
LH01799	CUFF.5881.1	0.03354907114401575	0.2542874947736659	10.0	10.0	CUFF.5881.1	0.6112296445536404	-0.11503873524866069	10.0	10.0	CUFF.5881.1	0.24841695586013957	0.08029628614123215	10.0	10.0
LH01800	CUFF.5895.1	0.28129860880116464	-0.5042089698131388	10.0	10.0	CUFF.5895.1	0.6143921158685579	-0.3930594191310073	10.0	10.0	CUFF.5895.1	0.45195974432466246	-0.4754901999875803	10.0	10.0
LH01803	CUFF.5955.1	0.24351359693409225	-0.018371808348728813	10.0	10.0	CUFF.5955.1	0.6890107058133035	-0.12781710767335244	10.0	10.0	CUFF.5955.1	0.4003509518303199	-0.09445664226324381	10.0	10.0
LH01815	ENST00000439792	0.269371413634798	0.10630201758567824	10.0	10.0	ENST00000439792	0.9718488939041675	-0.13887803776731106	10.0	10.0	ENST00000439792	0.7015503322873218	0.10358751965052311	10.0	10.0
LH01819	CUFF.5985.1	0.8101933397019327	0.04058109902498838	10.0	10.0	CUFF.5985.1	0.3663873389110349	-0.08720044240127718	10.0	10.0	CUFF.5985.1	0.506168890901014	-0.10876136298232325	10.0	10.0
LH01827															
LH01828	ENST00000491557	0.1196476734868043	-0.5312729661807928	10.0	10.0	ENST00000491557	0.6410208630049323	-0.00043055187710546355	10.0	10.0	ENST00000491557	0.16989372435061967	-0.272155832766511	10.0	10.0
LH01830	ENST00000527641	0.42876725662754633	-0.13073572094379438	10.0	10.0	ENST00000527641	0.03441992306280938	0.3388674364442741	10.0	10.0	ENST00000527641	0.11129630199008281	0.1613874028476319	10.0	10.0
LH01831	P1P2	0.39614640078840735	-0.17735559808853876	10.0	10.0	P1P2	0.3711876050591031	0.3756749687212167	10.0	10.0	P1P2	0.8347959412238811	0.06606888645115443	10.0	10.0
LH01840	ENST00000482985	0.2459567098990485	-0.15698010147867966	10.0	10.0	ENST00000482985	0.061228007123785136	0.2154609320312356	10.0	10.0	ENST00000482985	0.9705708528830281	0.09054879909834142	10.0	10.0
LH01843															
LH01847	CUFF.6108.1	0.7410031634307427	0.2518723433405187	10.0	10.0	CUFF.6108.1	0.5025387574595186	0.20818759260743067	10.0	10.0	CUFF.6108.1	0.45649977768824845	0.16487919562712414	10.0	10.0
LH01849	ENST00000432308	0.8371479070464195	0.08032343093613172	10.0	10.0	ENST00000432308	0.7576292924490255	0.22246855032000937	10.0	10.0	ENST00000432308	0.4767775508456773	0.10083792907482214	10.0	10.0
LH01853	P1P2	0.7892526692155559	0.21022679696701338	10.0	10.0	P1P2	0.012435186798667978	0.7625146261801196	10.0	10.0	P1P2	0.15063413739806497	0.49608248778734826	10.0	10.0
LH01855	CUFF.6251.1	0.09027070665616066	-0.2707113221161432	9.0	9.0	CUFF.6251.1	0.20994125177648104	0.28781024614299605	9.0	9.0	CUFF.6251.1	0.9007727793090252	0.05352719854309771	9.0	9.0
LH01858															
LH01859	CUFF.6396.11	0.8690336003087007	-0.0864976922068476	10.0	10.0	CUFF.6396.11	0.05318518928123276	0.42669580888732767	10.0	10.0	CUFF.6396.11	0.17702938175303584	0.23917420030776013	10.0	10.0
LH01860	CUFF.6212.1	0.8868438370672062	0.07649933499028828	10.0	10.0	CUFF.6212.1	0.9002145195099182	0.005682299667278891	10.0	10.0	CUFF.6212.1	0.9214316341651612	0.033718278282080384	10.0	10.0
LH01863															
LH01876	CUFF.6285.3	0.3454816296478379	0.45888365558599314	10.0	10.0	CUFF.6285.3	0.4668802649454241	0.2841774625067643	10.0	10.0	CUFF.6285.3	0.7811491131822986	0.24151081887461925	10.0	10.0
LH01883	ENST00000433113	0.8347959412238811	0.38951700710977066	10.0	10.0	ENST00000433113	0.009861772478178965	0.38550176989182877	10.0	10.0	ENST00000433113	0.01810967517624135	0.2456806400533652	10.0	10.0
LH01884	P1P2	0.01040309055262249	-0.32817072358360044	10.0	10.0	P1P2	0.09186576215827386	-0.3201294426768963	10.0	10.0	P1P2	0.0028193882504222658	-0.27742193277438115	10.0	10.0
LH01885															
LH01886	ENST00000371192	0.16756373232845567	0.20184399645091336	10.0	10.0	ENST00000371192	0.6790842292468131	0.08614555062633507	10.0	10.0	ENST00000371192	0.07848610090510098	0.02478700300844124	10.0	10.0
LH01887	P1P2	0.6563438108458828	0.16490992585876635	10.0	10.0	P1P2	0.28060655453330574	-0.12281299413389825	10.0	10.0	P1P2	0.4402759128991658	-0.17812580061004435	10.0	10.0
LH01889	P1P2	0.07375200440247306	-0.35004193978275544	10.0	10.0	P1P2	0.8871520033771407	-0.14615955384007515	10.0	10.0	P1P2	0.046598947479891926	-0.0771738418499322	10.0	10.0
LH01899	ENST00000443919	0.5676914518147651	-0.002230445163587983	10.0	10.0	ENST00000443919	0.3132726641256557	0.3063840714541803	10.0	10.0	ENST00000443919	0.2515164026023363	0.09512755035995935	10.0	10.0
LH01902	P1P2	0.26225586104784704	0.1423419344221959	10.0	10.0	P1P2	0.5606331168937677	0.14529606930121375	10.0	10.0	P1P2	0.5748561355020849	0.17062979932552155	10.0	10.0
LH01905	P1P2	0.22001740148094628	-0.3442442244369764	10.0	10.0	P1P2	0.6356565540433278	-0.11061185121181304	10.0	10.0	P1P2	0.4638168728833564	-0.10799488738720232	10.0	10.0
LH01906	ENST00000454527	0.5119656585449723	-0.023824179795571387	10.0	10.0	ENST00000454527	0.004421157984852787	0.30109760080974546	10.0	10.0	ENST00000454527	0.08055204152511392	0.20330383506427985	10.0	10.0
LH01907	ENST00000430651	0.2908195870250605	-0.2968108728548641	10.0	10.0	ENST00000430651	0.03291342369805417	0.3993388081767966	10.0	10.0	ENST00000430651	0.3454816296478379	-0.0024795786485940496	10.0	10.0
LH01911	CUFF.6482.1	0.5295615390177276	0.22515331298466404	10.0	10.0	CUFF.6482.1	0.14336121483835002	0.46390208425808815	10.0	10.0	CUFF.6482.1	0.8785247164775887	0.27241404960283094	10.0	10.0
LH01915	CUFF.6488.4,CUFF.6488.7,CUFF.6488.8,CUFF.6488.9,CUFF.6488.10,CUFF.6488.11	0.11822266044478219	-0.11743174131549079	10.0	10.0	CUFF.6488.4,CUFF.6488.7,CUFF.6488.8,CUFF.6488.9,CUFF.6488.10,CUFF.6488.11	0.7587720103330458	0.21360027076101548	10.0	10.0	CUFF.6488.4,CUFF.6488.7,CUFF.6488.8,CUFF.6488.9,CUFF.6488.10,CUFF.6488.11	0.7753753181764402	-0.06389851027490016	10.0	10.0
LH01916	CUFF.6488.12	0.34394395285783863	-0.13082165402980403	10.0	10.0	CUFF.6488.12	0.02045777047626495	0.13907012099307312	10.0	10.0	CUFF.6488.12	0.5666714254822288	0.14818771176248435	10.0	10.0
LH01936															
LH01944															
LH01947	CUFF.6708.1	0.5080973027308618	-0.20743242734505704	10.0	10.0	CUFF.6708.1	0.45955617273977356	-0.20896331100301077	10.0	10.0	CUFF.6708.1	0.26806791794290385	-0.1883435289834302	10.0	10.0
LH01949	ENST00000451610	0.08427356863260917	0.2179961074437431	10.0	10.0	ENST00000451610	0.4468951802587734	0.03619527266819681	10.0	10.0	ENST00000451610	0.041089018941833685	0.09441938955891967	10.0	10.0
LH01952															
LH01956	CUFF.6775.1,CUFF.6775.2	0.1334747921006572	-0.27868484366343554	10.0	10.0	CUFF.6775.1,CUFF.6775.2	0.8587628765086381	-0.21704497024170913	10.0	10.0	CUFF.6775.1,CUFF.6775.2	0.3047929932367973	-0.19416561055371964	10.0	10.0
LH01977	CUFF.6916.1	0.5646340133708556	-0.04998416519214214	10.0	10.0	CUFF.6916.1	0.2584699373761039	-0.04229364795424359	10.0	10.0	CUFF.6916.1	0.8678485075539436	-0.123249830457509	10.0	10.0
LH01988	CUFF.7341.3	0.08841407268609257	0.3569069517087878	10.0	10.0	CUFF.7341.3	0.6050358963911034	0.0844753689981906	9.0	9.0	CUFF.7341.3	0.11095717230121004	0.2123694405868619	9.0	9.0
LH01989	CUFF.7138.1	0.5100295619069768	0.11588603476888511	10.0	10.0	CUFF.7138.1	0.09100080706499789	0.45295046178320564	10.0	10.0	CUFF.7138.1	0.09448460154325986	0.28224360082371935	10.0	10.0
LH01992	CUFF.7135.5	0.7558388876272192	-0.003984251070631574	10.0	10.0	CUFF.7135.5	0.17059830495379125	0.2033579360615824	10.0	10.0	CUFF.7135.5	0.08897832400880402	0.14083068526433629	10.0	10.0
LH02033															
LH02049															
LH02051															
LH02056	CUFF.5069.2	0.7251333735916502	-0.08332912458356229	10.0	10.0	CUFF.5069.2	0.41698758042163175	0.2674633039381516	10.0	10.0	CUFF.5069.2	0.36987391485634924	0.09915759775125714	10.0	10.0
LH02057															
LH02061	ENST00000607282	0.6487442607762783	0.06673006593450434	10.0	10.0	ENST00000607282	0.4379744423618769	-0.11173726868199374	10.0	10.0	ENST00000607282	0.4384939036253299	-0.01888135717570406	10.0	10.0
LH02071	P1P2	0.6240341293348998	-0.16159260061860578	10.0	10.0	P1P2	0.9383557998942041	-0.08495859640515763	10.0	10.0	P1P2	0.49182941032779415	-0.035905096031566976	10.0	10.0
LH02101															
LH02107	CUFF.5502.2	0.18688776241292282	-0.24140717367438566	10.0	10.0	CUFF.5502.2	0.7932880387139887	0.03623240871703683	10.0	10.0	CUFF.5502.2	0.5615845197618485	-0.0936024321875661	10.0	10.0
LH02117	ENST00000605970,ENST00000431840	0.4429566993822982	-0.22054247867335994	10.0	10.0	ENST00000605970,ENST00000431840	0.6659352799196625	-0.15381337146923144	10.0	10.0	ENST00000605970,ENST00000431840	0.3162874591772865	-0.24617386881748235	10.0	10.0
