	rho	rho	rho
	Rep1	Rep2	ave_Rep1_Rep2
hek_unique:TSS102630_+_547574.23-P1P2			
hek_unique:TSS102630_+_547692.23-P1P2			
hek_unique:TSS102630_-_547257.23-P1P2			
hek_unique:TSS102630_-_547340.23-P1P2			
hek_unique:TSS102630_-_547455.23-P1P2			
hek_unique:TSS102630_-_547482.23-P1P2			
hek_unique:TSS102630_-_547494.23-P1P2			
hek_unique:TSS102630_-_547721.23-P1P2			
hek_unique:TSS102730_+_5304936.23-CUFF.48997.2	-0.23486596754733102	0.0894164965346661	-0.07272473550633246
hek_unique:TSS102730_+_5305014.23-CUFF.48997.2	-0.27294446105956344	-0.20265145187473751	-0.23779795646715046
hek_unique:TSS102730_+_5305031.23-CUFF.48997.2	-0.0197447949808904	-0.07360304340472307	-0.04667391919280674
hek_unique:TSS102730_+_5305252.23-CUFF.48997.2	0.22172857026606188	0.1758022190183873	0.1987653946422246
hek_unique:TSS102730_+_5305264.23-CUFF.48997.2	0.09584504970592203	0.16274719012174238	0.12929611991383222
hek_unique:TSS102730_+_5305268.23-CUFF.48997.2	-0.18515597484704713	0.6909852330008998	0.2529146290769263
hek_unique:TSS102730_-_5305085.23-CUFF.48997.2	0.08726978058475106	0.25480127593158575	0.1710355282581684
hek_unique:TSS102730_-_5305147.23-CUFF.48997.2	-0.04581350279253657	0.11443585771596262	0.03431117746171303
hek_unique:TSS102730_-_5305342.23-CUFF.48997.2	-0.2802767357551213	0.042152903524679694	-0.1190619161152208
hek_unique:TSS102730_-_5305349.23-CUFF.48997.2	0.15963053620254908	0.07029223141180445	0.11496138380717677
hek_unique:TSS102731_+_5307389.23-CUFF.48997.3	-0.14102064475583673	0.16359173340563193	0.011285544324897603
hek_unique:TSS102731_+_5307499.23-CUFF.48997.3	0.016174990631943536	0.14574387169666314	0.08095943116430333
hek_unique:TSS102731_+_5307562.23-CUFF.48997.3	0.12556568702323784	-0.06905553419042387	0.028255076416406982
hek_unique:TSS102731_+_5307740.23-CUFF.48997.3	-0.24249659080244107	0.2451500623400714	0.0013267357688151599
hek_unique:TSS102731_+_5307774.23-CUFF.48997.3	0.04144335527756092	-0.0016901534215546625	0.019876600928003127
hek_unique:TSS102731_+_5307787.23-CUFF.48997.3	0.15827084744872896	-0.45586062013617784	-0.14879488634372445
hek_unique:TSS102731_-_5307405.23-CUFF.48997.3	-0.2601641147679922	0.06284658339950658	-0.09865876568424282
hek_unique:TSS102731_-_5307441.23-CUFF.48997.3	0.014385978608644392	0.22589108786052817	0.12013853323458629
hek_unique:TSS102731_-_5307570.23-CUFF.48997.3	0.16364046567249727	0.15978385287855976	0.1617121592755285
hek_unique:TSS102731_-_5307606.23-CUFF.48997.3	-0.0036939646046016787	0.07976019203064716	0.03803311371302274
hek_unique:TSS10283_+_29699256.23-ENST00000455774	0.0979743981848426	-0.17718446121163478	-0.03960503151339609
hek_unique:TSS10283_+_29699510.23-ENST00000455774	0.30319483403212577	-0.025290336764022467	0.13895224863405164
hek_unique:TSS10283_-_29699190.23-ENST00000455774	0.0478049383523978	-0.26714893527582473	-0.10967199846171347
hek_unique:TSS10283_-_29699207.23-ENST00000455774	0.10958901313688975	0.2892942703765054	0.19944164175669757
hek_unique:TSS10283_-_29699231.23-ENST00000455774	0.05874780122959629	-0.12848689478021647	-0.03486954677531009
hek_unique:TSS10283_-_29699238.23-ENST00000455774	-0.009117825668035717	-0.05346793314207724	-0.03129287940505648
hek_unique:TSS10283_-_29699251.23-ENST00000455774	0.12160339597536711	0.08562313702164931	0.10361326649850822
hek_unique:TSS10283_-_29699441.23-ENST00000455774	0.25295594265520377	-0.4459697120657335	-0.09650688470526486
hek_unique:TSS10283_-_29699460.23-ENST00000455774	0.1724729034891147	-0.3619042843991756	-0.09471569045503045
hek_unique:TSS10283_-_29699540.23-ENST00000455774	-0.6749219948888933	0.2813988891297452	-0.19676155287957403
hek_unique:TSS102883_+_15305590.23-CUFF.49095.1			
hek_unique:TSS102883_+_15305605.23-CUFF.49095.1			
hek_unique:TSS102883_+_15305651.23-CUFF.49095.1			
hek_unique:TSS102883_+_15305673.23-CUFF.49095.1			
hek_unique:TSS102883_+_15305696.23-CUFF.49095.1			
hek_unique:TSS102883_+_15305803.23-CUFF.49095.1			
hek_unique:TSS102883_+_15305817.23-CUFF.49095.1			
hek_unique:TSS102883_-_15305729.23-CUFF.49095.1			
hek_unique:TSS102883_-_15305938.23-CUFF.49095.1			
hek_unique:TSS102883_-_15305943.23-CUFF.49095.1			
hek_unique:TSS102885_+_15495259.23-CUFF.49096.1	-0.11733439958142015	0.0981709414012494	-0.009581729090085374
hek_unique:TSS102885_+_15495277.23-CUFF.49096.1	-0.2806084527451489	0.0178808141577157	-0.1313638192937166
hek_unique:TSS102885_+_15495488.23-CUFF.49096.1	0.3076152622828308	0.10346747801640499	0.2055413701496179
hek_unique:TSS102885_+_15495494.23-CUFF.49096.1	-0.1518247497525964	0.34733598669906973	0.09775561847323666
hek_unique:TSS102885_+_15495649.23-CUFF.49096.1	0.26441341147644404	0.16799644839431316	0.2162049299353786
hek_unique:TSS102885_+_15495700.23-CUFF.49096.1	-0.013410410337404359	0.32890222921846257	0.1577459094405291
hek_unique:TSS102885_-_15495368.23-CUFF.49096.1	-0.0400954344523176	0.37099441085955415	0.16544948820361827
hek_unique:TSS102885_-_15495471.23-CUFF.49096.1	-0.03338616426582448	0.03577606707017453	0.001194951402175022
hek_unique:TSS102885_-_15495526.23-CUFF.49096.1	0.018806292589545904	0.234583712147557	0.12669500236855144
hek_unique:TSS102885_-_15495654.23-CUFF.49096.1	-0.04798032490969022	0.19089196376928347	0.07145581942979662
hek_unique:TSS102967_+_21324073.23-CUFF.49267.1	-0.010756621411654677	0.02289223053780556	0.006067804563075442
hek_unique:TSS102967_+_21324226.23-CUFF.49267.1	0.01386302131927691	-0.1026326599283105	-0.04438481930451679
hek_unique:TSS102967_+_21324273.23-CUFF.49267.1	-0.0241043319144814	0.4080370413507982	0.1919663547181584
hek_unique:TSS102967_-_21324118.23-CUFF.49267.1	0.17077353467948267	-0.14297268732705234	0.013900423676215162
hek_unique:TSS102967_-_21324192.23-CUFF.49267.1	-0.815787961652924	-0.6611872648074452	-0.7384876132301845
hek_unique:TSS102967_-_21324267.23-CUFF.49267.1	-0.67866439657471	-0.38897461850366344	-0.5338195075391867
hek_unique:TSS102967_-_21324288.23-CUFF.49267.1	-0.0909567258663144	-0.13652959910386106	-0.11374316248508773
hek_unique:TSS102967_-_21324306.23-CUFF.49267.1	0.131717127084124	0.03442828708046496	0.08307270708229449
hek_unique:TSS102967_-_21324424.23-CUFF.49267.1	0.2479101445886468	0.02174222540944307	0.13482618499904495
hek_unique:TSS102967_-_21324457.23-CUFF.49267.1	0.15033870418547995	-0.3235503897379812	-0.08660584277625064
hek_unique:TSS102976_+_21994797.23-P1P2	-0.22907219679679094	0.17231059466909848	-0.02838080106384623
hek_unique:TSS102976_+_21994813.23-P1P2	-0.28061192240933047	0.30376820161752255	0.011578139604096038
hek_unique:TSS102976_+_21994835.23-P1P2	-0.0017645226577143094	0.02284802050473658	0.010541748923511136
hek_unique:TSS102976_+_21994868.23-P1P2	0.1073347902821922	0.16325417598263836	0.13529448313241527
hek_unique:TSS102976_+_21995075.23-P1P2	-0.09131335659817258	-0.2387146564788345	-0.16501400653850354
hek_unique:TSS102976_+_21995126.23-P1P2	-0.0714858535998639	0.2288659812274622	0.07869006381379916
hek_unique:TSS102976_-_21994775.23-P1P2	-0.22025772921468345	0.20698566331667048	-0.0066360329490064845
hek_unique:TSS102976_-_21994841.23-P1P2	0.1630330241525785	0.4162521618411603	0.2896425929968694
hek_unique:TSS102976_-_21995109.23-P1P2	0.041207839884902675	-0.06958935828850599	-0.014190759201801656
hek_unique:TSS102976_-_21995182.23-P1P2	0.11732867816399871	-0.09167447725895694	0.012827100452520883
hek_unique:TSS103122_+_32968208.23-CUFF.49319.2			
hek_unique:TSS103122_+_32968302.23-CUFF.49319.2			
hek_unique:TSS103122_+_32968322.23-CUFF.49319.2			
hek_unique:TSS103122_+_32968343.23-CUFF.49319.2			
hek_unique:TSS103122_+_32968359.23-CUFF.49319.2			
hek_unique:TSS103122_+_32968362.23-CUFF.49319.2			
hek_unique:TSS103122_-_32968016.23-CUFF.49319.2			
hek_unique:TSS103122_-_32968228.23-CUFF.49319.2			
hek_unique:TSS103122_-_32968404.23-CUFF.49319.2			
hek_unique:TSS103122_-_32968433.23-CUFF.49319.2			
hek_unique:TSS103143_+_33601862.23-CUFF.49355.3	-0.1000364099181638	-0.5170331727009903	-0.308534791309577
hek_unique:TSS103143_+_33601985.23-CUFF.49355.3	-0.09057735072574112	0.40547569479178647	0.15744917203302267
hek_unique:TSS103143_+_33602185.23-CUFF.49355.3	0.14010951808389185	0.24615565245226373	0.1931325852680778
hek_unique:TSS103143_+_33602204.23-CUFF.49355.3	0.19645753838500787	0.06438309482213568	0.13042031660357178
hek_unique:TSS103143_-_33601844.23-CUFF.49355.3	-0.005921995272731755	0.18764610236601895	0.09086205354664359
hek_unique:TSS103143_-_33601919.23-CUFF.49355.3	0.03450584542066007	0.030328185403300643	0.03241701541198036
hek_unique:TSS103143_-_33601924.23-CUFF.49355.3	0.248015172510396	0.2461719776566225	0.24709357508350926
hek_unique:TSS103143_-_33602002.23-CUFF.49355.3	0.02358700862017214	0.13916006734317346	0.0813735379816728
hek_unique:TSS103143_-_33602222.23-CUFF.49355.3	0.19458087013389855	0.03609004065711226	0.11533545539550541
hek_unique:TSS103143_-_33602235.23-CUFF.49355.3	-0.16148008472829145	-0.1487527050486908	-0.1551163948884911
hek_unique:TSS103144_+_33603472.23-ENST00000602933	0.2406197883212713	0.1023430701523814	0.17148142923682635
hek_unique:TSS103144_+_33603495.23-ENST00000602933	-0.5463026112885321	-0.09963427633450722	-0.3229684438115197
hek_unique:TSS103144_+_33603681.23-ENST00000602933	0.46986738567719516	-0.22562370499805504	0.12212184033957006
hek_unique:TSS103144_-_33603408.23-ENST00000602933	-0.03203945647698245	0.09400451077862998	0.030982527150823766
hek_unique:TSS103144_-_33603499.23-ENST00000602933	-0.08486316381956346	-0.16058809283789752	-0.12272562832873049
hek_unique:TSS103144_-_33603600.23-ENST00000602933	-0.1486058669503751	0.06691817017208657	-0.04084384838914426
hek_unique:TSS103144_-_33603715.23-ENST00000602933	0.2247279397570883	0.2174357376868859	0.2210818387219871
hek_unique:TSS103144_-_33603719.23-ENST00000602933	-0.00439554624953397	0.1240905483743438	0.05984750106240491
hek_unique:TSS103144_-_33603824.23-ENST00000602933	-0.13589954139440663	0.049796415195625374	-0.04305156309939063
hek_unique:TSS103144_-_33603835.23-ENST00000602933	0.20767066811865512	0.041838177736208265	0.12475442292743169
hek_unique:TSS103146_+_33697432.23-ENST00000566968	-0.10475361955971407	0.1316243488772911	0.013435364658788515
hek_unique:TSS103146_+_33697671.23-ENST00000566968	-0.07589899648579787	0.3424043265993987	0.1332526650568004
hek_unique:TSS103146_+_33697888.23-ENST00000566968	-0.12094454250395871	-0.02657284232036993	-0.07375869241216432
hek_unique:TSS103146_-_33697628.23-ENST00000566968	-0.2770970922901186	0.4500132598102586	0.08645808376007
hek_unique:TSS103146_-_33697646.23-ENST00000566968	-0.39442933703689653	-0.24206271894342668	-0.3182460279901616
hek_unique:TSS103146_-_33697711.23-ENST00000566968	0.29606422034412205	-0.12458277337478332	0.08574072348466936
hek_unique:TSS103146_-_33697741.23-ENST00000566968	0.10463794742585854	-0.1364431666814066	-0.015902609627774032
hek_unique:TSS103146_-_33697828.23-ENST00000566968	0.10039776492673096	0.040524484311767674	0.07046112461924932
hek_unique:TSS103146_-_33697856.23-ENST00000566968	0.06657137371551142	0.17752899886284565	0.12205018628917853
hek_unique:TSS103146_-_33697893.23-ENST00000566968	0.10301393763785681	0.3098643844179308	0.2064391610278938
hek_unique:TSS103151_+_34048961.23-CUFF.49342.1	-0.14479919773855324	-0.13721300842807263	-0.14100610308331293
hek_unique:TSS103151_+_34049055.23-CUFF.49342.1	-0.1699834580876672	-0.14761092263590322	-0.15879719036178522
hek_unique:TSS103151_+_34049159.23-CUFF.49342.1	0.17052330444249078	0.14616070317918697	0.15834200381083888
hek_unique:TSS103151_+_34049217.23-CUFF.49342.1	-0.04898207897045434	0.04516828708286249	-0.0019068959437959256
hek_unique:TSS103151_+_34049226.23-CUFF.49342.1	0.10600840899388705	0.5512111977068194	0.3286098033503532
hek_unique:TSS103151_-_34048958.23-CUFF.49342.1	0.10424652884853357	-0.041898861077785655	0.031173833885373956
hek_unique:TSS103151_-_34049005.23-CUFF.49342.1	0.1158457547419794	-0.04406821000597449	0.03588877236800246
hek_unique:TSS103151_-_34049012.23-CUFF.49342.1	-0.2762444073306923	-0.19690199307974784	-0.23657320020522005
hek_unique:TSS103151_-_34049225.23-CUFF.49342.1	0.0044899143759881965	-0.06093420049326243	-0.028222143058637118
hek_unique:TSS103151_-_34049267.23-CUFF.49342.1	0.19566368854001967	-0.35386024092220314	-0.07909827619109173
hek_unique:TSS103161_+_34521634.23-P1P2			
hek_unique:TSS103161_+_34521733.23-P1P2			
hek_unique:TSS103161_+_34521944.23-P1P2			
hek_unique:TSS103161_-_34521530.23-P1P2			
hek_unique:TSS103161_-_34521577.23-P1P2			
hek_unique:TSS103161_-_34521595.23-P1P2			
hek_unique:TSS103161_-_34521606.23-P1P2			
hek_unique:TSS103161_-_34521774.23-P1P2			
hek_unique:TSS103161_-_34521788.23-P1P2			
hek_unique:TSS103161_-_34521929.23-P1P2			
hek_unique:TSS103167_+_34630959.23-CUFF.49371.1	-0.035449738442685466	-0.20044764538410723	-0.11794869191339635
hek_unique:TSS103167_+_34630966.23-CUFF.49371.1	-0.016556927739137008	0.49791509102498666	0.2406790816429248
hek_unique:TSS103167_+_34631025.23-CUFF.49371.1	-0.3677611062878762	-0.23931701564598007	-0.3035390609669282
hek_unique:TSS103167_-_34630942.23-CUFF.49371.1	0.4013653124114923	0.33908173442659484	0.3702235234190436
hek_unique:TSS103167_-_34631030.23-CUFF.49371.1	0.04065232055994805	0.2727285684124324	0.15669044448619024
hek_unique:TSS103167_-_34631150.23-CUFF.49371.1	0.10304423394590184	0.0279927121478952	0.06551847304689852
hek_unique:TSS103167_-_34631154.23-CUFF.49371.1	-0.41335713924987333	0.062463882174502564	-0.1754466285376854
hek_unique:TSS103167_-_34631181.23-CUFF.49371.1	0.08047730369509729	-0.08211666679755189	-0.0008196815512273026
hek_unique:TSS103167_-_34631339.23-CUFF.49371.1	-0.16696887076248662	0.09797111731589825	-0.034498876723294186
hek_unique:TSS103167_-_34631344.23-CUFF.49371.1	0.07186271060857495	0.212585777384726	0.14222424399665048
hek_unique:TSS103232_+_37079993.23-P1P2	-0.16827777022503862	0.09629408149699542	-0.0359918443640216
hek_unique:TSS103232_+_37080048.23-P1P2	-0.20354477134568771	0.037932678025140255	-0.08280604666027373
hek_unique:TSS103232_+_37080077.23-P1P2	-0.02372893279236151	0.176905332127029	0.07658819966733374
hek_unique:TSS103232_+_37080081.23-P1P2	-0.008884628402303606	0.19186711767401785	0.09149124463585712
hek_unique:TSS103232_+_37080085.23-P1P2	0.17085010445159768	-0.044654761523892424	0.06309767146385263
hek_unique:TSS103232_+_37080148.23-P1P2	-0.02228966762993133	0.17560526475061228	0.07665779856034047
hek_unique:TSS103232_+_37080151.23-P1P2	-0.09293365863058141	0.2909323985669478	0.0989993699681832
hek_unique:TSS103232_-_37079889.23-P1P2	0.11172701966034553	-0.15800825288980164	-0.023140616614728056
hek_unique:TSS103232_-_37080276.23-P1P2	0.0525339492304175	0.22554157609976574	0.13903776266509163
hek_unique:TSS103232_-_37080279.23-P1P2	-0.15797924124814633	0.05560162280713382	-0.051188809220506254
hek_unique:TSS103242_+_37904228.23-CUFF.49464.1,CUFF.49464.2	0.07302319238934628	0.1407802449664049	0.1069017186778756
hek_unique:TSS103242_+_37904231.23-CUFF.49464.1,CUFF.49464.2	-0.2543556900593568	0.1480491168045124	-0.053153286627422205
hek_unique:TSS103242_+_37904241.23-CUFF.49464.1,CUFF.49464.2	0.2389944209906803	0.026422153191540333	0.13270828709111032
hek_unique:TSS103242_+_37904245.23-CUFF.49464.1,CUFF.49464.2	-0.08312636673496754	-0.27236102474283413	-0.17774369573890084
hek_unique:TSS103242_+_37904304.23-CUFF.49464.1,CUFF.49464.2	0.13603067227731527	0.2910746679681956	0.21355267012275542
hek_unique:TSS103242_+_37904342.23-CUFF.49464.1,CUFF.49464.2	0.12729103398573724	0.09634285974160914	0.11181694686367319
hek_unique:TSS103242_+_37904442.23-CUFF.49464.1,CUFF.49464.2	-0.20470371204061866	0.12003634429228299	-0.04233368387416783
hek_unique:TSS103242_-_37904258.23-CUFF.49464.1,CUFF.49464.2	-0.22034719658447505	-0.014883534605224936	-0.11761536559484999
hek_unique:TSS103242_-_37904274.23-CUFF.49464.1,CUFF.49464.2	-0.07488598103482866	0.09434268917379449	0.009728354069482914
hek_unique:TSS103242_-_37904290.23-CUFF.49464.1,CUFF.49464.2	-0.2161505352934365	0.2686574857363887	0.0262534752214761
hek_unique:TSS103259_+_38406599.23-CUFF.49468.1			
hek_unique:TSS103259_+_38406641.23-CUFF.49468.1			
hek_unique:TSS103259_+_38406826.23-CUFF.49468.1			
hek_unique:TSS103259_+_38406983.23-CUFF.49468.1			
hek_unique:TSS103259_-_38406560.23-CUFF.49468.1			
hek_unique:TSS103259_-_38406604.23-CUFF.49468.1			
hek_unique:TSS103259_-_38406609.23-CUFF.49468.1			
hek_unique:TSS103259_-_38406863.23-CUFF.49468.1			
hek_unique:TSS103259_-_38406927.23-CUFF.49468.1			
hek_unique:TSS103259_-_38406971.23-CUFF.49468.1			
hek_unique:TSS103268_+_38620666.23-P1P2	-0.02452240766052613	0.2845695491878425	0.13002357076365817
hek_unique:TSS103268_+_38620748.23-P1P2	0.005028171538007543	-0.07297290510114182	-0.03397236678156714
hek_unique:TSS103268_+_38620756.23-P1P2	0.1597610834027632	0.2244838915378127	0.19212248747028796
hek_unique:TSS103268_+_38620796.23-P1P2	0.25073624172756775	-0.02496299892698322	0.11288662140029226
hek_unique:TSS103268_+_38620863.23-P1P2	-0.06265178543795755	-0.30586171970157744	-0.18425675256976748
hek_unique:TSS103268_-_38620685.23-P1P2	-0.17661202110541543	0.14231404321211194	-0.017148988946651747
hek_unique:TSS103268_-_38620878.23-P1P2	-0.5342140843935019	-0.45246616365899356	-0.4933401240262477
hek_unique:TSS103268_-_38620959.23-P1P2	-0.19031062552723657	0.11362497523603562	-0.03834282514560047
hek_unique:TSS103268_-_38621071.23-P1P2	0.20753260790450379	0.049675778508489796	0.1286041932064968
hek_unique:TSS103268_-_38621216.23-P1P2	0.06286704597315851	0.1355750702286315	0.099221058100895
hek_unique:TSS103314_+_44239550.23-CUFF.49561.2	-0.2494583548256328	0.25764734757825886	0.004094496376313025
hek_unique:TSS103314_+_44239570.23-CUFF.49561.2	0.18397684649044596	0.2713014309568277	0.22763913872363684
hek_unique:TSS103314_+_44239589.23-CUFF.49561.2	-0.03876981330043064	-0.08029623117318291	-0.059533022236806774
hek_unique:TSS103314_+_44239599.23-CUFF.49561.2	-0.21549037625159595	0.4465730730939278	0.11554134842116592
hek_unique:TSS103314_+_44239614.23-CUFF.49561.2	-0.0183924842491597	0.009011390586193723	-0.004690546831482989
hek_unique:TSS103314_+_44239785.23-CUFF.49561.2	0.0218523865508234	-0.12186899741258608	-0.05000830543088134
hek_unique:TSS103314_+_44239854.23-CUFF.49561.2	0.07992086736118172	0.19967105210854444	0.13979595973486308
hek_unique:TSS103314_-_44239545.23-CUFF.49561.2	-0.0722397568155096	0.17653521749921164	0.052147730341851016
hek_unique:TSS103314_-_44239608.23-CUFF.49561.2	0.1267170122397136	-0.08403644356794329	0.021340284335885154
hek_unique:TSS103314_-_44239644.23-CUFF.49561.2	0.3130855672275777	0.1879691666614748	0.25052736694452626
hek_unique:TSS103323_+_44875297.23-CUFF.49650.2	-0.01045954635829132	0.1469312751919894	0.06823586441684903
hek_unique:TSS103323_+_44875516.23-CUFF.49650.2	-0.015322194769290092	0.06365808599191744	0.024167945611313673
hek_unique:TSS103323_+_44875528.23-CUFF.49650.2	-0.2652730146054108	0.5076458992646607	0.12118644232962497
hek_unique:TSS103323_+_44875534.23-CUFF.49650.2	0.01148234928969195	-0.4242112174362294	-0.20636443407326874
hek_unique:TSS103323_-_44875315.23-CUFF.49650.2	-0.15258861361921286	-0.12254663704531074	-0.1375676253322618
hek_unique:TSS103323_-_44875341.23-CUFF.49650.2	-0.08025875595902697	0.27141049697872766	0.09557587050985034
hek_unique:TSS103323_-_44875365.23-CUFF.49650.2	0.23001913535619598	-0.03756021524562337	0.0962294600552863
hek_unique:TSS103323_-_44875438.23-CUFF.49650.2	0.3096456800466647	-0.02109158610053269	0.144277046973066
hek_unique:TSS103323_-_44875522.23-CUFF.49650.2	0.2243240403732814	-0.05708573307692135	0.08361915364818003
hek_unique:TSS103323_-_44875542.23-CUFF.49650.2	0.11253689946309049	0.008289144073713227	0.06041302176840186
hek_unique:TSS103328_+_45053719.23-CUFF.49650.15,CUFF.49650.20	-0.34231233982754583	0.3332120522450114	-0.004550143791267225
hek_unique:TSS103328_+_45053733.23-CUFF.49650.15,CUFF.49650.20	0.17434191797271928	0.016191519538622107	0.09526671875567069
hek_unique:TSS103328_+_45053806.23-CUFF.49650.15,CUFF.49650.20	0.21507786078304247	0.08970962522856793	0.15239374300580522
hek_unique:TSS103328_+_45053825.23-CUFF.49650.15,CUFF.49650.20	-0.09804822289432859	0.23568428912689396	0.06881803311628268
hek_unique:TSS103328_+_45053836.23-CUFF.49650.15,CUFF.49650.20	-0.2638835528729069	0.06503962950778963	-0.09942196168255862
hek_unique:TSS103328_+_45053839.23-CUFF.49650.15,CUFF.49650.20	-0.4756905274168762	0.006375838037360814	-0.23465734468975769
hek_unique:TSS103328_+_45053992.23-CUFF.49650.15,CUFF.49650.20	0.004091142995658589	0.041601405563906346	0.022846274279782468
hek_unique:TSS103328_-_45053799.23-CUFF.49650.15,CUFF.49650.20	-0.06477661861233623	0.15529922779504024	0.045261304591352004
hek_unique:TSS103328_-_45053813.23-CUFF.49650.15,CUFF.49650.20	0.2372156554514075	-0.047645784314133556	0.09478493556863697
hek_unique:TSS103328_-_45053987.23-CUFF.49650.15,CUFF.49650.20	0.0025867065989218646	0.14685959217407046	0.07472314938649616
hek_unique:TSS103367_-_47162735.23-CUFF.49572.4	0.3144387650735957	0.11110975730876002	0.21277426119117787
hek_unique:TSS103367_-_47162738.23-CUFF.49572.4	0.07564821215979682	0.05392954878773112	0.06478888047376397
hek_unique:TSS103367_-_47162747.23-CUFF.49572.4	0.05514858706801509	-0.013070277814252983	0.021039154626881055
hek_unique:TSS103367_-_47162758.23-CUFF.49572.4	-0.034242463030688924	-0.007751755990566395	-0.020997109510627658
hek_unique:TSS103367_-_47162770.23-CUFF.49572.4	-0.13424866705947588	0.03455404074540028	-0.049847313157037804
hek_unique:TSS103367_-_47162778.23-CUFF.49572.4	-0.1328227185817614	0.09961811724215677	-0.01660230066980231
hek_unique:TSS103367_-_47162795.23-CUFF.49572.4	-0.3604246988162081	0.06839349669876768	-0.1460156010587202
hek_unique:TSS103367_-_47162807.23-CUFF.49572.4	0.02661254856684764	0.17934298728323983	0.10297776792504373
hek_unique:TSS103367_-_47162821.23-CUFF.49572.4	0.05503692144087123	0.19658957820370593	0.1258132498222886
hek_unique:TSS103367_-_47162979.23-CUFF.49572.4	-0.2084006693681537	-0.06535989278158882	-0.13688028107487127
hek_unique:TSS103381_+_66493380.23-CUFF.49591.1,CUFF.49591.2	0.16089653112985217	-0.13288341293006256	0.014006559099894803
hek_unique:TSS103381_+_66493385.23-CUFF.49591.1,CUFF.49591.2	0.042176644151596526	0.2587311776192392	0.15045391088541787
hek_unique:TSS103381_+_66493535.23-CUFF.49591.1,CUFF.49591.2	0.27000492406898907	-0.026940968120043894	0.12153197797447259
hek_unique:TSS103381_+_66493538.23-CUFF.49591.1,CUFF.49591.2	0.3735392202453557	0.038652870663769226	0.20609604545456245
hek_unique:TSS103381_+_66493544.23-CUFF.49591.1,CUFF.49591.2	0.19661630426229224	-0.7528301787191113	-0.2781069372284095
hek_unique:TSS103381_+_66493581.23-CUFF.49591.1,CUFF.49591.2	-0.06221972228492123	-0.24641239088310596	-0.1543160565840136
hek_unique:TSS103381_+_66493658.23-CUFF.49591.1,CUFF.49591.2	0.2756304612723175	0.15023164135230654	0.21293105131231202
hek_unique:TSS103381_-_66493384.23-CUFF.49591.1,CUFF.49591.2	-0.07597822698974283	0.12234116969349443	0.0231814713518758
hek_unique:TSS103381_-_66493389.23-CUFF.49591.1,CUFF.49591.2	-0.1477157035696119	0.21553861559758514	0.033911456013986624
hek_unique:TSS103381_-_66493399.23-CUFF.49591.1,CUFF.49591.2	-0.23776341061446907	0.08899324617775292	-0.07438508221835807
hek_unique:TSS103426_+_69107302.23-CUFF.49640.1	0.11096841798011364	0.21149707656532551	0.16123274727271958
hek_unique:TSS103426_+_69107353.23-CUFF.49640.1	0.27917727027761147	0.4884801517312513	0.3838287110044314
hek_unique:TSS103426_+_69107482.23-CUFF.49640.1	0.13764468410134106	0.34429945628297925	0.24097207019216016
hek_unique:TSS103426_+_69107527.23-CUFF.49640.1	-0.11489764240895158	0.07769084227438833	-0.018603400067281624
hek_unique:TSS103426_+_69107533.23-CUFF.49640.1	0.24674149726602462	-0.4006721311061794	-0.07696531692007738
hek_unique:TSS103426_+_69107544.23-CUFF.49640.1	-0.06806500765406397	-0.1138421849168815	-0.09095359628547273
hek_unique:TSS103426_+_69107556.23-CUFF.49640.1	-0.2819942502257977	0.13479915421402877	-0.07359754800588447
hek_unique:TSS103426_-_69107280.23-CUFF.49640.1	-0.05015402219439066	-0.14622129361106329	-0.09818765790272697
hek_unique:TSS103426_-_69107286.23-CUFF.49640.1	-0.007338681048304654	0.021616158680285345	0.007138738815990345
hek_unique:TSS103426_-_69107334.23-CUFF.49640.1	0.03667958586126409	-0.0575266043053611	-0.010423509222048506
hek_unique:TSS103427_+_69129109.23-CUFF.49640.2	0.01559062620495755	0.03820485689390871	0.026897741549433134
hek_unique:TSS103427_+_69129289.23-CUFF.49640.2	0.04309799885196905	-0.17554622171213957	-0.06622411143008526
hek_unique:TSS103427_+_69129304.23-CUFF.49640.2	0.07023133687367555	-0.017223340241157584	0.026503998316258985
hek_unique:TSS103427_+_69129307.23-CUFF.49640.2	0.11590615715923637	0.24451511728603564	0.180210637222636
hek_unique:TSS103427_+_69129317.23-CUFF.49640.2	-0.6634433055166193	-0.720159495218026	-0.6918014003673227
hek_unique:TSS103427_+_69129331.23-CUFF.49640.2	-0.17227950991495364	-0.193353595705773	-0.18281655281036333
hek_unique:TSS103427_+_69129338.23-CUFF.49640.2	0.2765387881540524	0.08490966486553546	0.18072422650979394
hek_unique:TSS103427_-_69129119.23-CUFF.49640.2	-0.11161242617453805	0.005038331986558866	-0.05328704709398959
hek_unique:TSS103427_-_69129165.23-CUFF.49640.2	-0.1528127577552417	0.14447989624197488	-0.0041664307566334075
hek_unique:TSS103427_-_69129366.23-CUFF.49640.2	0.06094826173090992	0.40794860872879674	0.2344484352298533
hek_unique:TSS103542_+_77567250.23-CUFF.49789.1	0.07622088614158246	0.183173979810274	0.12969743297592823
hek_unique:TSS103542_+_77567276.23-CUFF.49789.1	0.00475357850627519	0.29245100910963684	0.148602293807956
hek_unique:TSS103542_+_77567297.23-CUFF.49789.1	0.0743671904786828	-0.1454175871691736	-0.0355251983452454
hek_unique:TSS103542_+_77567337.23-CUFF.49789.1	-0.013713053868416968	-0.2405793664315944	-0.12714621015000568
