gene,Mann-Whitney p-value,average log2 enrichment of strongest 3 sgRNAs,sgRNAs passing filter,screen score
LH16596,0.027160427,-0.387249818,10,0.922663689
LH16603,0.110612924,0.561006087,9,0.816124678
LH16606,0.642355243,-0.29402305,10,0.085987138
LH16608,0.371979596,-0.632106861,10,0.413025823
LH16612,0.648729712,-0.317472653,10,0.090773619
LH16616,0.419007931,0.677790013,10,0.38956005
LH16617,0.618495041,-0.316260794,6,0.100400364
LH16618,0.014223721,1.142507171,9,3.210447584
LH16619,0.009313966,1.29104545,9,3.989013714
LH16627,0.451588246,0.89187049,10,0.468476293
LH16630,0.33618654,0.352721538,10,0.254051142
LH16631,0.976661961,-0.248331611,10,0.003874729
LH16632,0.025161724,-1.327345601,9,3.229578534
LH16633,0.776270634,-0.24213434,10,0.040517252
LH16637,0.791122105,0.090243109,10,0.013970726
LH16640,0.523860131,-0.560910571,9,0.239612713
LH16642,0.44851312,0.396320421,3,0.209966048
LH16643,0.565185906,-0.235986376,10,0.088970556
LH16644,0.624499634,-0.222215066,10,0.069125982
LH16645,0.69096792,0.342173459,10,0.083575343
LH16646,0.330443924,0.704992451,10,0.515803307
LH16648,0.16866432,0.266426487,10,0.313318986
LH16649,0.18573789,-0.265640474,9,0.295470137
LH16651,0.348937329,0.173849218,10,0.1209405
LH16653,0.949183566,0.944751811,10,0.03255553
LH16657,0.252172813,0.667065627,10,0.607199901
LH16658,0.878761785,-0.274535929,10,0.023443805
LH16659,0.914886452,-0.536731674,9,0.031546873
LH16660,0.900042086,0.374790628,9,0.026079604
LH16665,0.788306364,-0.483378635,10,0.075971643
LH16667,0.535547946,0.625974206,10,0.258280499
LH16668,0.148907771,0.540225176,8,0.679777192
LH16671,0.548004413,-0.461724774,10,0.183495629
LH16673,0.48653601,-0.124895407,10,0.059453043
LH16683,0.37309988,0.162008361,10,0.105536209
LH16684,0.80120035,0.087276055,10,0.012781409
LH16686,0.218034409,0.790947674,8,0.795983434
LH16687,0.167696684,0.829051706,10,0.978120989
LH16690,0.801604182,-0.038639978,10,0.005645885
LH16691,0.606131771,-0.363355504,10,0.120198755
LH16694,0.056015196,0.325635301,10,0.620115469
LH16696,0.87711409,0.136385037,10,0.01181563
LH16698,0.335661846,0.574877681,10,0.41465457
LH16699,0.161057776,0.377386912,9,0.455315999
LH16702,0.311846615,0.364652311,10,0.280752065
LH16706,0.923009989,-0.842801988,10,0.044613652
LH16710,0.055413616,-0.669263754,10,1.279270538
LH16713,0.720463115,0.259080759,10,0.05612446
LH16716,0.30916031,0.795353978,9,0.616903182
LH16717,0.995415114,-0.197399497,10,0.000599376
LH16722,0.038136747,0.867261435,10,1.871845958
LH16723,0.660251928,1.306789563,7,0.358443687
LH16726,0.812384235,-0.171601326,8,0.023558923
LH16727,0.571206756,-0.198337031,10,0.073387509
LH16728,0.407082145,0.681653971,10,0.404785879
LH16729,0.770272656,0.217207761,10,0.037459405
LH16730,0.148914937,-0.660306548,10,0.830857221
LH16731,0.643478253,-0.08519132,10,0.024815908
LH16732,0.84060341,0.288063559,10,0.033048635
LH16733,0.166046348,-0.970009346,14,1.150762446
LH16734,0.949599537,-0.393405497,10,0.013442606
LH16735,0.343321518,0.376327905,10,0.26583185
LH16736,0.89733286,0.230991809,10,0.01653355
LH16738,0.596677007,-0.488613106,10,0.166709805
LH16741,0.34545403,-0.209232959,10,0.146942669
LH16742,0.269218785,0.413658937,10,0.358657444
LH16743,0.737340734,-0.150437189,10,0.030287415
LH16752,0.889484274,0.109950338,10,0.00850806
LH16753,0.517810701,0.533694457,10,0.232082191
LH16766,0.294713865,0.54294187,9,0.438291431
LH16769,0.465521935,0.574154102,10,0.290059908
LH16771,0.126252704,0.564760028,10,0.772236313
LH16780,0.382421749,-0.255101693,10,0.16201991
LH16781,0.454734123,0.041614972,10,0.021668376
LH16783,0.865834347,-0.046627539,8,0.004438315
LH16786,0.783887226,0.245929517,10,0.039565728
LH16787,0.476450483,-0.807084877,10,0.395361137
LH16800,0.624692457,0.167827971,9,0.052173178
LH16805,0.872174238,-0.64615427,10,0.058390438
LH16807,0.963749998,0.215598083,10,0.005259849
LH16808,0.00185558,-1.22960335,10,5.109899395
LH16809,0.526982356,-0.066187598,10,0.028014491
LH16810,0.958337936,0.069416142,10,0.001951805
LH16815,0.402369087,0.31018672,10,0.186584559
LH16822,0.829879513,-0.30874224,9,0.038040242
LH16823,0.288223389,0.792659305,10,0.651539735
LH16824,0.14037811,-1.490281737,8,1.933338134
LH16827,0.153377387,0.456374939,10,0.565348671
LH16828,0.763093207,0.03865308,10,0.006905227
LH16839,0.239735365,0.181986795,9,0.171736277
LH16840,0.590029703,0.192551596,9,0.067121955
LH16841,0.17823498,0.478488953,10,0.545256298
LH16847,0.902708785,-0.044086051,10,0.002981526
LH16848,0.580473718,0.481158975,10,0.172919278
LH16850,0.776202596,0.083425974,9,0.013964814
LH16853,0.887408084,-1.002530106,9,0.079124678
LH16854,0.900478213,-0.279697212,9,0.019373052
LH16855,0.645726718,-0.598768261,10,0.173038913
LH16856,0.498723066,1.179025855,10,0.541969944
LH16858,0.145158848,1.21990417,8,1.555584799
LH16859,0.070119161,-0.596355269,10,1.047165154
LH16863,0.455995921,-0.390943925,10,0.202843658
LH16867,0.80079513,-0.322213697,9,0.047295275
LH16869,0.189056021,0.214392345,9,0.235958887
LH16870,0.498060183,-0.697860718,10,0.321403141
LH16873,0.339434464,0.605194302,9,0.432052461
LH16878,0.922180294,0.2535291,10,0.013571189
LH16880,0.007082473,1.103354609,10,3.608769028
LH16881,0.823487054,0.579457655,10,0.074355786
LH16882,0.155950853,-0.542313753,10,0.665845714
LH16887,0.865184679,-0.323683995,10,0.0309709
LH16888,0.868472604,0.076529163,10,0.007130706
LH16896,0.440984848,-0.058340762,10,0.031560786
LH16899,0.200041765,0.33736164,10,0.358707745
LH16900,0.950431521,0.011362918,10,0.000381694
LH16901,0.934218696,-0.538512939,10,0.024211279
LH16902,0.621544646,-0.03547679,10,0.011147191
LH16903,0.748795842,-0.328948833,10,0.062876348
LH16904,0.085578181,0.305658854,10,0.496481923
LH16905,0.762296734,-0.751135383,10,0.134705788
LH16906,0.123301591,-0.697770369,10,0.965015382
LH16907,0.227938797,-0.147663207,10,0.144269033
LH16908,0.592336032,-0.060083203,10,0.020789652
LH16912,0.96624845,0.193338198,10,0.004386042
LH16913,0.350224169,0.389745804,7,0.270183853
LH16918,0.355970586,-0.977384205,10,0.667042932
LH16919,0.226000555,-0.352634803,8,0.346518903
LH16921,0.65739505,0.330320974,10,0.091551273
LH16923,0.670289189,-0.52082873,10,0.137667707
LH16926,0.395120365,-1.073167319,7,0.658425815
LH16928,0.924083451,0.347105922,8,0.018107449
LH16939,0.266062092,0.109251206,10,0.095576206
LH16940,0.536130229,-0.539806535,9,0.222339647
LH16941,0.453474294,-0.008505213,10,0.004444145
LH16944,0.362541584,-0.764108928,10,0.512252632
LH16945,0.604308347,0.629155838,10,0.209378506
LH16946,0.559898853,0.436938233,10,0.167445919
LH16948,0.306627039,0.323507555,10,0.252682007
LH16949,0.509392651,0.358645806,10,0.15984467
LH16951,0.603788554,0.33806295,9,0.112697115
LH16954,0.612267067,-0.128566483,9,0.041674531
LH16955,0.609054356,0.161345395,10,0.052860602
LH16956,0.389865893,0.872476128,10,0.543012361
LH16958,0.174226804,0.297028106,10,0.34293862
LH16961,0.551140755,0.281177215,10,0.110683357
LH16962,0.791122106,0.16138402,10,0.024984201
LH16965,0.970995099,-0.177028083,9,0.003442838
LH16966,0.721245182,-0.172269408,10,0.037195095
LH16968,0.919258333,-0.025139304,9,0.001398399
LH16969,0.489662955,-0.342828946,9,0.161743176
LH16974,0.285858496,0.829472317,10,0.686314243
LH16983,0.851647251,0.018576761,10,0.001971044
LH16984,0.841495091,0.353743839,9,0.040336127
LH16989,0.622282823,-0.383343541,10,0.120150042
LH16991,0.592312793,-0.825485337,9,0.285651195
LH16995,0.049567306,0.70169423,10,1.392952406
LH16999,0.628597592,-0.170639332,9,0.052344531
LH17000,0.024685158,0.895007701,10,2.18896054
LH17009,0.004124679,-1.83310116,10,6.650382451
LH17011,0.356515284,-0.907701814,10,0.618569232
LH17012,0.729866995,0.163752849,10,0.034070538
LH17014,0.890309945,0.108798299,10,0.008352215
LH17015,0.49343316,0.241359672,10,0.112647827
LH17019,0.323227521,-0.346231842,10,0.258369656
LH17020,0.897746228,0.177906972,10,0.012679793
LH17021,0.592336031,0.686132887,10,0.237411846
LH17031,0.671050742,-0.296559179,10,0.078165308
LH17032,0.721245182,-0.473020139,10,0.102130897
LH17033,0.082948992,0.466391377,10,0.767175898
LH17035,0.219783654,0.46552411,10,0.466030113
LH17038,0.230182578,0.891065394,9,0.86481617
LH17060,0.953432575,0.072126486,9,0.002272574
LH17061,0.925499571,0.26224387,10,0.013415125
LH17066,0.440984848,-0.03547398,10,0.019190471
LH17078,0.580115996,0.257565593,10,0.092669027
pseudo_0,0.405605774,-0.756019619,10,0.450761295
pseudo_1,0.984995719,0.090693753,10,0.000905938
pseudo_10,0.508904284,-0.831379065,9,0.371063819
pseudo_100,0.821861155,-0.455100089,10,0.058992562
pseudo_1000,0.18943449,1.188735039,10,1.306743633
pseudo_1001,0.579400858,0.090724577,10,0.032715563
pseudo_1002,0.616020474,-0.103054788,10,0.032988821
pseudo_1003,0.923009987,1.643095526,10,0.086977124
pseudo_1004,0.842356908,-1.155654654,9,0.130993486
pseudo_1005,0.432973529,0.591635785,10,0.32722607
pseudo_1006,0.855335114,0.177680133,10,0.018345065
pseudo_1007,1,-0.427918761,10,0
pseudo_1008,0.447428459,0.125431009,9,0.066652588
pseudo_1009,0.493433149,0.565111157,10,0.263749721
pseudo_101,0.966664892,0.125410696,10,0.002809344
pseudo_1010,0.561839442,0.066302671,9,0.025257305
pseudo_1011,0.367725034,-0.221452125,9,0.146382551
pseudo_1012,0.952095649,-0.267302342,10,0.008670038
pseudo_1013,0.658528736,-0.145938942,10,0.040282075
pseudo_1014,0.497728905,0.01738709,10,0.008015353
pseudo_1015,0.677155325,-0.67960048,10,0.175058627
pseudo_1016,0.978463928,0.044576077,9,0.000641231
pseudo_1017,0.529031693,0.549559959,10,0.231196812
pseudo_1018,0.774974695,-0.188048657,8,0.031674493
pseudo_1019,0.77307002,-0.40061974,10,0.068130858
pseudo_102,0.121155159,0.840968153,10,1.172815749
pseudo_1020,0.286802863,0.78227438,10,0.645557422
pseudo_1021,0.124012102,-0.994862538,9,1.372116431
pseudo_1022,0.808072612,-0.428673912,10,0.060359346
pseudo_1023,0.084147456,-0.583206284,9,0.953799224
pseudo_1024,0.580831533,-0.043081731,10,0.015465204
pseudo_1025,0.709172141,0.544073895,9,0.123540753
pseudo_1026,0.479042174,-0.205756153,10,0.100054848
pseudo_1027,0.894375238,0.086790532,9,0.006401473
pseudo_1028,0.360068595,0.246233344,10,0.166186489
pseudo_1029,0.10202947,1.755140241,10,2.646967243
pseudo_103,0.936768964,-0.321664941,9,0.013882502
pseudo_1030,0.856565111,0.110685904,10,0.011322972
pseudo_1031,0.284445855,0.347012575,10,0.288257775
pseudo_1032,0.475919063,0.594396482,9,0.291611224
pseudo_1033,0.482618291,0.591232176,10,0.284598244
pseudo_1034,0.694051595,0.705245598,10,0.17018019
pseudo_1035,0.045812966,3.080285096,10,6.275063348
pseudo_1036,0.0711766,-1.094801915,10,1.911580997
pseudo_1037,0.182101788,-1.176326876,9,1.323787146
pseudo_1038,0.834073533,0.200886873,10,0.024082231
pseudo_1039,0.247531249,0.464946775,9,0.428927398
pseudo_104,0.095611462,-1.197594604,9,1.857529345
pseudo_1040,0.292513344,-0.304659719,10,0.247446128
pseudo_1041,0.715776872,0.584535821,10,0.129147922
pseudo_1042,0.96624845,-0.244128411,10,0.005538262
pseudo_1043,0.280701984,0.473771353,10,0.397701804
pseudo_1044,0.829449999,-0.016531073,9,0.002042454
pseudo_1045,0.544529955,-0.890306631,10,0.357561356
pseudo_1046,0.581315638,-0.325418923,9,0.116637667
pseudo_1047,0.233408314,0.783557807,9,0.753270647
pseudo_1048,0.428694859,-0.326438174,10,0.182690768
pseudo_1049,0.001586407,0.917633808,10,3.908462721
pseudo_105,0.846668822,-0.390993996,9,0.043000128
pseudo_1050,0.654375709,0.315991908,10,0.088540993
pseudo_1051,0.223934122,-0.78677528,10,0.777904994
pseudo_1052,0.67424145,-0.406620061,8,0.105900068
pseudo_1053,0.22445636,0.904200194,9,0.892614371
pseudo_1054,0.273772769,0.590452298,10,0.50539965
pseudo_1055,0.93633079,-0.381279891,9,0.016573246
pseudo_1056,0.582263854,0.228537852,10,0.081667142
pseudo_1057,0.365301764,-0.238936312,10,0.158983625
pseudo_1058,0.462652562,0.261844845,10,0.133352459
pseudo_1059,0.776670973,0.010643216,10,0.001777344
pseudo_106,0.872174234,0.336013257,10,0.030364207
pseudo_1060,0.687120509,0.82663527,10,0.204954144
pseudo_1061,0.385263491,-0.442607577,9,0.278943336
pseudo_1062,0.275149176,-0.413265169,10,0.352366348
pseudo_1063,0.424073061,-0.359415808,9,0.203720844
pseudo_1064,0.055005816,-0.003914143,9,0.007500829
pseudo_1065,0.530057883,0.107582282,10,0.045121516
pseudo_1066,0.349475182,1.32153382,10,0.91799753
pseudo_1067,0.595228398,-0.115425828,10,0.039567498
pseudo_1068,0.272629359,0.473826604,10,0.40688378
pseudo_1069,0.910517139,-1.108771246,9,0.068676147
pseudo_107,0.162449138,-0.709883532,10,0.852437387
pseudo_1070,0.273772769,0.172091887,10,0.147302635
pseudo_1071,0.105468958,1.20180924,10,1.786148453
pseudo_1072,0.212501533,-1.37291714,9,1.404974839
pseudo_1073,0.882623168,-0.689339697,9,0.056868678
pseudo_1074,0.144840045,-0.395066864,10,0.504351207
pseudo_1075,0.60212348,-0.524566424,10,0.175827302
pseudo_1076,0.511406424,0.895339504,10,0.396709335
pseudo_1077,0.289648627,0.615492857,10,0.503908746
pseudo_1078,0.740889658,-0.020450882,10,0.00405248
pseudo_1079,0.988746499,-0.013086967,10,9.79E-05
pseudo_108,0.522556033,-1.29128902,10,0.553746205
pseudo_1080,0.173242968,0.355894856,9,0.412235818
pseudo_1081,0.070038347,0.804179421,10,1.412705019
pseudo_1082,0.932557267,-0.525079108,10,0.02422485
pseudo_1083,0.541412343,-1.455466893,10,0.590060482
pseudo_1084,0.345988454,-0.747857563,10,0.524450663
pseudo_1085,0.97082979,0.443787722,10,0.008680697
pseudo_1086,0.181627208,-0.584552984,10,0.658838414
pseudo_1087,0.445333561,-0.959671056,10,0.51293393
pseudo_1088,0.196585707,0.764331516,9,0.821494896
pseudo_1089,0.989580042,0.048903573,10,0.000338459
pseudo_109,0.027743261,1.468137332,9,3.477396601
pseudo_1090,0.726052989,0.30125531,9,0.063722287
pseudo_1091,0.577971839,-0.228967972,10,0.08294015
pseudo_1092,0.004486167,-1.239134733,8,4.426724828
pseudo_1093,0.169960985,-0.591044049,10,0.692080188
pseudo_1094,0.519502894,0.880356628,10,0.38093376
pseudo_1095,0.451274326,-0.251015936,10,0.131967454
pseudo_1096,0.139727109,-0.928780646,10,1.207756951
pseudo_1097,0.623522949,0.239844295,9,0.074858067
pseudo_1098,0.200592464,-1.044459512,10,1.108649082
pseudo_1099,0.15219445,0.293281812,9,0.364812329
pseudo_11,0.376877297,0.486252977,9,0.313520625
pseudo_110,0.638244526,0.127023349,10,0.037686844
pseudo_1100,0.013126195,-0.958616464,10,2.74457641
pseudo_1101,0.013734523,1.056137649,10,2.992171932
pseudo_1102,0.58513345,-0.29910986,10,0.105914176
pseudo_1103,0.430323704,-0.682457507,8,0.380226543
pseudo_1104,0.557439782,-0.10422506,10,0.040244833
pseudo_1105,0.228688111,0.461294762,9,0.44969116
pseudo_1106,0.485228189,0.428435403,10,0.204706915
pseudo_1107,0.055015555,1.016300684,10,1.947458699
pseudo_1108,0.571917075,0.648648052,10,0.239476329
pseudo_1109,0.287749346,-0.818083632,10,0.673327447
pseudo_111,0.340930443,0.305028497,8,0.216875683
pseudo_1110,0.231586378,0.302603255,10,0.292473432
pseudo_1111,0.76668042,-0.371585684,10,0.065230928
pseudo_1112,0.001150572,-1.548543561,10,6.924343441
pseudo_1113,0.036142329,-0.970392727,10,2.128878125
pseudo_1114,0.625239319,-0.276768399,10,0.085879794
pseudo_1115,0.947519817,-0.281705698,10,0.010033938
pseudo_1116,0.779159313,0.276586761,9,0.045603512
pseudo_1117,0.515446404,0.43471209,10,0.190353229
pseudo_1118,0.929650482,-0.103636411,10,0.004995104
pseudo_1119,0.043049216,0.331851838,10,0.689681919
pseudo_112,0.47418905,-0.094141443,10,0.046412365
pseudo_1120,0.722810183,-1.074829416,10,0.230529647
pseudo_1121,0.864952208,0.41425405,7,0.039710426
pseudo_1122,0.307616743,0.848615527,10,0.661021132
pseudo_1123,0.949183564,0.152198833,10,0.005244673
pseudo_1124,0.7476082,0.145814116,10,0.028024314
pseudo_1125,0.614918236,-0.446805854,10,0.143555524
pseudo_1126,0.093546501,0.657689607,9,1.029597768
pseudo_1127,0.4148107,0.41209558,10,0.23959334
pseudo_1128,0.950015521,-0.440697413,10,0.014931035
pseudo_1129,0.261153213,0.827451879,10,0.734060913
pseudo_113,0.163236165,-0.923430386,10,1.105918372
pseudo_1130,0.116706355,0.770819535,10,1.094040068
pseudo_1131,0.239005489,0.418678563,10,0.39593974
pseudo_1132,0.081993854,-1.408890251,9,2.328291239
pseudo_1133,0.091517474,-0.851547197,9,1.34541544
pseudo_1134,0.379293962,0.694910495,11,0.445121592
pseudo_1135,0.526734206,0.026521789,9,0.011233837
pseudo_1136,0.945440459,0.244515482,10,0.009064215
pseudo_1137,0.566305844,-0.92687257,9,0.348233133
pseudo_1138,0.967914271,-0.429033084,10,0.009244686
pseudo_1139,0.369188007,-0.407168196,10,0.268074937
pseudo_114,0.894853233,0.139420592,10,0.010234127
pseudo_1140,0.837337069,0.105858088,10,0.01241708
pseudo_1141,0.662313384,0.193369948,10,0.052641797
pseudo_1142,0.55292796,0.724482657,8,0.283637549
pseudo_1143,0.464405065,-0.46259971,9,0.234437366
pseudo_1144,0.484574991,-0.578271659,10,0.276813542
pseudo_1145,0.420568737,0.508893891,9,0.291236762
pseudo_1146,0.287275841,0.512440516,10,0.422324112
pseudo_1147,0.49905946,-0.556184562,9,0.255416928
pseudo_1148,0.798666903,-0.426248144,9,0.063315179
pseudo_1149,0.152352215,0.693491171,9,0.86215676
pseudo_115,0.570142029,-0.357321664,10,0.132654564
pseudo_1150,0.755934069,-0.376738935,10,0.069649359
pseudo_1151,0.342117337,0.169671309,8,0.120246928
pseudo_1152,0.029611473,1.018536495,10,2.368624762
pseudo_1153,0.122540656,-0.391321464,10,0.542797603
pseudo_1154,0.372259457,0.48108655,10,0.31410837
pseudo_1155,0.107088041,0.868235902,9,1.281646622
pseudo_1156,0.895246716,0.275962344,9,0.020176774
pseudo_1157,0.249337812,-1.269416555,9,1.164975767
pseudo_1158,0.842646264,0.437833303,10,0.04952906
pseudo_1159,0.311788454,0.659592381,9,0.507912769
pseudo_116,0.771870784,-0.385476351,10,0.065950927
pseudo_1160,0.626719835,1.102159069,10,0.340271862
pseudo_1161,0.716947435,-0.276917674,10,0.060883486
pseudo_1162,0.728120959,-0.305406058,9,0.064026328
pseudo_1163,0.423230019,1.145574739,10,0.650830625
pseudo_1164,0.841073163,0.229007338,8,0.026188764
pseudo_1165,0.098466805,0.937743707,10,1.436254729
pseudo_1166,0.197304746,-0.393716784,10,0.422212591
pseudo_1167,0.611616734,-0.400445979,10,0.130084834
pseudo_1168,0.357606241,-0.077756189,10,0.052831337
pseudo_1169,0.992080737,-1.012900436,10,0.005321132
pseudo_117,0.490799504,0.492199611,10,0.231460749
pseudo_1170,0.048964209,0.860032103,10,1.714229725
pseudo_1171,0.289648624,-0.463272734,10,0.379284961
pseudo_1172,0.533541609,0.007583654,8,0.003147866
pseudo_1173,0.170993322,0.347816791,9,0.405882736
pseudo_1174,0.350013573,-1.776076697,10,1.231937204
pseudo_1175,0.198943643,-0.305709382,10,0.326164621
pseudo_1176,0.774936414,-0.206034325,9,0.034710683
pseudo_1177,0.934634096,0.515613599,10,0.023030285
pseudo_1178,0.439746827,0.412747197,10,0.224051853
pseudo_1179,0.101810669,-1.393205352,10,2.103101134
pseudo_118,0.212031278,0.424485692,10,0.435018818
pseudo_1180,0.878761782,-0.213432809,10,0.018225947
pseudo_1181,0.901054165,-0.99221099,10,0.068305686
pseudo_1182,0.946398554,0.275106242,8,0.010014106
pseudo_1183,0.191105155,-0.331254245,9,0.36221684
pseudo_1184,0.289173017,-0.994424968,10,0.815223167
pseudo_1185,0.92591457,-0.297456295,10,0.015128312
pseudo_1186,0.788472503,-0.332572462,9,0.052223435
pseudo_1187,0.244255326,-0.467833097,10,0.435708356
pseudo_1188,0.867650404,-0.52438861,10,0.049188776
pseudo_1189,0.453159631,0.22159643,10,0.115890223
pseudo_119,0.444710826,0.729521122,10,0.390595756
pseudo_1190,0.626719839,0.199751962,10,0.061669838
pseudo_1191,0.807188612,-0.363799044,9,0.051487757
pseudo_1192,0.995164814,-0.359219137,9,0.001150408
pseudo_1193,0.222779424,0.622290931,9,0.617400726
pseudo_1194,0.495083008,-0.068467452,10,0.031804246
pseudo_1195,0.624869423,0.106300363,10,0.033026014
pseudo_1196,0.281634804,0.346940741,10,0.290474808
pseudo_1197,0.336711749,2.125199075,10,1.528503449
